"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	35	5	71	3	0	0	152	47	3	15	6	0	40	9	51	33	13	10	35	1	27	20	2	9	16	0	4	25	14	2	1	13	3	0	0	1	5	1	1	1	0	1	20	0	0	54	23	0	0	27	5	20	0	12	4	0	2	1	16	1	46	0	21	1	0	1	17	0	1	0	11	2	0	0	0	11	0	14	16	1
"2"	47	0	6	28	0	0	4	4	103	0	0	0	23	0	68	26	12	33	0	0	19	11	0	9	11	1	2	23	6	14	2	28	2	0	0	1	1	24	5	1	0	0	5	21	0	5	37	0	11	35	18	51	0	74	0	1	0	4	9	0	41	4	96	7	0	0	39	0	10	0	3	2	0	0	0	3	7	6	2	5
"3"	50	24	0	6	0	0	46	15	0	42	7	0	106	0	83	33	0	8	5	6	28	8	0	73	7	7	0	36	0	20	0	18	49	1	5	31	5	24	5	0	0	15	14	16	1	55	35	0	0	51	16	16	0	65	2	0	0	28	22	0	67	5	33	12	0	0	18	0	0	0	1	29	0	6	0	9	1	29	12	3
"4"	12	37	0	15	9	5	198	196	272	2	5	0	111	0	51	56	0	11	18	0	47	10	2	8	3	0	0	12	16	2	0	50	1	0	2	29	30	21	56	0	1	2	29	1	0	49	89	0	0	31	10	6	8	65	0	0	0	8	18	0	57	0	76	12	2	0	3	0	6	0	0	0	0	0	0	13	0	3	1	1
"5"	52	17	0	2	8	0	43	1	184	14	1	1	157	0	119	48	2	0	7	0	14	73	0	18	6	0	0	65	14	56	0	125	3	0	16	3	7	13	61	4	0	23	70	1	0	38	41	20	1	54	7	14	0	93	5	0	13	56	2	0	85	2	134	14	19	0	34	31	1	0	0	7	0	0	4	3	14	6	9	0
"6"	57	14	0	4	50	217	29	0	0	41	96	0	35	0	99	8	5	5	76	3	31	35	8	19	13	0	9	88	15	15	12	24	33	0	9	1	39	21	18	0	0	2	19	14	23	37	54	0	8	32	0	96	3	98	0	0	14	9	55	28	68	6	102	35	7	0	14	0	0	0	0	3	0	0	0	15	3	44	0	0
"7"	89	0	0	67	0	0	8	0	11	105	3	0	64	3	82	19	18	2	32	0	59	44	0	6	6	0	10	47	8	3	1	21	4	0	1	5	1	26	28	4	0	0	6	5	0	27	8	0	0	96	2	3	0	37	15	9	0	0	4	0	51	2	28	12	0	0	19	0	5	2	0	9	0	0	0	5	6	2	11	1
"8"	49	1	7	1	0	0	13	3	211	21	0	0	60	0	85	30	14	3	13	1	18	14	0	8	1	0	12	20	2	5	0	53	21	0	13	8	18	16	21	0	0	0	9	20	2	27	33	0	6	16	1	8	0	31	5	0	20	15	24	0	74	3	56	10	0	12	1	0	9	0	0	2	0	0	0	20	15	8	4	0
"9"	132	15	7	14	0	0	5	5	24	22	118	0	57	1	34	33	3	0	7	6	12	9	0	18	2	0	1	39	12	8	1	106	2	0	0	13	1	13	56	0	0	1	10	22	0	34	35	0	0	68	3	30	0	129	0	0	1	8	3	0	30	1	75	29	3	0	32	0	14	0	1	16	0	8	5	11	0	6	0	5
"10"	42	23	0	34	0	0	15	1	374	184	0	4	107	0	13	26	0	17	16	35	45	77	0	22	3	0	0	27	18	2	14	43	4	0	45	3	5	24	4	0	6	1	5	13	2	32	49	0	0	46	6	54	0	61	0	0	2	25	2	2	58	11	66	4	0	0	13	0	5	0	0	0	0	0	0	11	0	0	4	8
"11"	58	13	27	30	0	0	1	0	188	11	5	0	53	0	125	53	0	0	26	0	43	110	0	29	4	0	0	52	6	16	1	68	12	0	9	6	39	30	0	1	6	36	36	26	0	32	73	0	0	35	1	69	0	52	1	0	2	3	13	0	35	5	155	0	0	0	18	0	22	0	0	7	0	0	1	0	0	8	0	0
"12"	35	9	12	8	0	0	52	44	524	14	0	0	43	0	26	76	4	8	6	4	72	6	34	7	11	0	1	58	2	2	0	22	0	0	0	1	24	7	2	0	1	0	24	7	1	3	20	1	0	38	5	4	1	55	0	1	0	6	32	2	50	0	15	9	0	0	4	16	4	0	1	13	0	16	0	1	3	25	2	0
"13"	8	0	0	0	6	0	367	70	2	0	3	0	22	0	39	16	0	0	13	3	2	16	0	11	0	0	0	0	5	23	0	52	2	0	8	0	7	11	8	0	0	0	24	2	1	10	71	1	0	23	0	19	0	39	2	0	6	3	6	9	16	5	25	5	8	0	20	0	7	0	25	4	0	0	0	5	0	11	1	3
"14"	98	12	0	133	0	3	359	161	15	10	0	0	33	0	37	68	0	14	24	7	22	35	21	30	2	0	0	28	1	7	0	10	8	1	2	1	4	27	4	0	1	0	8	0	0	2	65	0	2	20	2	12	0	91	5	13	7	2	24	7	39	27	19	8	0	0	7	0	2	1	2	2	0	0	16	16	1	15	9	0
"15"	43	16	0	75	0	7	7	0	1	12	0	13	63	0	54	22	17	0	29	6	33	38	2	24	0	0	0	3	9	2	0	52	0	0	7	0	1	56	13	1	0	5	12	10	1	45	21	5	0	25	0	9	0	50	0	0	1	11	2	0	29	19	85	15	0	0	37	0	1	0	0	2	0	0	0	4	0	14	31	2
"16"	36	5	0	27	1	4	127	15	0	26	0	7	83	1	37	28	2	13	28	8	6	18	0	27	25	0	4	45	3	27	2	32	5	1	0	1	5	2	13	1	0	4	11	5	0	74	23	0	0	5	5	17	0	37	0	0	0	35	0	0	30	5	39	16	10	0	8	0	14	1	2	30	0	0	0	7	0	10	0	26
"17"	73	6	0	47	0	0	132	21	80	1	0	0	70	6	23	64	29	7	31	8	15	60	41	7	27	0	3	79	12	26	3	123	9	0	15	5	36	13	75	4	21	15	9	8	1	21	19	0	1	180	0	67	0	56	0	39	0	5	19	0	42	23	94	3	19	0	57	0	48	0	4	9	0	0	0	10	0	36	10	2
"18"	44	65	2	127	0	0	0	25	74	0	29	0	32	3	35	23	5	11	4	17	4	9	2	18	0	0	3	22	4	33	0	31	1	0	0	1	1	27	13	9	6	0	44	7	1	14	97	0	0	47	1	88	0	32	6	0	0	15	18	0	23	0	66	11	0	0	9	0	7	0	0	15	0	0	0	0	0	2	0	4
"19"	136	3	0	1	1	113	188	36	1	6	57	0	16	0	29	76	18	0	23	0	6	39	0	45	6	0	0	39	3	12	1	47	7	0	10	0	7	12	9	0	16	0	32	1	0	85	34	0	0	64	0	0	0	19	5	0	0	2	10	2	15	8	39	10	1	0	14	0	23	2	0	0	0	0	0	54	26	0	5	14
