"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	108	122	76	0	0	282	0	6	430	20	1	0	0	29	45	2	18	5	6	30	57	1	27	0	0	3	1	1	0	12	0	14	7	0	0	0	28	0	2	5	29	8	41	14	21	35	0	14	0	22	6	0	0	0	8	0	0	0	0	0	7	2	2	0	22	25	19	0	0	4	14	1	12	0	28	5	2	0	0	6
"2"	51	42	2	1	0	46	23	2	0	4	6	10	13	91	141	0	78	0	3	39	11	1	0	0	0	0	1	0	12	45	0	27	74	0	0	0	5	0	0	20	101	33	31	68	13	31	0	4	2	146	73	0	0	10	6	0	18	2	0	4	2	0	43	0	68	14	48	6	3	58	94	21	11	0	43	14	20	0	0	9
"3"	10	8	109	7	0	7	0	7	49	2	134	0	30	15	37	0	51	0	1	29	13	0	0	0	0	1	0	0	0	7	2	4	8	0	1	0	0	0	18	20	36	1	15	13	40	1	0	22	21	76	13	0	14	15	21	0	0	0	0	13	4	0	7	3	40	13	0	2	0	2	59	4	10	0	72	3	56	0	3	7
"4"	19	20	89	0	0	0	0	59	39	18	19	0	2	26	22	1	20	0	19	51	49	0	4	0	0	7	0	4	0	2	2	31	4	0	0	0	0	7	11	15	40	32	33	39	15	0	0	0	16	44	10	2	0	0	0	0	0	0	0	1	15	2	8	0	34	32	9	0	8	1	36	0	9	0	64	17	13	0	0	9
"5"	1	36	1	21	0	0	2	62	14	12	0	0	1	47	88	0	53	15	20	39	29	2	0	8	11	15	0	26	1	27	0	158	46	9	4	0	11	0	16	19	47	3	12	43	23	1	0	45	0	100	19	0	2	0	8	0	0	0	0	25	0	0	23	1	76	35	4	0	5	1	30	1	19	0	53	2	4	1	0	54
"6"	80	96	39	4	0	0	0	183	3	0	0	2	0	6	11	0	90	1	30	13	8	0	0	0	1	0	0	0	2	4	0	38	6	0	0	1	2	5	17	14	9	0	34	32	40	4	0	19	0	85	25	0	0	1	6	0	3	2	0	8	14	0	26	0	39	13	11	0	4	0	32	2	15	0	56	0	38	0	0	34
"7"	9	7	79	89	1	31	0	0	30	30	29	6	5	11	23	5	12	10	14	47	30	4	0	0	0	4	0	20	1	9	0	28	23	2	0	0	9	0	2	22	42	0	25	58	21	0	0	10	4	22	18	0	0	20	8	0	2	0	0	9	12	0	2	0	36	39	9	1	0	4	66	7	8	0	46	3	18	0	0	28
"8"	23	217	92	269	0	0	0	0	36	0	46	0	40	8	48	26	42	0	11	33	17	0	0	0	0	1	1	0	3	30	24	5	1	0	0	0	0	0	14	17	24	0	40	25	8	0	0	2	58	76	15	0	0	2	0	0	0	0	0	19	11	1	21	2	68	8	8	0	12	1	15	0	11	0	48	38	38	0	5	14
"9"	13	109	51	36	0	75	0	0	125	16	0	3	0	58	28	0	77	0	11	23	14	0	2	0	1	0	2	2	9	16	0	11	36	2	0	0	5	0	10	0	19	15	31	36	13	14	0	7	1	65	6	0	0	2	8	0	0	1	4	1	0	0	7	0	100	6	6	0	1	3	30	2	9	0	40	0	13	0	0	14
"10"	42	110	1	10	0	19	11	7	1	31	78	0	33	11	58	16	114	0	24	13	31	0	18	0	0	3	1	0	10	41	0	79	41	0	8	0	4	1	3	50	67	6	124	104	33	2	0	13	15	71	22	11	0	13	3	0	0	0	0	5	1	2	5	0	18	16	17	0	5	2	78	3	6	0	80	1	34	0	0	20
"11"	21	145	57	48	0	35	2	8	2	0	210	0	12	7	15	0	34	0	27	11	28	0	0	0	0	0	0	0	0	6	21	13	37	4	0	0	0	0	1	6	27	10	28	23	5	0	0	0	0	16	22	1	11	2	6	5	0	6	5	3	1	8	4	0	47	14	6	0	3	0	22	0	16	0	19	10	7	0	0	17
"12"	2	47	126	198	0	8	0	8	17	0	38	0	33	11	44	4	45	33	1	32	11	2	0	0	7	7	8	0	1	11	0	42	29	0	41	1	0	2	12	24	25	6	13	43	30	0	6	12	3	78	19	0	30	0	5	0	0	0	0	0	0	0	6	1	7	23	2	0	0	0	11	10	51	0	27	25	20	9	2	9
"13"	58	8	13	1	0	0	22	349	0	0	0	5	0	29	97	2	35	0	5	5	39	0	0	0	0	17	10	10	6	33	0	3	7	0	0	0	3	0	8	6	9	1	47	67	29	0	0	4	0	84	9	3	0	1	23	0	0	0	0	1	0	0	7	0	5	5	7	1	13	0	8	0	16	1	30	8	3	0	0	12
"14"	66	123	136	54	0	20	0	77	0	0	264	14	8	20	51	3	43	0	7	21	14	0	0	0	5	0	0	2	8	13	0	25	5	0	0	0	4	8	7	9	53	1	14	87	14	20	0	8	0	97	27	8	0	0	3	0	0	0	0	4	6	0	12	0	89	55	20	5	0	8	11	0	8	4	40	4	6	1	0	12
