"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	1	8	0	17	102	8	25	45	14	0	0	14	72	4	20	177	266	0	3	3	0	82	29	18	0	40	0	26	101	6	2	28	0	41	33	0	87	2	1	2
"2"	0	10	6	57	13	49	93	17	58	0	29	90	79	11	47	88	133	0	0	16	33	179	205	15	0	163	3	69	127	0	8	68	0	0	68	3	54	0	5	31
"3"	0	0	0	26	106	209	66	0	0	1	0	24	48	2	3	39	69	0	10	28	34	39	40	29	5	88	4	22	108	13	0	38	0	1	14	0	33	7	15	8
"4"	19	0	2	5	171	22	8	1	15	0	0	63	46	9	19	94	43	0	0	1	11	127	39	36	1	69	0	6	158	3	0	40	1	0	35	0	53	1	42	6
"5"	0	0	11	0	730	0	0	2	1	0	0	8	33	9	39	22	98	0	2	0	1	108	41	12	0	14	0	0	53	8	0	32	0	0	30	0	59	3	5	5
"6"	6	0	0	22	4	461	139	0	27	0	0	43	48	0	5	15	78	0	0	5	11	108	44	47	0	10	26	33	67	3	0	8	0	0	13	0	21	13	2	24
"7"	7	4	0	70	22	120	423	0	0	1	0	82	41	17	20	143	15	0	0	19	18	75	29	16	0	59	5	12	100	2	1	7	0	7	2	0	26	0	10	5
"8"	0	5	0	75	7	173	199	0	3	0	0	101	53	0	41	204	179	0	16	27	12	90	92	52	20	69	0	1	207	13	0	63	0	11	23	0	176	0	68	7
"9"	0	3	0	1520	0	53	200	0	0	0	0	5	21	18	2	2	16	0	0	0	0	3	7	9	0	9	0	0	30	0	0	0	0	0	24	0	19	0	1	0
"10"	0	19	0	917	0	68	87	4	1	0	0	20	32	0	10	30	94	0	2	2	0	77	54	13	1	15	2	13	118	0	0	6	1	0	1	1	71	0	1	31
"11"	0	0	0	50	24	316	139	3	0	9	0	68	166	0	47	86	84	3	0	39	2	161	53	70	0	46	0	19	111	3	0	52	0	0	56	2	73	4	4	1
"12"	13	0	0	35	57	311	100	0	1	0	0	35	8	1	25	49	181	6	0	0	28	103	64	35	0	51	0	10	75	10	0	51	0	0	14	0	47	0	0	4
