"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	57	22	56	8	0	0	0	0	2	28	35	2	12	93	0	1	25	0	15	117	0	0	60	54	1	0	6	2	0	132	12	12	49	34	3	23	0	1	7	51	50	95	0	17	6	0	0	4	0	17	6	3	0	0	28	95	41	4	5	1	13	2	0	7	0	0	0	0	38	10	37	0	9	0	48	46	28	7	2	5
"2"	37	15	76	25	0	11	0	0	15	12	11	1	0	50	0	0	39	0	0	86	13	0	14	14	0	2	10	0	0	117	15	0	20	86	0	3	0	0	15	41	31	55	0	3	65	2	2	0	0	3	0	12	9	5	63	55	0	5	1	1	1	18	5	0	0	0	0	3	31	0	8	0	16	1	57	31	9	32	0	12
"3"	5	46	35	0	0	0	0	0	1	2	0	2	2	70	0	3	8	0	0	146	0	0	101	125	7	0	14	0	0	87	37	2	62	51	9	1	0	1	0	22	71	61	1	1	15	7	3	0	0	5	0	10	11	0	173	30	13	0	1	0	0	15	0	0	0	0	4	6	33	27	14	2	6	10	26	54	8	10	1	23
"4"	211	0	16	0	0	0	0	0	0	42	22	8	0	39	0	6	4	1	0	68	4	4	68	95	16	0	15	0	0	24	31	14	17	50	2	2	0	0	1	27	14	9	0	2	20	0	2	1	0	4	0	0	0	0	123	127	2	1	0	0	5	6	0	0	2	0	0	48	73	10	18	5	9	0	17	25	0	27	23	47
"5"	225	8	0	2	36	0	7	0	3	9	52	6	4	23	1	0	3	0	7	133	0	0	41	51	12	5	9	23	0	77	22	8	18	118	0	0	0	0	19	24	50	85	0	7	11	0	0	0	0	0	0	18	0	0	108	47	28	2	2	0	3	71	1	1	0	7	0	1	76	27	13	8	7	0	39	27	1	17	9	2
"6"	53	70	5	40	0	0	0	0	8	7	16	54	0	29	2	0	3	0	4	108	0	3	144	54	27	0	3	0	0	61	19	15	47	45	0	45	0	0	7	37	45	82	1	0	14	0	21	1	0	26	0	34	2	3	81	38	4	1	9	0	0	39	0	0	0	0	2	37	43	19	1	1	4	4	58	23	29	16	5	15
"7"	3	111	125	10	0	0	0	0	26	5	11	0	7	27	2	0	16	0	14	109	1	0	157	83	20	0	22	1	2	64	8	0	6	41	20	12	0	0	5	52	80	37	0	15	44	19	0	0	0	33	4	0	18	0	73	64	12	7	2	0	8	49	0	0	1	0	0	28	26	40	38	0	8	2	120	63	13	60	3	34
"8"	125	17	5	1	6	14	0	0	0	3	161	0	0	72	0	0	5	0	0	107	0	2	204	25	1	0	14	0	0	41	4	1	8	76	1	3	0	0	1	26	63	95	0	0	0	0	6	0	0	10	1	1	0	0	16	71	11	0	14	17	0	11	0	0	4	0	0	51	118	15	35	0	6	0	136	13	5	15	0	18
"9"	23	37	11	17	1	0	0	0	0	21	9	15	0	44	141	13	11	0	0	109	0	0	95	87	17	4	11	6	26	39	42	1	40	58	1	14	0	0	10	26	47	117	0	9	37	0	4	0	0	0	0	0	0	0	74	107	5	2	0	0	0	70	22	0	0	0	0	4	38	6	37	0	15	19	70	20	74	96	3	8
"10"	32	10	37	0	15	6	0	4	0	54	17	0	10	36	1	7	8	0	1	57	0	22	37	42	16	0	0	1	1	57	10	11	8	31	2	21	0	0	4	17	64	45	1	7	5	0	0	8	0	1	0	5	0	1	64	53	13	2	25	0	0	5	0	0	0	0	0	0	14	4	9	54	6	11	30	45	1	0	0	1
"11"	3	24	55	0	0	17	2	15	0	67	6	0	11	21	0	1	3	0	17	55	0	0	70	48	1	3	6	0	0	91	3	9	32	16	14	13	0	0	0	21	26	39	0	0	25	0	47	9	0	5	0	0	1	0	69	115	3	1	7	0	0	16	0	0	0	0	0	21	14	5	32	0	8	0	47	19	4	20	12	16
"12"	2	98	84	5	0	0	0	5	8	6	0	0	17	36	2	40	7	0	0	58	2	0	106	56	7	0	6	0	0	102	7	0	36	36	0	18	0	18	9	59	66	39	1	4	20	0	43	1	34	0	0	0	0	0	48	23	6	0	3	0	0	4	0	5	0	0	0	40	55	43	9	0	13	5	22	54	3	16	2	10
"13"	225	0	3	9	0	0	6	6	13	22	57	1	3	96	0	0	14	0	0	84	0	1	76	62	18	10	23	2	1	85	3	0	10	108	0	1	1	0	17	25	37	97	0	9	6	6	48	0	0	2	0	1	9	0	60	65	47	0	0	5	0	7	0	5	0	1	0	58	55	17	1	52	24	1	98	28	0	9	9	5
"14"	9	7	70	0	0	0	2	83	0	89	85	0	17	40	0	0	23	0	0	90	0	6	135	52	39	0	36	2	0	57	12	21	118	87	3	14	0	0	3	12	100	21	0	1	13	0	0	1	0	0	0	0	0	6	131	93	11	0	21	0	0	22	0	0	0	0	2	4	71	27	13	2	62	12	55	68	8	52	0	7
"15"	127	123	4	95	0	0	16	0	46	13	28	0	16	13	0	0	1	0	3	58	0	28	65	53	14	0	0	0	0	94	80	0	30	34	4	6	0	2	0	9	29	19	0	6	0	6	1	3	1	0	11	0	0	2	45	41	2	7	5	0	0	7	0	0	2	8	4	10	42	24	2	0	13	0	45	39	0	76	0	26
"16"	8	69	156	0	0	0	0	0	2	31	13	0	12	18	2	7	25	0	1	169	3	0	64	59	0	0	25	0	3	101	15	1	15	30	0	0	7	0	32	19	77	80	0	0	10	2	0	4	0	0	0	1	0	0	66	89	27	0	0	0	0	21	0	0	0	0	0	1	54	5	20	1	46	14	51	121	1	49	2	4
"17"	56	67	15	0	0	0	0	0	21	0	4	20	0	23	4	0	7	0	0	76	5	0	41	18	30	0	50	0	5	152	27	10	41	94	1	62	0	0	0	34	115	79	18	14	25	8	0	0	0	28	1	0	0	0	104	135	1	1	2	0	0	12	0	0	0	0	10	12	145	24	7	0	10	1	38	126	17	34	65	47
