"covariate1"	"covariate2"	"covariate3"	"covariate4"	"covariate5"	"covariate6"	"covariate7"	"covariate8"	"covariate9"	"covariate10"
"taxa1"	0.5	0	0	0	0	0	0	0	0	0
"taxa2"	1	0	0	1	0	0	0	0	0	0
"taxa3"	-0.75	0	0	-0.75	0	0	0.5	0	0	0
"taxa4"	0	0	0	0.5	0	0	-0.75	0	0	-0.75
"taxa5"	0	0	0	0	0	0	1	0	0	0.5
"taxa6"	0	0	0	0	0	0	0	0	0	1
"taxa7"	0	0	0	0	0	0	0	0	0	0
"taxa8"	0	0	0	0	0	0	0	0	0	0
"taxa9"	0	0	0	0	0	0	0	0	0	0
"taxa10"	0	0	0	0	0	0	0	0	0	0
"taxa11"	0	0	0	0	0	0	0	0	0	0
"taxa12"	0	0	0	0	0	0	0	0	0	0
"taxa13"	0	0	0	0	0	0	0	0	0	0
"taxa14"	0	0	0	0	0	0	0	0	0	0
"taxa15"	0	0	0	0	0	0	0	0	0	0
"taxa16"	0	0	0	0	0	0	0	0	0	0
"taxa17"	0	0	0	0	0	0	0	0	0	0
"taxa18"	0	0	0	0	0	0	0	0	0	0
"taxa19"	0	0	0	0	0	0	0	0	0	0
"taxa20"	0	0	0	0	0	0	0	0	0	0
