"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	5	11	0	0	44	7	0	3	0	65	0	2	0	0	1	25	40	5	0	0	43	1	8	0	79	0	2	9	12	14	6	10	35	53	0	1	0	24	17	8	1	1	0	1	18	0	63	0	80	15	35	15	22	7	10	8	2	13	28	0	40	1	0	5	66	7	58	2	0	0	60	11	46	3	14	0	2	0	13	0
"2"	0	32	0	38	0	16	0	15	0	27	0	29	0	1	35	56	112	0	0	0	99	0	23	0	74	0	0	32	33	0	0	40	103	97	1	81	5	20	12	1	0	6	0	2	4	0	96	0	80	63	69	0	16	0	16	1	0	47	62	0	33	0	8	7	4	94	36	0	4	3	38	0	46	5	4	1	0	1	10	0
"3"	16	1	0	256	1	4	47	11	0	13	1	51	0	26	57	60	88	0	0	0	139	0	14	1	127	45	0	20	40	15	0	46	39	62	6	39	30	11	9	16	0	0	5	8	6	0	55	0	4	17	64	1	17	2	31	1	2	39	24	0	1	6	0	1	18	82	5	0	0	0	24	2	37	73	0	5	0	0	6	0
"4"	1	105	0	0	18	0	2	71	0	2	0	371	0	1	7	10	26	0	0	0	16	4	4	0	30	2	0	29	22	6	0	34	39	64	5	19	5	100	1	6	2	0	0	1	4	0	30	0	4	4	50	3	76	0	1	4	14	24	17	9	71	2	0	5	72	41	6	4	0	0	89	0	9	0	0	0	0	0	26	0
"5"	0	16	0	4	0	95	0	1	0	85	14	128	0	12	30	54	23	0	2	0	24	0	32	1	120	5	0	20	24	8	0	46	17	92	0	72	16	6	7	25	0	0	2	10	37	0	91	0	59	1	53	0	28	5	35	2	11	40	6	0	61	0	0	13	6	20	14	0	0	0	30	0	23	4	0	0	0	0	19	1
"6"	0	31	0	0	0	10	0	0	0	37	0	340	0	1	17	52	24	3	0	0	21	0	3	0	55	0	0	4	3	0	1	16	49	77	0	2	43	5	21	15	0	43	0	1	23	0	22	0	0	0	55	1	6	13	5	3	0	20	13	0	43	1	0	3	1	4	2	0	6	0	6	0	6	0	7	0	0	4	4	0
"7"	0	3	0	64	0	31	0	0	7	60	3	67	0	0	18	45	63	0	0	0	127	0	4	0	122	0	1	4	25	10	1	61	30	71	2	2	13	73	10	38	17	1	41	1	16	0	103	5	12	0	26	0	26	10	3	11	0	29	38	3	16	5	2	43	50	42	53	2	11	7	42	0	50	0	3	0	0	1	26	1
"8"	49	61	0	0	6	38	0	0	1	24	0	386	1	5	33	66	29	2	0	1	80	0	0	0	77	8	9	5	34	0	0	68	120	111	1	4	1	46	1	5	1	25	0	8	12	0	116	0	46	2	12	3	12	0	19	0	0	42	15	0	40	11	0	18	60	21	14	7	17	0	16	0	43	0	0	4	0	0	52	0
"9"	0	12	0	1	26	1	0	0	40	164	11	40	0	0	24	45	92	0	0	0	117	0	36	1	81	13	0	6	50	1	0	36	61	142	2	2	90	74	2	28	0	10	1	22	1	0	23	2	40	0	36	2	29	0	4	1	5	22	17	0	10	0	14	16	18	28	1	0	0	0	22	0	49	1	37	0	0	0	10	0
"10"	1	12	0	101	7	2	0	0	68	335	6	38	0	2	9	82	84	0	0	0	50	0	12	0	70	3	0	26	14	0	0	10	18	116	16	7	5	30	6	10	0	0	7	0	26	0	36	6	15	7	19	0	24	0	25	8	2	0	6	0	43	10	0	25	14	34	6	0	2	0	93	0	0	0	1	0	0	0	57	0
