"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	51	23	23	211	19	14	69	4	36	39	21	18	30	22	0	2	7	0	21	0	28	0	0	0	37	15	4	15	69	0	3	167	89	8	40	1	62	47	40	15
"2"	171	26	8	10	415	0	7	0	21	46	18	70	35	42	0	0	0	9	2	0	79	8	1	0	110	36	21	66	51	13	0	117	94	51	100	0	60	14	22	9
"3"	39	21	5	35	138	0	107	0	47	55	31	9	41	56	0	2	29	1	0	0	35	8	2	0	93	36	4	44	52	4	8	133	114	35	64	3	49	8	17	6
"4"	18	174	2	49	17	1	1	0	21	61	0	30	28	8	0	0	1	0	2	0	139	28	0	3	90	43	28	77	58	2	0	85	28	2	63	0	33	19	10	25
"5"	153	2	1	286	35	0	14	2	2	49	14	120	47	25	1	0	40	25	0	0	126	7	9	0	154	23	20	53	63	0	0	287	162	56	23	42	65	12	22	34
"6"	24	8	2	138	62	0	49	0	93	76	1	12	50	23	0	0	0	4	1	0	90	17	17	0	44	6	1	11	100	0	8	125	96	0	8	0	51	8	6	3
"7"	114	40	28	183	12	3	67	2	19	105	13	89	25	63	0	0	2	8	26	0	87	18	0	8	126	41	22	94	183	0	0	105	70	5	9	45	88	8	59	36
"8"	106	77	4	55	5	1	9	0	35	134	8	18	75	12	0	0	14	2	3	0	118	0	1	0	77	126	4	94	127	1	14	157	45	22	41	0	43	70	28	18
"9"	58	8	1	28	95	0	27	0	31	147	0	39	63	26	15	0	36	0	7	0	107	10	1	0	138	48	9	73	116	4	0	150	103	0	42	29	64	31	66	8
"10"	156	13	9	53	165	0	323	0	81	42	46	2	26	3	0	0	1	0	7	0	78	3	7	10	61	12	9	38	123	5	0	57	60	5	39	7	6	21	11	3
"11"	113	0	5	10	113	25	3	30	37	46	3	19	57	99	0	4	15	0	9	0	115	11	36	0	27	77	0	36	83	0	1	146	96	5	8	4	41	10	10	7
"12"	296	29	9	27	111	0	58	21	45	13	1	29	26	36	1	6	39	6	0	0	111	39	3	7	79	46	10	42	68	2	11	191	48	16	26	10	27	40	77	0
"13"	93	25	2	217	49	0	88	0	41	70	45	7	13	21	3	0	11	3	47	0	45	28	0	5	68	22	5	9	143	0	0	163	115	0	10	0	19	30	3	6
"14"	50	36	0	140	26	41	6	0	94	91	19	9	26	43	0	0	33	5	0	0	86	24	1	3	60	46	4	40	86	1	0	107	193	0	45	3	59	8	110	2
"15"	115	7	4	59	83	2	21	2	61	60	2	29	147	31	0	0	2	2	52	10	93	2	0	0	240	95	54	17	124	0	0	94	141	0	12	7	108	5	68	12
"16"	45	21	13	104	140	14	12	0	35	45	15	11	61	92	0	0	6	0	6	0	44	26	4	1	82	46	4	51	100	0	0	50	47	0	47	3	43	8	113	7
