"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	171	27	0	17	0	0	3	33	0	33	29	0	90	16	14	6	1	0	12	0	45	0	76	101	0	17	114	12	48	1	4	0	45	71	0	44	16	6	0	53	79	1	22	7	57	0	19	1	4	2	1	0	106	26	1	26	0	82	30	23	11	30	0	0	0	15	26	30	0	2	0	0	56	150	1	56	0	0	2	0
"2"	26	2	2	0	0	1	21	56	6	16	17	0	52	40	13	12	0	0	1	6	13	0	31	16	0	9	33	0	53	0	13	3	3	34	0	16	0	1	0	49	55	12	3	13	24	0	7	38	0	6	16	1	62	1	3	24	0	21	4	18	0	22	1	2	3	2	17	19	4	0	1	0	3	46	5	14	42	15	1	0
"3"	30	0	0	45	0	26	46	32	3	2	0	62	20	13	8	4	6	0	1	0	0	0	5	13	0	43	14	0	34	9	0	4	0	92	14	27	9	11	0	34	47	1	2	6	95	0	8	0	5	4	15	15	20	7	6	32	3	9	22	7	40	3	3	8	0	3	12	39	0	0	0	0	9	35	0	39	3	8	39	1
"4"	35	0	11	0	0	0	26	670	0	0	47	9	7	2	2	0	1	0	7	0	0	0	3	30	0	2	10	0	19	0	18	0	0	64	4	18	0	1	0	22	13	15	33	3	47	0	2	0	0	12	14	0	59	0	2	43	0	0	0	7	7	44	0	2	0	15	0	12	0	0	0	0	1	97	0	3	0	0	1	0
"5"	211	0	10	31	0	7	0	44	4	5	64	0	0	97	3	5	8	0	23	7	22	0	25	15	0	0	96	0	78	0	4	1	2	31	0	24	0	71	0	76	91	5	5	1	31	3	15	0	9	10	22	1	22	14	2	20	17	26	1	26	12	35	9	0	0	2	16	23	10	0	0	0	13	158	6	93	0	1	33	0
"6"	58	1	0	1	0	0	0	139	0	0	262	0	13	8	4	0	6	0	18	1	1	0	7	9	23	3	50	0	19	0	1	0	0	45	0	10	2	0	0	31	29	13	5	12	10	5	3	1	9	0	2	1	69	1	1	11	11	2	47	0	4	3	11	14	4	0	0	58	0	0	0	2	0	39	1	53	3	46	36	0
"7"	34	0	0	10	18	0	1	173	10	3	44	0	0	2	51	14	0	0	13	0	8	0	12	21	12	1	65	0	49	0	2	7	1	63	0	66	0	14	0	73	96	2	26	0	49	14	0	0	3	2	1	0	76	2	6	35	2	14	115	63	0	23	2	0	3	6	8	46	0	1	13	0	5	22	1	29	33	9	4	1
"8"	79	0	0	2	0	28	43	13	0	13	59	0	17	32	14	4	0	0	3	0	5	0	32	41	0	0	121	1	27	0	4	6	16	76	1	83	0	10	0	16	59	3	16	11	78	0	9	1	1	10	33	16	90	16	1	21	2	32	10	39	50	19	0	1	0	0	26	28	0	0	0	3	1	138	12	24	0	1	43	0
"9"	108	0	0	137	0	12	127	117	12	6	6	2	2	24	1	10	1	0	1	3	0	0	15	47	0	2	7	2	23	1	1	2	0	71	0	47	0	21	0	18	95	8	0	6	40	1	2	59	0	3	20	0	70	1	12	5	3	13	8	2	9	6	1	11	1	1	28	7	9	29	0	0	32	17	22	21	19	2	5	0
"10"	8	0	0	41	0	70	63	0	0	24	2	4	17	11	17	0	0	1	80	10	7	0	32	18	0	29	140	25	58	0	4	6	8	131	0	9	1	3	0	20	68	7	1	1	48	3	1	0	2	10	2	0	56	24	27	28	0	13	14	25	21	32	8	0	0	8	36	47	5	0	4	0	0	127	12	27	0	0	13	0
"11"	80	0	0	108	0	10	0	80	0	0	394	0	0	12	7	1	0	2	25	1	5	0	18	24	0	12	72	0	46	0	11	29	1	91	2	52	2	1	0	44	100	6	32	2	85	8	0	3	0	0	0	0	74	4	0	17	0	30	13	15	38	13	3	0	14	6	3	49	0	0	9	0	1	106	1	57	54	5	27	0
