"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	14	1	35	0	0	4	0	0	5	0	0	213	0	0	19	2	53	0	0	0	18	2	29	2	10	1	5	0	0	0	14	0	2	0	0	1	8	0	60	0	0	0	1	46	23	0	5	0	11	0	35	39	6	1	0	0	32	0	0	0	0	14	9	1	0	0	0	0	7	7	6	11	0	0	0	1	48	0	8	0	0	0	0	7	48	2	26	4	3	1	1	0	0	16	0	2	1	0	6	3	8	5	2	11	0	29	0	0	6	48	0	0	0	12	2	0	6	1	9	0
"2"	13	37	90	16	2	4	4	2	0	0	0	56	0	0	1	0	98	0	1	0	14	5	31	0	10	0	32	0	0	22	27	0	10	48	0	0	6	0	25	0	20	0	24	0	15	0	1	11	80	0	28	36	11	0	0	0	31	0	0	8	0	29	3	2	0	0	3	0	6	20	10	78	4	0	0	10	50	2	17	3	2	0	9	1	10	30	74	2	0	6	0	0	0	4	0	2	6	0	0	1	18	13	0	4	0	51	0	7	0	45	0	0	0	11	0	0	8	0	14	0
"3"	62	0	4	6	0	4	16	13	1	0	0	197	1	0	12	7	5	0	8	2	30	3	1	4	0	0	19	0	0	14	37	0	8	33	0	0	15	0	134	0	1	0	9	2	39	0	2	2	59	4	29	51	54	3	0	0	6	0	0	0	19	53	0	0	0	0	0	0	12	9	2	58	1	0	0	0	53	0	30	0	0	8	1	6	6	1	18	25	0	1	0	0	2	3	1	10	17	13	0	0	9	9	0	0	0	24	0	1	0	13	0	0	0	5	0	2	0	4	2	2
"4"	6	0	5	17	4	0	2	0	3	1	0	19	27	0	42	0	3	0	0	0	69	0	14	6	3	14	13	27	5	3	16	0	13	17	0	3	22	0	50	0	23	0	1	33	63	0	0	4	95	4	43	42	9	15	0	0	14	0	0	4	0	39	27	0	0	3	0	0	3	12	40	19	18	0	0	4	23	3	41	2	22	0	20	33	13	11	19	12	21	1	0	0	0	10	0	8	2	1	2	17	26	16	0	44	0	87	1	0	0	19	1	0	0	145	0	4	0	0	0	1
"5"	3	0	91	0	0	56	2	0	0	5	0	529	0	1	1	0	8	0	0	6	17	0	6	0	5	0	34	0	0	0	41	0	1	5	0	0	2	0	3	0	6	0	7	9	6	0	2	0	25	0	7	43	2	0	0	1	20	1	0	0	0	7	28	0	0	1	0	0	0	7	16	0	0	0	0	0	11	4	0	0	1	0	1	1	12	2	18	3	0	0	0	0	0	12	0	1	16	0	0	0	13	11	0	15	0	4	7	0	0	11	0	0	0	13	0	0	0	0	0	3
"6"	6	0	63	24	4	0	1	0	13	0	0	1068	0	0	0	0	4	0	0	1	43	0	6	0	3	0	16	8	0	11	6	0	5	2	0	8	35	0	42	0	5	0	15	0	0	0	12	1	7	0	40	44	36	0	0	1	22	0	0	0	36	16	2	0	0	0	0	0	0	12	0	34	4	0	0	0	23	1	13	2	0	0	0	0	37	6	74	0	0	0	0	0	2	27	1	15	1	0	0	5	8	0	0	0	0	15	0	0	0	8	0	0	0	21	0	0	10	0	6	0
"7"	13	0	11	19	0	13	25	5	0	0	0	244	0	1	11	0	1	0	1	4	1	1	52	15	9	0	12	0	0	12	38	0	0	1	0	0	29	0	24	0	2	0	63	0	38	1	18	74	46	0	74	64	3	0	0	0	77	0	8	0	0	71	2	0	0	15	0	0	4	1	36	12	16	1	0	15	55	13	38	0	0	0	0	0	78	29	126	19	0	11	8	0	0	40	0	0	1	21	17	0	62	29	0	0	2	37	3	1	8	7	8	11	0	25	0	0	8	4	0	10
"8"	10	3	0	48	0	0	50	0	0	0	7	31	23	5	85	2	2	0	0	24	9	0	3	0	11	0	43	0	0	12	19	0	4	1	0	0	11	0	33	0	30	5	0	3	32	0	0	0	52	0	21	11	33	0	0	0	1	0	0	0	0	30	1	3	9	0	2	0	17	6	4	20	5	0	0	2	71	1	9	0	0	0	0	0	36	27	27	6	13	0	1	4	0	34	0	3	0	3	29	35	27	85	0	30	0	23	0	0	0	79	1	0	0	5	0	0	0	1	0	3
"9"	24	0	29	16	16	6	0	4	0	0	0	10	26	50	0	0	48	0	13	1	15	11	18	11	2	2	78	4	0	3	53	32	19	104	0	2	27	0	85	0	34	9	11	28	38	0	1	12	22	0	6	52	34	0	0	0	42	3	0	0	0	47	25	0	1	0	0	0	24	27	8	7	5	0	0	0	58	5	53	0	4	0	0	1	34	29	65	0	2	5	1	0	0	12	0	4	0	4	3	0	23	0	3	12	2	63	0	0	0	22	0	35	1	7	2	1	1	4	0	0
"10"	0	0	24	110	6	1	135	0	0	0	0	0	2	16	0	0	49	0	31	0	5	12	14	31	3	0	40	0	0	10	2	0	0	29	0	5	8	0	15	0	5	2	28	39	26	0	12	0	22	0	23	28	36	0	21	7	5	0	1	0	3	56	10	1	0	0	0	0	39	8	76	52	19	0	0	0	65	0	1	0	5	0	0	7	54	1	32	3	3	4	0	1	0	0	0	1	6	0	1	0	39	24	0	8	0	35	0	0	0	28	13	10	0	1	0	7	0	0	9	5
