"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	21	183	6	4	88	3	2	2	0	19	0	19	2	37	0	64	124	0	40	24	26	15	0	8	5	46	4	35	35	65	0	0	12	1	0	0	8	0	7	0	2	2	1	26	22	0	27	0	1	15	11	0	0	0	32	0	86	3	2	18	52	0	0	34	0	12	11	0	1	0	17	25	8	51	14	7	51	14	0	28	0	16	3	21	24	0	9	11	0	9	1	54	0	0	0	0	0	5	1	10	12	53	0	0	87	58	5	0	5	0	33	0	0	0	25	0	17	1	0	0
"2"	23	269	108	42	14	1	1	0	0	0	250	12	19	56	0	0	57	0	8	23	12	0	0	3	0	33	18	22	1	69	0	0	33	0	0	35	22	0	0	27	5	0	0	51	26	0	32	0	4	36	2	0	0	0	2	0	38	5	14	0	42	0	0	1	6	9	27	8	0	0	46	1	0	23	5	0	8	1	0	42	0	1	0	0	10	0	0	4	0	0	5	63	6	0	0	0	0	0	0	0	2	0	0	0	20	31	0	2	0	1	0	0	0	0	0	1	0	45	1	1
"3"	28	18	52	0	33	59	2	0	0	18	1	4	0	0	0	4	16	2	39	37	31	20	0	9	0	48	31	31	0	23	5	0	22	1	0	24	22	0	13	7	5	10	2	44	20	2	58	2	6	20	27	0	0	0	8	0	1	39	4	0	61	1	3	14	34	18	6	1	0	1	22	1	32	0	2	0	30	13	14	103	0	0	0	0	8	1	17	34	0	23	1	50	0	6	0	0	14	15	20	0	0	0	0	0	79	30	0	60	7	3	5	0	0	0	45	0	41	1	0	0
"4"	12	29	0	0	698	5	0	0	0	0	0	9	0	0	4	112	23	0	2	5	4	4	2	0	0	3	5	1	0	10	0	0	10	0	0	11	0	0	0	3	5	0	0	0	0	0	0	0	0	0	8	0	0	6	2	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	4	0	13	0	0	5	0	0	0	0	1	0	0	1	7	2	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	2	0	0	0	18	0	0	1	0	0
"5"	4	4	46	2	6	52	34	0	0	37	50	0	0	0	16	13	84	0	25	17	9	5	0	10	8	14	22	46	2	20	6	0	25	7	0	8	24	0	0	25	13	7	0	64	36	0	40	4	45	20	32	1	0	0	142	0	4	3	0	15	34	0	0	13	2	13	7	13	9	0	56	0	0	6	4	0	13	19	0	53	0	0	0	0	10	0	23	36	0	0	0	14	0	0	0	0	0	18	2	1	13	0	0	0	81	61	0	21	1	0	7	0	0	1	29	1	5	7	4	0
"6"	0	34	391	5	0	44	7	0	0	18	1	14	0	0	0	2	34	18	11	11	13	0	0	8	0	25	55	22	18	24	0	1	45	8	0	1	10	0	1	12	11	0	0	17	11	0	63	0	26	2	5	0	2	0	67	0	11	19	0	0	54	1	0	3	2	5	2	0	0	0	36	2	0	5	29	0	52	10	0	19	0	0	0	0	10	2	0	7	0	4	0	61	3	8	0	2	0	16	0	6	5	0	0	0	112	51	0	0	1	0	0	0	0	0	2	0	0	11	0	0
"7"	0	1	270	19	4	1	2	0	1	72	0	0	23	0	0	6	8	0	13	3	8	5	0	0	0	14	6	8	0	52	0	0	27	0	0	0	0	0	0	0	25	0	9	19	55	0	10	0	0	12	25	0	0	0	17	0	0	1	0	0	19	0	0	11	0	5	0	0	0	0	21	1	0	1	5	0	27	14	0	17	0	4	0	0	3	8	0	3	0	0	0	20	5	3	0	0	0	9	2	33	9	0	0	0	57	25	2	9	0	0	0	0	0	0	13	0	6	4	0	0
"8"	16	48	27	7	241	0	3	0	0	18	0	0	0	33	0	64	70	1	17	6	26	11	0	31	0	45	3	25	0	27	0	0	73	31	2	2	21	0	0	6	10	0	0	3	141	9	151	0	0	1	19	0	9	0	18	30	0	12	0	39	47	1	0	48	33	22	11	8	0	0	29	19	0	4	30	0	11	8	1	12	0	6	0	0	10	10	0	19	0	0	18	47	0	0	0	0	2	22	0	0	0	0	0	3	132	70	0	4	0	3	8	0	0	0	16	0	0	1	0	0
"9"	45	71	0	0	0	10	8	0	0	0	528	0	6	0	1	19	13	0	11	21	0	9	0	4	0	15	1	19	1	1	0	0	0	5	0	0	0	0	29	4	0	0	0	0	11	0	12	0	1	7	15	0	0	0	69	0	0	0	0	1	10	5	0	2	0	6	0	0	0	0	7	0	1	0	0	0	9	0	0	13	0	1	0	0	2	0	2	0	0	0	1	4	0	0	0	0	2	2	1	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	7	0	3	0	0	0
"10"	1	0	536	11	0	71	0	0	0	63	0	0	14	0	0	21	3	38	10	15	4	4	0	12	0	17	17	33	3	11	5	3	28	0	1	0	1	0	0	3	3	0	9	11	40	0	1	7	8	0	10	0	0	4	48	0	0	4	7	0	14	0	0	3	1	20	21	7	0	2	10	1	0	8	9	0	16	3	0	5	0	2	0	0	1	0	0	2	0	1	0	62	1	2	0	0	0	12	1	6	7	15	0	0	23	23	0	9	0	0	0	0	0	0	9	0	3	0	0	0
