"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	0	0	19	608	191	2	0	6	0	77	0	0	43	16	0	0	27	27	0	12	11	26	8	5	0	0	0	66	23	14	3	4	0	4	0	125	0	10	27	0	0	12	33	0	0	0	1	23	73	29	43	16	10	23	43	7	1	12	0	2	0	1	21	0	0	0	15	5	0	9	53	0	0	0	1	98	42	0	0
"2"	0	0	0	101	26	85	2	35	51	0	1	11	0	63	3	0	0	33	0	2	6	5	2	7	0	3	15	0	22	12	12	17	2	28	4	0	61	0	2	66	26	0	19	0	0	2	0	0	29	11	5	0	17	25	19	6	0	12	18	21	0	5	0	9	2	0	0	46	0	0	32	40	1	0	0	0	7	15	0	5
"3"	0	0	0	34	515	52	0	0	6	0	0	0	7	77	0	0	0	16	4	0	1	1	3	3	2	0	0	0	28	7	10	2	11	19	1	0	44	0	2	27	0	0	7	5	0	21	0	0	35	8	19	2	7	10	21	8	19	9	4	0	1	1	1	2	0	0	0	28	0	9	6	39	0	0	9	3	20	0	4	0
"4"	0	0	2	296	90	0	42	4	5	0	54	9	0	80	0	0	0	30	11	0	13	17	48	12	5	19	1	0	53	110	30	17	16	5	1	0	62	0	33	94	0	0	45	22	0	0	1	0	9	26	29	45	15	22	25	9	73	95	0	22	0	0	0	25	0	0	0	36	0	0	18	68	0	15	0	14	137	17	0	2
"5"	0	0	0	174	73	3	14	181	9	1	0	0	0	51	0	1	0	66	43	0	3	7	41	12	21	1	0	34	12	35	15	3	16	43	19	26	84	2	18	71	3	6	9	15	0	0	15	0	8	28	36	48	8	6	64	30	90	42	0	0	2	0	0	14	0	0	0	46	0	13	12	88	13	0	0	1	145	7	0	0
"6"	0	0	2	14	240	141	0	0	1	2	0	0	1	64	4	0	0	55	13	0	20	14	13	68	36	0	3	1	16	53	45	1	11	0	0	0	114	0	0	41	0	1	3	3	0	0	0	2	16	7	23	6	0	7	5	26	3	6	16	1	0	74	0	26	49	0	0	36	0	0	6	39	1	1	0	0	49	17	2	22
"7"	0	0	0	3	1049	155	2	0	10	0	0	0	0	1	0	0	0	0	27	0	0	0	2	1	0	0	5	0	2	1	2	0	0	0	0	32	0	0	13	13	0	0	14	0	0	0	0	0	13	17	0	0	0	0	10	29	0	0	0	0	0	12	0	1	0	0	0	3	0	0	2	2	0	0	0	0	12	0	0	0
"8"	0	6	0	6	675	512	0	0	47	0	9	3	0	65	0	0	0	1	5	0	0	34	11	0	0	0	1	0	18	1	2	0	1	1	0	0	22	0	4	31	0	0	0	0	0	0	0	0	60	7	16	2	3	7	31	2	57	0	1	0	0	4	0	41	20	0	0	9	0	0	4	59	0	0	0	0	41	0	0	18
"9"	0	0	10	0	464	251	0	0	1	0	5	2	4	19	7	1	21	6	2	0	3	40	35	43	0	3	6	0	55	10	28	43	16	0	33	0	102	0	13	68	0	0	4	9	0	1	0	0	142	84	4	5	11	39	55	17	35	17	31	0	0	0	0	30	0	0	0	77	0	1	31	36	0	0	1	2	35	5	0	1
"10"	3	0	1	63	4	2	9	121	7	7	0	0	0	67	1	0	0	17	1	0	7	17	19	8	1	16	0	0	51	9	6	9	0	6	1	5	58	0	33	47	7	19	7	4	0	3	2	1	24	9	10	9	3	58	15	27	9	6	3	1	17	4	32	47	0	0	3	54	0	17	48	68	0	0	0	0	50	8	0	5
