"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	10	12	0	40	4	501	0	88	11	66	0	147	21	7	2	26	6	38	33	1	0	0	69	0	0	0	9	98	5	0	52	1	0	12	9	42	0	1	36	13
"2"	17	7	10	9	191	17	11	13	41	13	0	95	36	0	1	64	6	110	24	1	0	7	49	25	8	9	4	21	4	0	71	11	0	52	6	28	5	2	20	27
"3"	19	155	91	0	166	18	1	44	39	39	0	158	19	18	27	88	0	146	86	6	0	0	68	16	0	0	27	22	1	4	40	24	19	9	4	60	8	3	62	3
"4"	3	93	6	3	441	0	0	6	41	60	0	135	21	40	12	27	0	121	28	0	1	0	77	0	4	6	4	47	12	0	34	8	0	31	11	68	0	12	137	1
"5"	16	268	83	0	74	0	0	25	0	80	0	84	7	5	11	35	0	84	1	0	7	0	43	11	0	0	3	14	20	2	49	18	8	49	17	33	0	9	125	3
"6"	0	47	0	25	601	0	0	11	2	37	31	155	23	5	0	31	0	78	12	0	0	0	23	1	0	1	2	57	2	10	70	17	5	28	7	39	0	10	81	0
"7"	6	18	3	34	161	17	0	17	7	42	0	42	41	19	41	44	9	113	11	0	1	0	49	13	1	0	4	13	0	0	89	23	17	17	52	58	8	33	31	8
"8"	2	17	1	26	115	2	0	18	15	52	0	121	33	13	15	58	0	112	22	1	0	7	76	9	7	2	3	9	30	0	92	22	0	1	10	109	17	11	58	5
"9"	5	21	0	5	444	31	0	71	4	95	0	111	24	2	5	33	0	115	11	0	3	0	76	3	14	0	11	51	7	14	123	63	6	15	13	34	2	0	46	0
"10"	35	79	4	4	275	35	29	29	39	40	0	95	10	0	31	20	5	181	15	17	21	2	47	49	14	3	11	43	1	0	88	1	5	42	19	140	0	11	54	0
"11"	1	15	0	55	140	1	4	22	94	20	1	90	61	8	10	54	1	133	12	3	12	9	112	33	1	7	4	19	6	7	60	24	1	64	18	55	41	5	88	0
"12"	37	87	2	37	141	45	0	10	32	95	0	102	20	30	8	54	0	161	28	0	0	0	128	7	13	8	2	55	38	30	99	24	0	53	5	166	7	27	91	9
"13"	26	147	4	6	353	0	19	32	37	124	30	56	8	12	20	57	0	61	26	5	2	1	87	30	28	0	5	27	4	10	104	71	2	23	13	172	2	19	59	2
"14"	0	41	0	10	1036	0	8	9	8	10	0	48	2	7	0	23	0	54	66	1	0	0	6	0	11	2	11	4	4	11	18	54	0	54	1	32	0	8	52	0
"15"	28	138	19	2	127	3	0	80	53	115	3	166	44	11	2	56	1	151	64	6	0	11	58	5	2	26	15	57	10	21	130	44	1	73	0	272	2	6	114	9
"16"	14	224	26	12	184	0	0	6	63	51	6	102	30	27	23	32	0	157	9	13	0	2	64	39	0	1	2	14	8	0	101	27	2	25	19	163	20	1	88	6
"17"	6	61	40	0	494	0	0	13	39	7	0	85	3	9	18	39	0	77	15	0	2	0	16	0	1	7	0	3	2	1	31	12	0	24	4	26	0	7	23	1
"18"	46	190	80	0	58	36	1	34	113	89	0	151	33	7	56	45	9	178	69	0	1	32	184	9	4	11	52	24	1	18	160	41	0	13	24	151	0	20	33	4
"19"	51	69	12	0	292	0	11	1	138	35	0	63	18	4	3	48	0	43	5	0	0	0	54	31	68	0	14	9	0	0	68	24	6	22	18	26	1	0	121	35
"20"	17	99	0	40	9	10	14	37	18	62	0	92	60	13	13	27	44	124	10	1	0	0	53	36	0	1	83	68	36	7	113	88	18	59	97	142	0	63	66	6
