"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	68	10	0	86	47	2	53	84	0	0	0	86	0	106	21	0	108	151	0	11	41	0	9	16	16	46	120	8	3	3	1	7	4	51	9	14	21	3	1	38
"2"	11	180	0	123	234	2	16	32	1	1	0	30	0	14	0	0	65	91	0	0	62	1	25	0	0	37	112	49	11	1	1	0	18	47	12	5	34	0	16	7
"3"	2	187	0	73	56	0	7	38	0	4	0	75	0	124	1	0	69	82	0	3	120	0	0	7	5	49	125	38	1	24	0	0	8	31	37	10	34	2	10	38
"4"	154	11	3	161	1	6	90	44	0	4	0	32	17	110	31	2	95	95	29	7	68	0	0	21	5	72	134	57	5	10	0	0	32	112	7	1	20	29	1	42
"5"	36	25	0	48	288	41	16	282	0	2	0	85	10	55	53	0	144	35	19	5	102	0	0	10	0	79	159	66	0	23	0	0	4	108	10	1	63	13	6	108
"6"	13	82	11	26	21	18	105	18	23	6	1	69	0	117	44	13	50	146	2	9	77	0	0	59	6	33	151	63	3	16	0	0	83	147	8	0	48	0	7	30
"7"	18	164	0	20	132	23	26	194	3	2	0	36	0	46	0	1	62	75	2	1	66	0	0	6	12	15	62	49	1	6	0	0	1	75	22	20	23	37	10	22
"8"	66	33	0	149	19	0	58	22	0	0	5	40	1	79	1	2	19	91	0	13	30	0	1	18	0	31	93	26	10	13	0	4	3	98	12	0	58	5	1	60
"9"	64	219	0	35	147	4	1	173	0	0	0	84	0	82	35	0	34	131	0	32	49	0	0	16	2	86	142	178	7	19	0	1	30	41	55	1	128	31	27	97
"10"	12	57	0	81	166	1	6	86	0	0	0	66	0	97	3	1	42	84	0	0	47	0	0	0	0	46	141	8	2	21	0	1	30	67	26	6	27	0	55	66
