"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	2	7	156	12	0	107	1	18	0	88	3	3	38	2	19	2	2	34	0	0	74	93	0	103	114	4	0	10	8	15	42	22	49	13	4	7	2	40	10	32	1	3	3	0	45	4	31	0	21	14	2	1	0	14	0	18	0	8	12	50	0	0	0	91	2	0	0	0	11	39	13	0	0	2	1	15	0	8	0
"2"	0	46	1	703	0	0	81	0	1	1	135	2	41	0	0	5	6	0	35	0	1	27	8	0	29	56	29	0	0	1	4	32	0	39	6	31	5	0	2	27	0	0	0	1	0	78	0	37	0	19	0	34	0	24	34	0	9	0	0	0	8	0	0	0	60	0	0	15	0	45	0	0	0	0	1	0	26	4	0	9
"3"	1	17	10	4	348	14	0	5	7	0	70	3	91	0	2	10	0	3	36	0	4	9	22	0	39	100	21	1	5	3	5	80	36	86	7	36	14	1	44	39	34	0	4	0	41	115	3	50	0	3	35	0	0	0	13	0	18	53	0	31	6	0	0	30	63	0	0	1	16	0	1	4	0	0	14	0	54	2	4	0
"4"	14	82	21	6	41	0	15	0	3	0	192	0	0	4	14	1	0	0	5	15	0	7	9	7	65	142	35	0	0	16	72	50	9	73	17	15	59	7	25	5	135	0	0	0	23	40	20	15	20	41	55	1	0	14	4	0	3	1	2	6	41	0	0	9	154	15	0	2	0	0	32	0	4	18	15	0	55	0	0	3
"5"	18	110	68	89	31	0	50	42	0	0	182	75	20	0	0	13	0	0	51	0	2	29	30	9	131	94	35	0	0	4	5	25	48	78	2	27	55	12	8	4	29	0	10	0	0	39	0	35	3	77	20	3	3	30	0	0	12	11	10	0	2	1	0	13	120	7	2	0	8	2	12	8	0	0	1	1	39	0	0	0
"6"	61	99	8	17	3	0	51	0	0	0	157	21	1	1	5	29	1	0	75	27	2	48	3	0	88	125	3	0	3	2	3	30	121	113	6	15	21	12	6	7	27	0	0	17	7	51	1	27	0	5	30	0	5	1	85	0	19	2	19	27	0	1	0	34	146	0	23	1	2	7	20	0	0	0	28	0	30	2	0	8
"7"	0	8	3	27	26	2	0	13	1	0	229	42	0	6	0	2	0	3	15	0	3	47	4	0	25	80	15	1	2	0	0	81	2	21	16	35	14	1	19	44	17	2	20	0	0	14	4	14	0	1	8	5	3	1	4	0	49	41	19	0	21	0	0	0	58	2	0	1	0	6	28	0	0	0	11	0	49	9	0	0
"8"	10	32	0	40	21	0	52	73	0	0	147	42	1	9	0	15	0	0	83	12	0	71	23	0	20	153	26	0	7	11	61	48	46	66	4	5	72	52	5	21	44	0	0	2	13	47	7	7	0	6	3	0	0	7	9	0	21	1	14	16	28	0	0	5	165	1	0	0	4	9	6	0	0	10	48	0	41	0	0	2
"9"	31	1	89	33	6	2	7	19	0	0	80	4	16	10	3	29	0	0	13	0	0	14	3	0	31	103	25	0	4	5	1	23	44	42	17	10	25	5	5	7	33	1	2	4	3	93	0	10	0	11	11	7	6	17	1	0	0	2	0	2	2	17	0	4	52	0	0	10	2	12	74	0	0	2	2	0	46	3	0	0
"10"	39	6	24	164	1	0	18	49	0	1	256	15	19	17	0	31	0	0	45	0	1	6	56	0	70	264	4	0	0	15	3	31	1	121	17	30	0	1	1	4	34	0	0	2	0	32	10	11	0	46	9	17	0	6	20	5	8	72	7	1	12	0	2	6	170	41	8	10	2	0	58	0	0	1	1	5	42	0	6	10
