"covariate1"	"covariate2"	"covariate3"	"covariate4"	"covariate5"	"covariate6"	"covariate7"	"covariate8"	"covariate9"	"covariate10"
"1"	0.0319135653270555	-1.47518416134436	-0.236773480930262	-1.75765502662782	0.31369858041493	-1.86601497494499	-0.568696754593145	-0.293364903435275	0.509398239461344	0.455117571973222
"2"	0.786284783011227	1.75349771295792	-0.0834374645886948	0.649864983180253	-0.172432974909169	1.41924025558959	-0.948275628011367	-0.152071333234921	-0.198974506552343	-1.45000362627082
"3"	0.376660575236522	-1.36142163921221	-0.749113923721689	-1.27791540248187	0.282522802661953	-1.02929568612175	0.233333292509031	-0.942826284195489	-0.191110543528913	1.05194827054621
"4"	-0.673533068483467	-0.38854370683943	1.5269690744135	0.780064632635252	0.1157150438143	-0.6490797450611	-1.20098688755078	-1.7984911399227	0.265601516664674	-0.284432388349892
"5"	1.73717612062091	0.680889082996894	1.36447067155308	1.4865189536319	2.21042362872225	1.82657512771936	-0.357784481219918	0.277481136782854	-0.894580790736578	-0.320758366269395
"6"	-2.56216455703729	-0.769908820361809	0.22680595194127	0.232742484569022	-0.191743187299454	0.176431426389667	-0.572866965649681	-0.246539862274315	-0.58283562809643	-1.12626338180853
"7"	0.359819795721881	-0.419375985584827	0.839172215122345	0.0978382749083198	0.200877494950208	-0.487821792800794	1.14604353171041	0.10192214920749	-1.00024503858163	-0.674618721908412
"8"	-2.15866306303732	-1.17101561884045	-0.534802190089459	-0.776269589801821	-0.829830191812567	1.19190465311466	-0.200042189957437	2.25438569172304	2.18216524793812	1.17355749876193
"9"	-0.000451796101468042	-0.64194278663966	-1.48683848054449	0.101011209751174	-0.272336687189038	-0.0262680680995686	0.596358884287382	-0.982688544873959	-0.549377739471803	2.10350787375603
"10"	1.04723122327963	-0.0771652825010252	1.71037206942653	0.475745963249192	-0.439379625568744	-1.404160346201	0.453031475312642	0.346294632894854	-1.22231904332097	-0.331587964804394
"11"	-1.23653947305785	-0.0111638367579667	-0.690634137192615	1.06388581720194	0.999602222885929	0.0357671400527444	1.11367784240396	0.662116480094288	1.06977165116367	-0.20513446866287
"12"	0.694476197262091	1.21020121806878	0.646806720896952	-1.16645513176789	-1.5777104446367	1.52416496229859	0.79744707996132	1.54927310750714	1.08374474435248	0.558721990029489
"13"	-1.03884577141792	1.18332189076442	0.117737130141779	1.53054712541212	-0.828943858907774	1.40361181578709	0.328687472371724	0.820373432782846	-0.648364726327126	-0.891842438263211
"14"	-0.876361323231262	0.164162970114487	-0.84758514048702	-0.0636170223577909	-0.711195245385372	-0.145012198334512	-0.17533361739149	-0.408839855666499	-0.53371737392798	-0.348419814317448
"15"	0.979675782454834	0.756987079823564	-0.283279558532881	-0.508250632924402	-0.986897038971568	-0.379358184580546	-2.42041321943866	-0.689828541416106	-2.07023850601654	-0.450834041243984
"16"	0.684922136848524	-0.390304598619755	-0.296251993531923	1.78706206693917	-0.0475050181862023	0.601001090818298	0.616765048710123	-0.894975592392185	-1.05197070806844	-0.155879121570809
"17"	0.455520527092741	0.401395874167013	0.85126427907362	-0.909127163191415	-1.54486147355188	-1.95924498246048	-1.06691133090943	0.108156463047319	1.97232290630704	0.186487903024192
"18"	0.570708622328542	-0.117380331761882	-1.05665758438584	-0.427789003009814	-1.20810748751055	-1.48736095367941	0.510541385347095	0.679547232718345	0.147147638549476	0.330382013926419
"19"	0.136344604284188	0.455519319471193	-1.23980126325372	-0.822268717548212	0.981292344271747	0.17129420422392	-1.42656042629594	-1.29048975785206	-1.46350834021901	-2.18288141226718
"20"	0.191420434687374	-1.24117517540445	-1.5320519389115	-2.50817346631647	-0.572896866852281	-1.40797456680953	-0.613181020257371	-0.0951337934790613	-0.168281865852691	1.40026870650022
"21"	2.38026224342497	1.9206661765209	1.51106068024651	1.76051746796159	0.305650028667202	0.350006867037985	1.40246415658385	1.1552321282093	-0.729299307915985	-0.11073145495711
"22"	1.14893364229012	-0.663927060121309	-1.80637311804489	-1.80377497099363	-0.210680754232201	0.541452679479652	1.6504567931272	0.329025468972892	0.858314006733925	-0.0801713477339329
"23"	-0.198139150671334	0.692535463286974	-0.168034214736656	-0.463868103739724	-0.42726190030806	-0.562029467124035	0.317103824080119	0.417986121571505	0.0293026389645514	0.837152595928544
"24"	1.51405734437043	-0.293150461915942	-0.797719943667264	-0.163730010341006	0.396251001424464	-0.0814852508679928	1.96554726047175	0.373463606212336	0.26684098324666	1.58525743887296
