"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	16	0	0	8	11	0	0	14	25	14	1	7	0	13	28	49	49	58	59	5	0	55	18	76	82	3	1	0	26	0	94	44	34	0	56	34	34	1	1	0	41	3	0	0	59	38	8	0	20	5	0	10	80	46	4	18	0	6	14	52	10	0	0	2	6	11	4	1	0	33	0	18	19	14	0	39	37	0	27
"2"	380	0	42	12	0	83	0	0	0	6	0	3	16	7	0	45	18	116	15	20	0	3	36	52	29	52	4	34	2	1	0	27	4	0	37	104	70	4	0	3	0	54	20	0	16	51	16	1	0	9	0	10	1	8	3	0	0	4	1	5	24	16	0	0	0	13	18	0	15	0	51	0	0	53	39	13	18	41	0	29
"3"	71	0	0	32	0	15	0	17	23	7	0	0	7	0	2	34	21	23	5	6	0	0	15	16	20	86	0	0	0	68	3	10	67	0	0	16	9	0	0	0	0	93	5	1	2	55	7	22	0	3	0	2	0	11	14	0	0	0	1	26	0	1	1	4	0	5	0	4	0	0	41	0	0	83	13	0	22	33	12	27
"4"	172	0	10	39	0	55	0	28	105	7	40	3	0	0	25	26	75	22	18	56	0	0	41	22	82	181	0	5	0	43	0	51	30	12	22	27	45	15	0	1	0	29	1	0	46	16	15	59	0	7	0	2	5	136	15	0	3	1	0	8	2	31	1	0	0	15	26	1	12	0	95	0	5	44	45	0	10	73	1	27
"5"	71	0	0	0	0	79	4	0	16	0	5	0	3	25	0	10	41	158	6	54	2	20	94	17	53	46	0	0	1	39	0	38	35	15	0	67	66	14	3	20	0	34	47	0	0	108	47	12	0	97	0	0	0	95	7	0	2	1	2	36	31	2	0	0	16	3	5	0	4	9	97	0	0	45	50	0	47	45	12	22
"6"	54	1	0	19	0	0	5	7	16	0	0	0	8	0	0	15	33	53	12	28	0	1	109	16	33	33	0	3	0	25	1	18	36	20	1	65	66	35	0	8	0	67	3	0	13	64	29	16	1	14	0	12	0	51	32	0	0	0	0	17	15	6	0	0	0	56	36	0	6	49	34	0	8	20	35	0	13	34	0	8
"7"	19	5	14	0	0	0	7	1	13	0	0	11	7	0	0	12	23	22	9	16	0	1	37	9	53	60	0	5	0	1	4	36	6	0	0	11	78	3	0	0	0	19	0	90	20	42	16	23	26	6	4	5	0	133	23	0	0	0	0	17	0	40	0	0	0	33	11	20	38	0	67	0	0	29	1	1	59	37	2	38
"8"	38	0	26	0	14	152	1	0	162	180	0	0	5	0	9	85	22	28	17	18	0	1	44	0	53	68	0	0	0	27	0	8	11	0	10	19	16	2	0	0	0	22	7	0	14	23	45	1	0	21	1	24	0	53	66	0	5	0	0	2	9	1	0	0	0	8	24	0	8	0	58	0	0	30	2	3	14	11	11	0
"9"	254	0	120	0	0	0	0	0	64	9	6	0	1	17	0	33	60	46	18	87	8	0	32	7	153	45	0	22	0	23	7	41	42	0	4	44	52	39	0	0	0	69	0	0	2	17	15	13	1	68	13	19	0	19	8	0	3	0	0	19	12	5	1	0	26	0	0	0	1	0	85	0	0	34	1	0	29	29	12	5
"10"	87	0	13	4	0	451	0	0	21	5	39	0	31	0	0	11	158	24	36	25	0	1	68	1	131	29	0	7	4	4	0	37	18	0	6	78	41	15	23	38	0	32	4	0	23	28	6	8	0	60	0	7	0	29	24	0	0	0	1	15	10	0	0	0	0	8	17	0	1	0	62	2	2	21	36	0	12	65	0	2
"11"	3	0	0	0	0	116	0	0	249	37	0	0	0	7	7	18	28	18	4	48	0	0	101	7	35	45	0	0	0	7	0	56	3	0	41	21	27	0	0	0	0	7	0	0	0	32	0	32	0	28	0	6	0	76	7	0	0	0	0	46	0	0	0	0	0	13	1	1	20	0	56	0	0	18	2	1	7	21	11	19
"12"	14	1	3	0	0	4	0	0	5	0	2	16	5	0	0	49	78	10	16	61	1	0	40	39	53	112	0	0	0	24	0	40	25	0	66	113	71	10	0	0	3	52	15	6	15	80	34	6	5	14	0	14	0	130	42	0	17	2	2	45	2	15	0	2	0	66	24	16	33	0	44	0	0	87	25	0	54	67	19	3
"13"	41	0	1	11	8	116	2	0	13	24	0	0	6	2	11	47	19	1	33	45	0	0	32	6	56	30	21	7	0	32	0	24	17	0	0	22	48	1	0	7	0	9	0	0	0	83	46	1	0	17	0	0	0	63	2	3	3	0	0	14	7	12	0	0	1	4	8	0	1	0	24	0	1	45	4	0	14	24	6	1
"14"	11	4	20	0	0	2	0	0	124	34	2	0	20	0	1	9	16	43	13	131	0	0	82	52	33	157	0	30	8	17	2	92	6	1	0	150	28	16	0	2	0	20	17	0	4	48	21	89	0	62	0	2	6	129	51	1	2	13	0	3	0	1	0	0	0	11	25	0	8	4	180	2	0	91	19	0	27	25	0	5
"15"	12	0	0	0	0	1	0	0	0	0	0	58	59	6	0	49	56	51	11	38	0	0	60	7	77	147	0	0	2	37	5	54	1	2	2	31	107	0	1	1	0	61	22	0	18	63	58	24	10	24	0	4	0	30	14	0	0	1	0	76	8	0	0	0	0	3	83	49	5	0	41	0	0	49	4	0	23	60	0	5
"16"	56	0	1	0	0	72	0	0	747	186	0	0	11	0	0	16	21	4	21	43	2	0	33	7	10	95	0	4	0	16	0	11	67	1	2	30	53	0	0	0	0	84	0	8	10	17	3	2	3	36	0	0	0	52	0	0	4	3	0	1	2	0	0	0	0	2	1	12	7	0	17	0	0	18	5	0	0	13	26	0
"17"	11	9	0	0	2	19	0	3	430	33	0	0	0	16	4	93	44	21	6	51	0	8	18	1	47	123	0	1	0	32	0	62	49	0	2	77	47	5	0	15	0	61	10	3	4	63	75	2	6	19	0	0	1	41	29	0	3	0	13	17	5	43	0	0	0	15	20	9	3	0	70	0	0	31	7	6	11	39	11	21
"18"	56	0	7	21	0	258	3	0	16	27	0	0	1	0	2	5	13	35	48	8	0	0	42	21	16	32	0	2	0	43	0	16	19	4	3	19	43	26	0	0	0	40	0	0	9	21	20	1	0	13	0	0	0	9	0	2	0	0	0	3	7	5	2	0	0	10	0	0	12	0	99	2	0	9	3	0	19	33	1	15
"19"	7	3	0	2	0	0	0	1	41	13	0	35	5	0	0	5	70	16	45	32	0	9	57	6	44	102	0	20	16	4	0	66	21	0	23	108	110	2	0	0	0	17	3	0	8	106	19	5	0	7	0	1	3	29	73	0	0	0	9	23	12	38	0	0	0	6	0	17	8	0	34	0	0	21	34	0	5	32	5	0
"20"	13	0	0	0	5	47	0	7	176	1	0	0	1	1	2	54	21	38	18	31	0	0	73	8	43	31	0	7	5	15	0	10	12	4	14	48	24	3	0	1	0	35	0	0	2	32	21	0	0	19	0	0	1	8	22	0	32	0	0	18	33	0	0	0	1	0	3	0	0	0	28	0	4	19	0	2	14	68	9	0
