"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	52	3	209	27	24	8	115	26	74	40	6	0	58	1	1	79	73	35	67	0	3	2	31	0	18	36	23	20	3	2	0	4	60	37	43	23	39	27	34	71
"2"	55	3	61	5	61	0	883	20	187	2	0	0	2	0	13	36	12	39	7	0	0	1	0	0	7	0	51	3	1	5	4	19	97	16	62	25	5	2	20	109
"3"	9	35	45	753	2	15	81	7	97	1	0	3	4	0	12	14	1	8	49	0	7	3	6	0	6	0	44	11	3	1	0	9	19	27	33	16	8	5	5	18
"4"	12	27	211	48	33	41	53	29	66	23	1	2	12	0	27	60	2	19	92	2	0	2	0	0	1	2	84	23	7	14	4	26	58	77	72	23	3	36	49	55
"5"	2	3	534	5	3	2	332	6	176	29	0	2	1	0	0	30	11	11	34	0	0	0	5	7	1	3	61	14	20	1	0	23	126	3	45	0	0	4	25	36
"6"	56	0	59	11	660	1	1	0	12	0	40	0	1	0	9	12	0	46	11	0	0	0	0	0	9	0	6	0	5	1	0	16	85	5	39	3	0	2	13	7
"7"	47	7	102	179	812	0	0	0	12	1	17	0	0	0	11	24	0	3	42	0	0	0	0	65	6	0	14	11	7	2	0	6	77	0	20	2	0	27	0	40
"8"	32	0	390	111	381	102	1	0	19	27	0	0	6	0	2	89	1	46	22	0	0	0	0	1	1	0	79	27	14	3	3	4	93	11	58	6	14	39	14	20
"9"	35	1	52	240	9	149	128	32	177	36	4	0	63	4	10	94	21	23	13	0	0	0	2	1	1	0	46	28	7	0	8	9	168	8	80	2	0	4	45	65
"10"	31	4	322	496	63	169	4	0	36	19	1	0	34	0	7	55	7	59	11	0	1	6	0	1	16	0	12	30	2	3	0	19	76	3	169	28	0	17	45	41
"11"	115	1	235	173	340	6	25	32	70	57	2	4	12	0	3	210	0	58	38	0	0	0	0	6	42	8	33	19	0	17	0	83	108	6	144	23	15	18	31	17
"12"	219	1	85	8	113	191	242	13	55	6	13	0	4	13	0	174	27	98	32	0	0	0	0	0	4	0	43	33	16	23	0	9	201	5	121	11	1	15	25	137
"13"	45	3	125	19	54	110	203	2	35	29	16	0	34	16	9	142	10	37	63	1	0	1	4	1	26	1	39	42	5	6	20	15	128	9	97	9	0	46	61	24
"14"	111	0	522	0	171	44	154	4	82	13	3	1	7	1	1	111	10	5	38	0	0	48	1	3	0	0	76	31	0	39	0	35	98	10	46	11	15	35	12	26
"15"	31	22	12	254	0	126	166	0	41	19	3	0	12	1	5	35	6	25	15	23	0	0	11	2	2	0	9	14	3	5	1	4	54	9	30	1	0	7	41	109
"16"	0	25	9	415	102	325	1	0	7	3	2	1	5	0	1	79	0	15	10	0	5	0	0	0	2	0	22	5	1	0	0	16	57	26	60	6	12	27	22	20
"17"	84	0	46	53	401	142	2	0	17	9	0	3	22	0	1	125	1	5	27	0	0	0	1	5	6	3	69	10	1	0	0	36	89	18	39	8	9	1	24	20
"18"	7	0	92	44	17	31	121	1	109	2	2	0	2	0	3	78	33	9	33	0	0	1	0	0	3	45	87	44	9	0	4	9	101	18	39	1	10	70	21	133
"19"	11	29	59	39	45	93	184	100	170	8	8	0	11	0	28	149	124	65	23	0	0	0	5	15	30	31	113	35	0	5	6	22	148	39	150	10	2	31	84	55
"20"	33	0	165	2	25	3	504	0	82	1	0	0	1	0	0	78	5	11	10	0	0	0	0	8	14	0	3	4	1	0	0	13	38	0	12	2	0	19	19	19
"21"	11	14	290	244	95	123	46	2	69	26	42	2	3	0	7	67	25	27	15	0	1	0	1	1	16	5	13	15	16	23	25	21	95	8	49	1	0	8	43	16
"22"	108	0	73	11	55	177	264	0	129	93	16	0	17	0	0	119	10	6	42	1	0	0	2	0	14	21	220	47	20	8	12	9	191	19	79	1	2	71	37	51
"23"	0	26	149	213	13	225	17	1	16	34	4	0	13	4	0	62	5	27	50	0	0	0	0	9	1	2	37	37	0	0	9	5	78	6	39	32	1	34	24	23
"24"	128	3	97	0	59	168	225	0	65	40	9	0	6	0	0	49	44	49	65	33	0	1	1	1	14	0	33	18	8	2	16	9	77	20	52	5	0	27	56	36
