"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"
"1"	0	0	9	1	32	0	9	81	0	13	3	0	0	8	45	2	34	283	0	0	0	11	0	6	1	0	13	15	4	27	6	0	0	0	13	0	0	0	0	7	26	0	0	2	6	0	0	0	1	0	4	0	0	0	22	0	0	0	0	0	20	0	9	4	9	9	0	0	0	1	0	0	0	0	1	0	0	3	10	66	41	0	17	0	14	44	0	0	0	23	37	1	17	9	39	0	0	14	5	6	3	8	3	0	36	0	0	6	1	0	6	0	0	8	21	0	0	0	0	0	0	3	5	25	8	3	0	22	3	0	0	0	0	0	1	0	6	0	12	0	0	7	30	0	0	0	2	83	22	5	0	0	0	76	1	0	0	0	2	7
"2"	0	0	6	16	0	0	2	1	5	10	49	0	9	41	0	11	0	14	3	0	0	13	1	12	0	2	13	43	32	141	0	0	0	0	12	0	0	2	0	51	63	3	0	22	6	0	0	1	19	0	3	15	0	0	11	0	4	0	2	15	22	0	42	23	32	0	0	0	1	20	0	5	0	1	0	11	0	0	62	46	62	1	47	18	99	2	0	0	0	22	56	3	18	86	32	0	0	22	0	50	4	13	16	0	3	2	2	14	1	0	34	1	0	30	5	7	0	0	0	4	0	10	9	2	5	17	0	94	4	0	16	0	0	0	5	0	2	0	16	8	1	17	2	0	0	6	54	35	0	7	0	0	0	11	0	0	6	4	1	14
"3"	0	0	4	55	0	0	0	1	11	0	310	0	0	6	0	15	1	2	0	0	0	38	0	13	1	29	1	5	3	9	27	0	0	0	9	0	0	5	0	62	5	0	50	19	0	0	19	0	5	0	1	1	0	0	27	0	2	0	5	2	17	4	18	92	56	0	0	0	0	11	0	9	0	0	0	0	0	0	60	44	133	0	1	2	13	0	0	0	1	5	27	3	0	28	10	0	0	35	0	41	0	16	8	0	17	3	18	24	3	0	15	0	0	16	10	3	8	16	0	0	0	8	2	1	51	7	0	66	1	0	0	0	2	2	0	1	2	5	22	0	0	35	0	0	0	11	6	11	0	28	0	0	1	7	7	0	0	0	0	0
"4"	0	1	2	1	4	0	6	43	56	6	23	0	12	29	8	0	6	132	0	0	0	32	0	3	12	0	9	9	0	9	0	0	0	0	18	0	0	0	0	16	1	2	0	12	0	0	1	3	37	0	1	0	0	0	42	1	0	0	3	1	1	0	33	17	53	0	0	0	8	23	1	0	0	0	0	0	0	0	56	1	9	0	20	2	2	11	0	0	3	13	80	12	9	29	28	0	0	61	0	36	0	8	3	0	5	47	4	5	1	0	2	0	0	25	93	0	0	0	0	0	0	36	15	21	12	36	0	51	4	0	0	0	0	17	1	0	2	0	2	8	0	19	10	18	0	0	14	29	0	37	0	0	0	7	2	0	0	3	1	4
"5"	0	0	0	1	27	0	14	15	5	16	28	0	0	8	0	2	0	168	10	0	0	1	0	0	0	0	0	12	0	20	0	0	0	0	26	0	0	6	0	14	14	3	1	6	0	0	3	0	0	0	6	14	0	0	4	17	0	0	21	3	54	4	10	29	13	0	0	0	0	8	0	6	2	0	0	0	0	0	21	10	8	0	8	0	2	5	0	0	0	5	46	0	11	16	30	0	0	23	0	15	0	0	12	0	1	8	0	2	0	0	12	0	0	1	8	24	0	1	0	0	0	1	20	0	0	1	0	6	16	0	1	0	0	0	2	0	0	7	0	0	0	12	11	0	0	0	18	27	0	9	0	0	0	17	4	0	0	0	7	13
"6"	0	2	47	0	11	0	22	6	9	0	114	0	36	0	2	3	0	3	2	0	0	0	0	0	1	5	1	23	0	13	0	11	0	0	23	0	4	2	0	75	0	0	0	15	5	3	8	0	0	0	9	4	0	0	23	12	2	0	3	0	10	0	11	56	12	0	0	12	0	13	0	1	0	0	0	0	0	0	57	73	9	0	1	1	60	25	0	0	9	29	75	4	4	43	50	0	0	5	0	33	7	5	8	0	36	61	4	0	1	0	18	0	0	4	0	0	0	0	0	0	0	0	46	1	1	2	0	14	65	0	0	0	0	0	3	0	22	0	24	0	2	59	25	0	2	0	2	8	0	118	0	0	0	51	7	0	0	1	6	4
"7"	0	4	0	9	12	0	0	0	44	0	30	0	36	96	4	0	0	10	25	0	0	1	0	25	0	0	0	3	0	73	0	0	0	0	64	0	0	0	0	1	8	0	17	4	2	0	0	1	1	0	24	0	0	0	21	0	0	0	0	3	5	0	13	5	24	14	0	15	0	0	2	2	0	7	0	12	0	0	20	15	17	0	21	0	14	21	0	0	0	9	9	21	11	1	16	0	0	15	0	32	29	15	28	0	20	32	11	9	2	0	2	0	0	0	0	6	0	9	0	0	0	0	28	10	3	1	0	5	27	0	4	0	0	4	5	0	0	0	29	1	0	28	0	0	0	4	25	26	0	24	0	0	0	0	3	0	0	0	0	4
"8"	0	0	7	0	0	0	6	34	0	0	69	0	0	0	6	11	52	93	1	0	0	0	5	1	1	5	11	1	101	30	2	0	0	0	10	1	13	0	0	10	7	4	8	37	0	9	9	0	33	0	14	0	0	0	5	62	0	0	19	3	11	0	6	39	21	0	0	12	2	40	0	0	0	0	0	16	1	0	32	16	5	0	3	0	0	5	0	0	0	18	27	0	11	13	164	0	1	18	0	62	0	11	42	0	3	5	3	21	4	3	9	0	3	20	0	4	16	0	0	0	0	4	5	0	3	0	0	81	27	0	0	0	0	0	0	2	0	0	0	8	17	64	5	0	0	0	3	11	0	63	0	0	0	6	0	0	0	1	15	1
"9"	2	0	7	26	0	4	0	0	0	0	0	22	31	0	0	2	7	0	0	0	0	4	1	2	0	3	1	1	8	11	0	0	0	0	15	0	14	12	2	0	8	24	0	11	4	0	1	0	2	0	7	1	0	0	26	0	0	0	1	7	11	0	4	10	5	0	24	0	1	11	0	2	3	0	0	4	0	0	15	15	32	0	3	0	30	8	1	1	0	7	15	25	14	25	36	0	0	3	0	27	0	10	16	0	1	17	3	3	16	0	20	0	0	5	4	0	0	0	0	0	0	29	23	3	15	8	0	6	8	0	13	0	0	0	4	0	6	1	13	0	17	24	11	0	1	0	40	53	0	39	0	0	0	0	6	0	0	0	0	4
"10"	0	0	0	0	0	0	0	0	8	0	1248	0	5	0	0	0	0	0	7	0	0	0	0	0	7	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	26	0	0	26	4	0	0	0	6	7	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	17	12	1	2	0	0	0	4	0	8	0	0	1	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	4
