"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	0	19	0	101	0	23	0	330	1	2	0	0	0	0	177	130	0	0	0	2	0	1	17	0	0	0	0	2	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	3	0	24	13	0	0	0	0	0	1	0	1	0	9	0	0	1	9	0	0	0	0	9	0	0	0	0	6	1	18	21	0	0	0	4	0	32	2	0	2	0	0	1	12	0	0	1	13	0	0	0	0	30	0	10	0	0	0	0	11	0	0	4	2	0	27	39	0	1	0	0	0	0	18	10	0	0
"2"	0	0	0	12	9	0	1	527	11	78	0	9	0	32	1	3	1	0	0	2	0	0	0	0	11	0	14	0	5	1	0	1	4	1	0	0	0	29	0	0	0	0	1	0	28	6	3	17	5	18	1	3	0	0	9	0	15	22	0	84	15	1	0	5	0	2	0	0	29	0	24	1	0	59	9	0	0	7	0	24	18	0	21	0	0	0	33	0	0	8	58	0	0	0	0	30	0	18	0	3	0	0	13	0	1	6	10	0	30	37	0	0	0	0	11	1	6	70	0	0
"3"	0	0	0	2	0	0	0	0	7	21	3	6	0	67	0	0	0	0	0	3	0	24	0	1	8	0	0	0	19	12	0	7	20	1	9	32	0	55	2	0	0	0	7	0	18	39	18	24	6	9	0	7	1	12	3	0	13	1	0	29	40	0	0	0	0	0	9	7	12	0	102	58	0	47	1	0	0	2	0	77	47	0	20	12	0	0	50	3	0	31	81	1	1	0	0	13	7	63	2	0	0	29	34	0	74	90	8	0	70	11	0	0	3	0	0	19	42	65	0	29
"4"	0	0	0	0	7	0	12	2	0	1	0	36	0	393	0	0	0	18	0	2	1	6	0	0	1	0	28	0	0	3	0	2	9	0	5	13	0	13	1	0	0	0	0	0	53	8	0	1	0	1	0	5	2	0	13	0	42	7	0	25	5	0	0	1	0	6	0	2	1	0	23	2	0	32	0	0	42	0	10	70	1	0	7	18	0	0	37	0	0	0	20	5	0	0	0	9	6	32	0	3	0	20	12	0	26	2	5	0	7	8	0	0	0	0	0	1	0	6	0	0
"5"	42	6	0	1	1	0	0	581	37	240	0	0	0	2	95	25	0	0	0	0	0	19	0	0	3	0	13	0	8	0	0	7	22	0	0	47	0	9	0	6	0	1	0	0	5	18	0	9	0	17	0	0	35	8	9	0	25	0	0	8	3	7	0	1	0	1	0	0	5	0	17	52	0	24	2	0	0	1	0	37	1	1	11	0	0	18	20	0	33	0	45	0	0	0	5	82	1	65	0	2	0	17	8	0	88	4	4	0	53	24	0	1	1	0	0	0	23	10	0	0
"6"	0	31	0	18	35	0	0	105	4	0	0	100	1	24	27	13	8	0	4	19	13	2	0	0	8	0	41	0	26	6	0	2	60	1	0	3	0	59	0	10	0	0	19	0	5	3	6	20	0	23	0	7	2	1	26	10	37	3	4	36	14	3	6	2	4	0	0	0	6	0	103	11	0	95	2	0	4	0	0	48	21	0	17	45	0	0	23	1	6	3	34	0	0	0	0	22	0	35	34	0	14	16	17	0	0	3	6	0	44	33	0	0	0	0	8	0	6	26	0	1
"7"	5	0	0	17	1	1	0	54	0	130	13	1	2	0	0	6	0	0	0	12	0	51	0	0	2	0	12	0	9	21	0	0	4	0	0	42	0	26	0	2	1	0	0	0	46	26	29	11	0	69	1	0	2	0	37	9	12	17	2	18	82	1	17	0	5	1	0	0	11	0	34	12	0	85	0	4	0	7	0	117	66	11	77	21	0	0	22	5	0	10	42	0	0	0	1	12	2	149	0	1	0	2	13	2	14	20	31	9	69	21	0	0	1	0	0	0	8	9	1	2
"8"	0	5	0	118	0	0	0	55	40	20	10	0	30	66	0	0	4	1	2	46	0	6	0	0	2	0	33	0	27	0	0	1	14	3	1	14	0	34	0	0	1	0	9	0	7	28	3	7	1	0	0	1	0	0	0	0	26	11	0	11	44	4	0	9	0	0	0	0	32	0	96	61	0	35	9	0	1	17	3	84	38	12	14	5	0	2	97	0	9	36	165	0	0	0	0	50	10	128	0	1	0	2	30	0	3	67	4	0	62	22	0	1	0	2	0	17	20	24	0	0
"9"	5	0	0	31	0	0	3	0	1	3	17	19	0	71	1	1	0	10	0	0	0	1	0	0	14	0	6	0	0	1	0	3	3	4	0	10	1	50	2	0	0	0	0	1	2	11	4	3	25	4	2	2	3	1	9	0	23	2	11	15	45	0	3	8	0	5	0	0	5	1	8	23	0	23	0	0	1	11	0	73	8	0	8	0	2	0	36	0	0	9	21	2	0	2	9	31	10	112	2	24	0	0	18	0	11	28	0	0	78	9	0	0	0	0	73	0	3	16	0	0
"10"	0	1	14	65	0	6	0	438	21	4	21	11	0	0	102	36	0	0	0	8	4	0	0	0	0	0	18	1	16	4	0	9	20	0	0	0	0	57	0	20	0	0	9	0	8	20	3	19	1	37	0	7	19	0	0	0	24	6	0	20	2	14	0	24	0	0	4	0	17	0	14	6	0	34	0	0	4	0	0	20	9	0	23	0	0	5	24	0	0	24	48	0	0	0	5	9	22	15	0	1	5	1	51	0	4	2	0	0	30	3	0	0	0	0	5	0	3	30	0	0
