"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	24	200	0	0	14	0	102	118	3	7	0	0	0	0	19	0	0	4	202	0	1	173	49	0	0	31	0	168	45	34	199	14	0	2	2	11	0	172	25	2
"2"	10	40	0	5	0	97	65	72	0	9	0	0	11	3	16	0	0	19	169	0	6	42	37	12	1	55	5	80	36	48	95	3	0	5	0	25	0	100	0	2
"3"	0	184	0	1	0	34	57	53	0	38	0	1	45	0	52	0	0	61	207	0	0	226	74	1	20	74	0	95	64	34	95	16	3	13	0	61	0	257	0	0
"4"	0	32	12	14	0	127	684	18	1	39	14	0	11	3	49	0	0	92	155	0	0	59	25	0	30	22	1	94	41	92	79	0	0	9	0	48	1	210	0	7
"5"	7	55	0	0	3	11	103	29	2	11	0	1	7	8	1	0	4	30	184	0	0	141	15	9	1	13	1	67	40	32	43	1	0	20	0	42	0	215	0	20
"6"	0	121	0	10	0	23	123	228	0	56	0	0	34	0	40	0	0	30	137	6	3	135	26	1	8	78	0	229	30	48	109	21	0	22	0	4	3	187	2	2
"7"	6	233	0	38	0	0	200	85	4	39	12	0	0	0	9	0	0	11	89	0	0	188	33	0	0	37	0	222	48	38	31	4	0	3	0	32	0	114	0	0
"8"	12	46	0	4	0	100	41	144	0	40	0	0	0	0	14	0	1	9	60	0	0	49	22	0	0	61	0	68	44	44	124	7	0	23	0	50	10	71	3	1
"9"	0	193	15	5	17	59	66	43	5	3	4	2	0	2	18	3	1	26	102	0	0	110	56	0	0	11	0	142	16	111	81	21	12	5	0	11	2	132	1	1
"10"	17	10	0	2	65	247	10	429	0	10	0	1	2	0	1	7	0	41	100	7	1	85	26	22	0	38	0	91	38	89	65	16	5	25	0	13	14	204	0	44
"11"	24	117	0	0	222	139	1	118	0	19	0	0	28	0	18	0	0	35	196	0	0	151	57	18	28	19	2	145	104	56	111	0	2	2	9	58	0	228	0	0
"12"	0	402	0	9	0	0	95	38	0	15	0	0	3	0	31	1	0	18	108	0	1	57	15	0	0	36	0	70	70	22	117	25	0	1	0	8	3	66	0	0
"13"	101	92	0	0	44	0	70	120	70	131	0	1	2	0	65	0	17	46	112	0	42	135	109	0	1	35	0	209	17	125	75	9	0	15	6	13	0	327	0	0
"14"	6	31	0	0	2	400	22	36	3	8	0	0	0	0	40	0	0	10	42	0	0	105	43	5	0	37	0	111	48	20	46	8	20	5	0	12	0	84	3	1
"15"	1	31	0	0	0	1094	0	284	0	33	7	0	3	0	53	0	0	2	67	0	0	40	8	0	0	3	0	31	0	45	65	3	0	1	0	1	0	60	0	0
