"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	45	22	73	0	25	252	0	132	24	11	99	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	11	0	14	0	38	3	0	6	0	7	0	0	0	0	3	4	28	1	3	2	0	0	7	1	0	0	40	10	32	5	52	15	1	0	1	4	61	41	0	0	68	0	0	76	0	15	3	8	21	0	14	9	0	0	0	0	0	0	0	0	19	26	2	15	1	0	3	15	0	12	0	3	0	0	1	3	0	24	1	0	67	25	0	4	0	0	6	45	23	8	39
"2"	61	100	0	0	100	20	0	26	104	45	0	0	0	10	25	0	3	19	0	4	11	3	0	0	0	0	0	17	1	0	0	19	0	49	0	40	17	35	7	0	4	0	26	5	1	0	3	6	35	0	15	8	6	0	28	27	0	31	2	29	2	0	3	3	1	34	82	0	0	0	0	0	65	31	29	0	1	12	0	32	28	0	0	20	0	0	0	0	19	0	19	1	0	0	1	2	3	2	52	1	0	18	4	14	18	5	7	7	0	50	68	16	3	18	17	45	20	72	9	25
"3"	23	67	67	0	68	172	0	94	31	8	7	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	15	7	0	0	1	0	3	3	10	12	5	0	3	0	7	11	0	0	3	10	3	1	17	1	1	0	5	67	20	34	2	22	10	4	0	0	2	20	55	0	0	0	0	0	47	0	11	1	0	26	0	56	17	0	2	0	38	23	0	3	1	19	4	0	0	0	0	4	5	0	12	0	31	0	1	20	16	0	35	3	2	35	31	0	0	1	5	21	3	29	7	14
"4"	0	8	8	1	0	4	37	656	3	0	19	0	0	0	4	0	0	28	0	0	0	0	5	0	0	0	1	1	3	28	0	3	0	14	0	0	68	0	13	3	0	0	1	0	0	1	3	0	21	10	17	8	11	0	9	39	0	76	3	8	1	18	0	15	0	54	10	0	0	0	1	0	68	2	0	0	0	83	0	36	5	0	2	0	1	0	0	0	2	15	25	7	0	0	0	0	16	3	8	0	1	0	0	0	11	6	15	14	0	112	31	0	8	13	32	13	4	9	1	41
"5"	10	30	53	0	71	1	10	25	13	0	95	0	2	0	7	0	0	6	0	0	0	0	0	0	5	0	1	0	0	3	15	1	0	7	2	1	78	0	5	0	0	2	0	1	0	1	6	24	12	7	0	1	0	0	1	7	7	74	9	6	23	8	0	0	0	56	21	1	0	0	0	0	29	11	9	5	21	11	0	50	26	0	0	0	0	3	0	1	4	13	18	1	1	5	0	0	0	1	19	0	1	0	0	7	0	7	11	35	2	50	18	0	1	25	46	6	14	47	4	46
"6"	0	0	57	1	122	19	0	58	22	0	52	2	1	0	23	18	0	0	0	0	0	0	0	0	0	0	0	3	20	32	0	0	9	37	0	16	29	0	50	0	8	0	3	4	3	0	4	9	8	0	0	2	3	0	6	17	22	30	1	19	5	0	5	33	0	33	41	0	0	1	52	0	15	0	0	1	0	81	0	57	25	8	0	0	0	0	0	1	15	8	18	0	0	3	0	0	1	3	5	0	0	1	0	4	20	0	3	0	0	32	34	0	4	5	1	28	2	43	3	22
"7"	19	3	14	0	164	63	0	0	0	0	990	0	0	0	0	0	0	3	6	3	4	0	0	1	0	0	0	2	1	21	0	2	0	1	2	0	22	0	5	0	0	0	2	1	0	0	13	15	25	0	8	1	2	0	0	18	0	23	0	26	33	1	0	0	0	15	3	0	0	32	0	0	30	0	4	1	0	24	0	3	33	0	0	3	0	0	0	8	7	17	9	0	0	0	0	0	9	1	1	0	0	0	0	0	12	34	31	0	0	7	6	1	5	1	4	3	1	41	14	1
"8"	0	51	429	0	10	37	5	114	42	3	2	0	43	0	16	0	0	0	0	1	3	0	0	0	0	0	0	0	39	19	0	0	0	70	0	0	2	1	6	0	2	2	0	0	0	0	8	1	10	8	0	6	6	0	32	13	11	38	0	15	7	0	0	11	2	30	72	0	0	0	43	0	75	16	18	0	0	52	2	69	3	0	0	4	0	0	0	7	0	2	7	5	0	0	0	0	1	3	3	0	10	19	19	3	4	3	3	6	0	63	30	0	0	3	3	5	0	33	60	1
"9"	0	8	31	1	231	1	0	29	12	3	63	0	0	0	7	0	0	4	0	0	5	0	0	0	0	7	0	0	5	21	0	0	0	22	1	0	0	0	37	0	5	0	0	0	11	0	0	0	17	1	4	5	3	0	7	25	8	34	0	17	4	0	6	7	1	17	35	0	0	5	11	4	27	16	2	7	5	38	0	19	14	0	0	0	0	0	0	2	0	3	8	3	0	0	4	1	2	0	25	0	22	2	0	1	8	0	17	2	0	44	50	0	6	33	7	4	3	20	0	47
"10"	12	18	44	0	28	16	0	26	72	18	0	0	27	12	2	0	0	3	0	0	0	0	0	0	0	0	0	10	8	3	0	0	1	56	4	0	2	0	29	0	0	0	5	1	0	0	1	5	1	23	1	4	10	0	34	53	4	19	39	39	12	2	0	4	0	44	51	0	0	0	31	0	49	1	3	7	2	45	0	8	26	0	0	2	0	0	0	9	1	13	24	5	3	0	0	0	7	1	29	0	5	0	0	0	4	7	13	0	3	62	55	0	4	2	6	8	38	10	19	53
