"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	61	0	0	6	0	0	3	0	0	0	406	0	1	0	0	143	0	0	22	0	6	0	23	0	111	11	6	36	11	1	1	7	0	5	0	33	142	0	1	1	4	32	3	2	0	19	1	0	19	2	40	2	2	8	0	4	53	0	6	1	0	0	18	0	0	155	0	0	41	22	2	0	9	0	0	14	14	24	4	0	0	53	2	11	8	0	0	0	7	22	57	0	11	0	0	3	12	0	0	0	4	0	18	0	0	9	1	4	20	4	0	20	8	0	1	110	20	45	0	0
"2"	1	0	0	0	23	0	9	0	0	0	101	18	8	0	0	1	0	0	4	0	3	0	44	1	24	2	27	6	11	15	0	0	10	0	4	6	30	6	0	0	0	49	14	7	0	1	0	21	8	1	7	16	1	0	0	0	23	0	0	17	0	0	44	4	6	0	0	0	37	4	71	0	0	0	0	1	2	27	6	0	0	19	1	0	4	0	0	0	0	0	30	5	16	1	0	0	7	0	0	0	28	1	52	0	12	4	12	27	0	0	15	5	9	0	22	20	6	17	2	0
"3"	18	0	0	0	1	46	16	0	0	0	125	9	0	0	6	17	0	0	28	0	72	0	41	0	28	0	13	10	16	0	3	2	7	1	1	49	33	5	0	0	0	56	26	2	0	6	0	40	19	4	3	21	0	4	6	0	9	0	52	3	0	0	23	0	2	3	0	0	20	2	0	0	0	0	0	7	2	10	2	0	4	60	14	15	3	12	0	0	0	0	56	0	21	53	0	0	1	0	5	0	5	0	86	0	19	41	17	30	12	0	3	3	3	0	50	65	13	25	14	0
"4"	6	0	0	0	0	45	26	0	0	1	1	0	57	0	0	0	0	6	34	0	17	0	10	0	54	0	28	38	35	0	0	1	3	19	1	46	50	13	4	0	0	30	4	11	3	0	0	36	22	5	18	8	2	8	0	0	30	0	14	0	0	0	41	3	0	1	11	0	82	0	2	0	35	0	0	59	28	102	0	0	1	37	0	10	6	0	18	0	0	0	73	1	8	1	0	0	4	0	1	0	10	0	33	0	0	23	4	54	6	0	0	13	5	0	25	33	0	90	17	0
"5"	8	0	0	6	0	9	0	6	0	5	11	16	17	0	0	1	0	0	10	0	25	0	33	0	56	0	41	18	4	48	1	2	0	17	0	54	28	16	4	0	0	50	19	0	0	0	17	18	18	12	0	24	0	0	0	0	18	2	11	81	1	0	11	0	9	11	0	0	13	0	0	0	1	0	14	29	15	45	30	0	2	53	7	7	2	0	0	0	0	0	44	0	13	37	0	0	34	0	7	1	5	0	12	0	3	2	26	24	12	0	6	65	15	0	41	37	3	16	4	0
"6"	15	1	0	0	0	8	0	0	4	73	5	0	92	0	0	25	0	9	43	0	22	0	30	0	49	0	50	44	11	26	0	3	0	8	0	66	86	1	3	0	0	4	15	62	0	0	3	9	4	12	108	16	14	0	0	0	108	0	5	35	4	0	1	13	16	1	0	0	48	19	15	0	0	0	0	19	43	87	0	0	0	92	6	4	14	0	0	0	0	2	46	0	10	1	0	0	38	0	0	0	19	0	24	0	0	9	92	129	0	2	0	37	3	0	0	100	2	20	0	0
"7"	0	0	0	4	0	0	0	0	0	41	2	0	196	5	0	28	0	0	16	0	17	7	5	0	11	2	37	12	1	0	0	0	0	3	0	27	4	0	2	0	0	11	1	7	0	0	9	3	14	11	51	12	0	0	0	0	22	0	12	1	0	0	9	3	0	0	0	0	36	1	0	6	2	0	0	4	27	55	0	0	0	23	2	4	1	0	0	0	1	0	20	0	18	0	0	0	0	0	0	6	0	0	16	0	3	56	7	12	15	0	0	15	7	0	12	12	17	52	0	0
"8"	3	0	0	35	9	0	7	5	0	1	43	11	7	1	0	0	0	14	32	26	28	2	4	0	29	0	38	23	23	4	0	3	0	0	10	22	14	7	6	0	0	55	3	19	0	0	1	28	2	2	11	16	4	0	0	0	8	9	9	8	0	3	17	4	0	1	0	0	32	1	0	23	13	7	0	50	56	36	1	0	4	62	3	45	0	0	0	0	0	0	23	0	102	21	0	5	14	0	2	1	1	0	58	0	0	92	10	41	0	0	0	7	36	0	34	65	2	34	0	0
"9"	0	25	0	0	0	31	0	0	0	0	42	22	7	1	0	13	0	0	15	0	4	0	2	0	98	10	52	47	0	9	2	7	4	3	0	22	25	10	0	0	19	13	19	0	0	8	0	1	4	0	40	3	9	0	0	0	40	0	11	21	3	0	14	13	3	1	0	0	64	0	0	0	0	0	0	71	58	66	0	8	0	31	2	5	1	0	0	0	0	0	47	0	8	6	0	2	28	0	0	10	1	0	37	25	0	24	5	90	24	48	15	52	3	0	18	42	13	53	30	0
"10"	105	0	0	8	0	0	23	2	0	0	40	5	53	0	0	78	0	0	83	1	25	0	11	0	71	1	73	52	14	0	0	0	0	1	0	37	19	24	0	0	0	54	5	25	0	9	0	3	0	0	3	17	34	9	0	0	25	0	14	15	0	4	20	0	0	0	0	0	26	0	0	1	0	2	0	46	21	32	1	0	0	50	9	0	2	0	0	0	0	0	61	0	10	17	0	0	7	0	0	6	39	0	19	0	0	10	10	27	10	1	9	55	7	0	1	70	29	107	0	0
