"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	5	0	74	9	0	5	0	0	1091	0	0	0	17	0	0	0	4	0	0	0	0	18	19	0	39	0	0	0	0	0	5	13	0	0	0	0	6	14	0	0	0	0	21	16	0	0	1	7	0	0	0	17	14	0	48	0	0	0	4	3	7	37	0	0	11	24	4	0	71	0	0	0	0	0	22	18	22	0	0	28	0	0	0	0	18	0	0	39	1	0	11	0	0	0	2	0	1	0	0	0	0	41	0	0	0	0	0	11	2	5	0	0	1	0	0	0	6	0	0	15
"2"	99	0	24	29	0	14	0	0	0	8	0	0	10	0	3	1	3	0	0	15	0	19	0	4	22	0	0	0	0	0	19	10	0	32	0	0	9	49	0	8	0	2	11	39	5	0	11	6	0	0	0	17	44	3	21	0	1	0	1	5	13	0	0	0	21	0	33	4	63	1	11	0	0	0	10	11	81	0	5	23	0	0	6	4	16	0	1	8	3	71	32	0	0	0	2	0	7	27	0	0	15	23	0	0	25	0	0	7	3	63	52	10	0	2	0	5	0	3	13	7
"3"	62	16	9	1	24	0	5	1	8	0	0	8	0	0	7	0	0	0	0	0	13	34	1	0	45	3	1	1	0	1	20	25	6	5	0	0	2	5	0	0	2	1	2	39	2	0	8	37	7	0	0	17	35	0	21	0	6	0	18	0	18	18	1	0	16	3	32	0	24	0	0	0	0	0	19	40	72	0	4	120	0	0	8	1	11	0	0	20	12	27	105	0	0	6	0	0	34	20	1	3	6	34	10	2	0	0	0	9	49	44	37	1	9	0	0	2	0	5	21	53
"4"	121	12	19	19	0	14	6	0	12	0	0	2	87	0	0	0	10	0	9	22	0	64	0	4	29	0	2	3	0	8	1	17	0	0	7	0	3	11	1	0	0	2	0	52	7	1	11	2	28	0	0	26	15	1	1	0	0	1	58	2	39	0	1	0	10	1	30	0	27	9	2	0	0	0	52	54	46	0	0	49	0	0	11	8	43	0	0	6	5	53	52	0	6	2	0	0	48	13	0	49	4	53	1	0	3	0	0	44	19	125	24	0	2	0	1	0	0	0	22	14
"5"	25	51	30	0	53	14	10	0	0	10	0	2	1	14	4	0	20	0	0	0	4	56	0	14	10	0	8	0	1	0	20	12	2	15	9	0	10	14	0	0	0	1	3	9	0	0	0	1	6	0	2	12	31	4	1	0	0	0	61	0	12	2	0	0	5	1	4	1	58	12	0	3	0	0	22	35	5	2	0	25	0	0	0	9	15	0	0	1	1	10	40	0	2	16	1	0	11	54	0	4	15	15	16	1	0	0	0	12	8	31	21	0	28	0	0	17	0	0	49	45
"6"	53	137	40	1	8	104	0	0	4	25	3	0	179	0	3	0	23	0	16	0	0	47	0	1	35	0	0	4	0	0	1	0	0	30	0	0	0	17	0	9	11	7	20	85	0	0	35	34	0	0	0	0	26	1	0	0	0	0	47	1	33	13	0	0	10	0	17	0	44	0	8	0	0	13	109	36	2	0	0	35	0	0	0	0	1	18	0	1	0	7	36	0	0	2	5	1	10	26	0	2	9	61	3	0	0	0	1	22	1	42	5	0	0	0	0	5	12	2	45	4
"7"	29	22	9	12	4	54	0	0	20	0	3	0	13	13	13	0	7	0	2	0	1	18	14	0	3	0	3	1	0	0	3	4	0	5	0	0	2	70	0	0	4	0	1	29	1	10	2	3	19	0	3	33	28	0	4	0	1	0	25	0	40	31	0	0	9	0	17	0	18	0	4	1	0	0	27	39	37	2	0	38	0	0	26	0	19	0	0	5	0	17	13	0	1	2	0	0	4	19	23	0	18	8	7	2	5	0	0	17	32	34	10	0	1	0	0	9	6	2	62	3
"8"	28	3	81	20	12	11	14	0	3	0	0	0	2	2	0	0	8	5	0	4	0	45	0	1	5	0	10	0	0	4	12	40	2	5	0	4	17	22	0	0	0	0	3	70	0	0	2	10	0	0	0	55	40	8	20	0	0	0	24	49	33	8	2	0	15	11	5	1	41	0	2	0	0	18	52	106	21	0	16	26	0	0	0	0	49	0	0	56	5	18	27	0	5	27	4	1	4	11	0	1	2	65	1	0	3	0	3	33	18	37	27	1	12	0	0	2	30	1	39	5
"9"	7	5	0	4	0	6	0	0	53	0	5	0	520	0	0	1	4	0	0	0	4	0	0	0	3	0	7	7	1	0	0	0	0	0	1	0	1	7	0	0	0	0	0	3	0	1	0	0	0	0	2	8	14	1	13	0	0	0	27	1	11	4	0	0	44	0	3	0	10	0	0	0	0	0	21	6	2	14	0	27	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	3	1	0	0	4	9	0	0	0	0	9	30	5	6	26	0	1	0	0	30	0	0	0	15
"10"	39	26	38	2	17	29	0	0	0	27	0	59	11	0	3	0	6	0	0	18	1	16	0	0	54	28	0	0	0	0	6	14	0	0	0	31	22	31	0	35	1	7	3	53	11	5	0	33	21	0	0	30	88	20	11	0	1	0	51	0	5	17	0	0	22	0	26	0	45	0	0	11	0	5	34	28	10	0	0	93	0	0	0	37	77	1	0	5	1	3	65	0	15	0	0	2	10	3	0	8	40	94	68	0	4	0	0	12	5	53	7	0	2	1	0	57	13	3	44	37
