"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"
"1"	22	8	1	0	61	0	163	0	0	2	0	67	0	0	1	0	28	7	0	0	0	4	10	0	0	0	0	0	0	23	16	0	0	1	0	0	0	14	0	0	0	0	14	0	3	5	0	0	0	0	11	0	12	0	0	0	10	0	10	0	3	0	27	0	26	51	6	0	0	8	0	6	3	1	0	15	7	13	0	0	1	0	9	2	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	5	19	16	8	0	19	0	0	0	10	0	13	0	0	0	0	10	18	0	0	3	0	22	0	1	0	13	0	0	0	0	27	17	0	0	0	28	18	28	34	0	1	1	0	6	0	12	12	1	37	0	13	0	0	0	1	0	8	0	3	9
"2"	0	16	0	57	1	0	34	13	20	0	4	0	13	0	2	54	3	5	0	52	0	4	3	17	4	0	0	0	0	14	24	0	0	0	3	13	55	31	0	0	0	0	39	0	1	3	0	42	0	0	3	0	14	0	0	0	30	0	26	0	37	1	95	0	9	7	64	0	17	80	0	0	0	4	0	32	7	1	0	7	0	0	31	8	2	0	0	0	5	3	0	0	8	2	1	0	0	0	0	16	59	0	64	0	0	20	0	0	39	0	22	4	3	7	28	72	13	30	1	6	2	53	0	16	2	15	24	0	1	0	0	20	0	16	0	19	58	0	52	0	0	0	62	3	0	1	9	65	22	0	4	0	1	5	1	21	1	1	4	44
"3"	0	21	0	30	35	0	282	2	10	0	4	0	6	15	22	0	187	4	0	0	0	0	5	0	0	0	0	0	0	0	14	0	0	0	0	0	7	0	0	9	0	0	8	0	0	3	0	12	0	0	2	0	0	1	0	0	0	0	38	0	2	0	4	0	1	17	0	0	18	16	0	2	13	1	0	10	8	0	0	2	0	9	0	7	0	0	12	0	0	10	0	0	9	0	0	0	0	0	0	3	1	11	3	0	0	2	1	0	1	0	1	0	0	0	6	21	7	0	0	4	0	8	0	0	0	15	0	0	0	0	0	13	0	0	0	10	12	4	9	0	0	0	12	8	3	1	0	0	11	0	1	0	0	0	3	1	2	0	8	42
"4"	0	73	0	312	0	0	0	0	280	0	0	23	70	3	0	9	0	0	0	0	0	0	17	0	0	0	0	7	0	18	11	0	0	0	0	0	68	6	0	0	0	0	4	0	2	3	0	2	0	0	0	38	53	0	1	0	0	0	16	0	47	0	13	2	13	24	1	0	1	8	0	7	1	3	0	12	5	0	0	8	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	14	0	21	0	0	0	1	2	5	2	0	1	0	8	0	11	0	57	0	0	0	0	0	47	0	0	0	2	6	60	9	4	0	0	4	4	0	10	0	3	35	0	14	0	0	0	4	1	40	5	21	15
"5"	0	54	4	10	4	0	237	0	39	0	2	13	11	0	18	13	26	38	19	4	0	1	3	20	2	0	1	0	0	29	97	0	0	0	0	0	13	6	3	15	0	0	42	0	5	0	24	14	0	0	14	0	11	17	13	0	36	0	22	0	5	0	70	1	3	7	14	7	15	40	0	0	20	30	0	30	13	10	0	10	0	0	9	0	0	0	2	6	0	9	0	4	0	8	0	0	0	0	0	1	1	1	76	0	0	1	0	0	4	0	28	36	0	0	15	10	3	7	0	1	3	1	0	27	0	72	0	0	0	0	0	25	0	0	0	1	57	23	46	0	0	1	28	7	21	43	12	58	33	0	28	6	0	6	2	23	1	0	14	9
"6"	10	3	0	4	52	0	18	123	0	0	0	0	0	8	98	0	25	3	4	0	0	16	16	1	0	0	5	11	0	4	36	0	0	1	0	0	0	1	0	5	0	0	27	0	2	11	3	3	1	0	3	0	7	0	0	0	1	0	30	0	1	0	39	0	14	74	19	1	4	28	0	0	17	18	0	23	5	2	2	53	0	0	22	0	0	0	0	0	0	4	0	0	5	0	3	0	0	0	0	31	0	0	44	14	0	1	7	0	4	0	0	7	0	5	7	16	2	4	0	0	0	17	0	1	37	42	0	0	1	0	0	66	0	1	0	1	1	6	17	0	0	1	12	11	15	7	22	1	40	0	9	3	0	2	0	1	18	0	3	42
"7"	11	0	0	0	270	0	0	224	0	2	5	0	0	3	85	0	0	0	0	0	0	6	16	4	17	0	0	0	0	16	16	5	0	0	0	0	0	19	0	11	0	0	1	0	0	1	0	0	0	0	2	0	11	0	0	2	11	3	18	0	0	0	11	6	9	17	4	0	42	17	0	2	0	2	6	1	13	0	0	0	18	0	0	0	0	0	0	0	0	3	0	0	12	0	7	1	0	0	0	7	4	2	16	0	0	17	0	0	57	0	18	0	0	3	0	22	44	7	0	12	0	0	0	0	11	39	1	0	0	3	0	1	0	1	0	30	14	7	45	2	2	0	2	0	0	0	0	12	8	0	2	0	0	0	0	4	29	0	7	5
"8"	0	38	0	155	0	0	1	3	0	0	21	0	86	125	0	0	0	12	9	0	0	3	11	2	1	0	0	0	0	2	41	0	0	0	0	0	3	10	4	5	0	0	3	0	4	5	3	28	0	0	22	0	2	2	0	0	3	0	23	0	0	0	10	0	14	11	0	0	9	2	0	9	61	10	4	8	32	14	0	6	0	0	5	3	0	0	2	9	3	21	0	0	0	0	6	0	0	0	0	27	7	0	2	0	0	5	0	0	18	0	5	7	0	0	0	3	13	2	2	0	5	53	0	0	1	23	4	0	0	0	0	2	0	0	0	0	4	2	7	0	5	0	3	0	11	2	2	4	4	0	6	7	0	3	2	21	5	0	4	4
"9"	0	3	0	1	92	0	10	0	93	0	0	179	8	2	43	1	1	1	0	1	0	0	1	0	0	0	0	0	0	3	8	0	0	0	1	0	0	30	0	43	0	0	34	0	5	9	8	2	3	0	3	0	37	3	5	0	15	3	58	0	42	0	141	0	8	30	6	0	20	67	0	8	17	0	0	35	14	10	0	8	0	0	11	0	0	0	0	5	0	9	0	0	0	0	13	0	0	0	3	15	35	25	66	12	0	5	0	0	0	0	20	2	4	1	0	13	22	6	0	3	3	9	0	18	0	14	17	0	0	0	20	19	0	0	0	34	12	7	34	6	0	0	74	0	0	5	5	13	20	0	33	39	0	14	6	17	21	0	57	11
"10"	1	23	0	138	2	0	0	70	18	0	0	1	49	17	32	1	0	0	0	0	0	4	0	0	0	0	0	5	0	27	21	0	0	2	0	0	0	34	0	17	0	0	28	0	2	2	0	32	0	0	0	0	16	5	0	0	2	0	40	0	0	0	1	14	5	19	11	0	1	15	0	1	1	2	2	11	70	0	0	0	0	0	30	0	6	3	0	0	0	0	1	0	0	0	1	0	0	0	0	15	6	0	10	0	0	13	0	0	2	0	16	0	0	0	0	27	3	0	0	0	1	2	0	6	0	3	4	0	1	0	0	28	0	0	0	5	17	12	7	0	0	0	7	0	2	3	11	1	4	0	2	0	1	4	5	15	7	0	0	4
