"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"
"1"	0	0	58	16	0	7	14	78	116	0	12	0	80	0	0	4	18	699	0	7	0	0	0	11	0	0	0	0	0	17	0	0	56	0	9	25	19	2	11	0	2	0	22	0	0	0	10	0	0	17	0	5	11	0	0	0	0	16	8	0	0	0	0	0	18	13	19	0	0	0	0	0	0	0	0	0	7	1	0	0	28	4	3	0	0	0	9	6	0	10	0	1	0	1	0	0	0	0	7	4	15	1	0	0	0	0	0	0	0	1	3	0	0	0	25	0	0	0	6	0	14	0	0	0	3	0	0	27	0	0	7	0	0	1	0	0	0	0	0	0	0	0	7	3	1	0	31	0	0	13	0	0	0	0	0	0	62	1	2	4
"2"	4	0	0	0	30	11	0	101	0	0	98	0	42	233	0	83	0	3	0	0	0	7	0	0	7	0	0	11	0	33	0	5	2	0	2	1	3	3	0	0	0	0	10	1	0	0	22	0	0	0	1	0	7	7	0	10	0	51	7	0	0	0	0	0	1	9	3	0	0	0	0	6	3	0	19	0	3	0	0	0	6	50	5	0	0	0	25	3	3	17	0	2	0	2	0	6	0	0	0	4	4	0	0	0	0	0	4	0	0	0	3	0	10	15	0	0	6	0	2	0	10	0	0	0	0	7	9	22	0	0	4	3	11	1	52	0	0	0	14	0	0	0	0	0	1	0	0	0	3	4	0	0	15	0	8	0	17	46	1	32
"3"	3	0	0	0	0	0	4	13	57	11	31	0	23	3	7	0	0	39	6	4	4	0	10	0	5	0	0	1	31	71	0	15	27	2	36	17	0	10	8	0	0	32	11	1	0	0	40	8	6	9	16	10	39	5	0	0	0	13	0	0	2	0	1	0	38	0	55	0	0	0	0	18	0	0	38	0	9	10	0	9	10	4	24	0	0	0	60	6	35	43	0	0	0	60	0	0	0	0	29	0	11	17	9	41	0	14	0	14	2	8	0	0	25	13	9	17	0	0	27	0	44	1	0	9	48	7	0	63	0	0	2	0	0	21	15	2	0	0	2	1	3	0	35	7	22	0	0	0	8	52	0	0	0	0	0	0	12	10	2	8
"4"	0	6	40	0	0	0	0	81	17	0	0	11	0	0	45	5	13	18	1	9	0	0	13	1	1	0	0	2	1	41	0	19	14	0	14	33	0	1	6	0	7	0	73	1	0	0	18	2	0	5	0	15	4	5	6	0	2	14	9	0	4	0	0	4	9	3	18	0	1	0	32	31	1	0	11	0	7	0	0	0	0	4	0	0	0	0	20	3	12	10	0	0	0	28	0	0	0	0	9	0	1	3	2	1	13	2	8	0	0	0	0	0	2	9	16	0	5	0	59	0	45	0	0	5	0	9	0	15	14	0	5	0	0	0	26	0	4	0	2	2	0	4	2	0	3	0	4	1	0	78	0	0	0	0	1	0	13	14	35	72
"5"	0	6	104	0	0	0	2	46	27	1	0	0	9	135	22	33	0	11	13	1	0	0	2	0	3	7	0	1	25	36	0	7	33	0	28	12	0	27	52	0	0	0	9	8	0	0	4	1	0	3	0	0	49	1	0	0	0	39	1	6	8	0	0	0	142	10	16	0	0	0	0	22	0	0	16	0	17	2	0	1	0	1	8	0	0	0	30	3	31	15	0	1	0	47	0	2	9	0	3	0	5	34	5	0	10	1	8	0	0	0	13	0	11	7	6	0	27	0	17	0	57	0	0	11	4	3	0	11	0	0	24	21	2	0	3	0	0	0	10	0	1	0	26	0	62	0	3	4	12	179	0	0	4	0	3	13	57	3	1	35
"6"	0	0	123	0	8	0	153	5	46	70	0	0	0	157	49	36	0	76	1	3	6	0	0	0	7	1	0	0	0	45	0	9	3	0	32	4	0	23	11	4	0	0	39	7	0	0	10	2	2	0	1	18	22	0	0	0	2	36	0	0	19	0	0	0	33	33	16	0	0	0	0	38	1	0	9	3	8	18	0	0	23	5	26	0	0	0	14	3	31	10	0	28	0	10	0	0	0	0	40	0	32	9	0	2	0	0	1	0	11	0	0	0	1	2	1	0	6	0	3	0	35	0	0	75	2	5	1	8	0	0	58	5	5	0	3	0	0	0	0	5	0	0	27	13	11	71	4	0	1	14	0	0	0	8	0	0	15	52	0	7
"7"	0	11	72	0	41	0	0	0	1	0	72	0	0	1016	99	23	0	1	0	0	0	0	0	0	17	0	0	0	2	20	0	30	12	0	11	14	0	12	7	0	0	0	2	0	0	0	8	0	0	16	0	4	0	3	0	0	0	15	0	0	0	0	0	0	13	0	6	0	5	0	0	3	0	1	2	0	19	2	0	1	2	2	0	0	0	0	20	12	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	18	3	0	2	3	14	0	10	0	0	0	0	6	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	29	0	0	4	0	10
"8"	0	0	509	0	14	0	3	26	0	0	167	3	78	7	35	1	0	10	15	4	0	0	1	0	0	1	0	1	0	5	0	8	19	0	21	2	0	0	3	0	0	0	13	0	0	0	23	0	6	1	0	10	9	0	0	0	0	11	0	3	2	0	0	0	11	1	30	0	0	0	1	16	5	0	12	0	17	36	0	1	8	0	6	0	0	0	12	25	10	31	0	9	0	9	0	0	0	0	0	0	23	3	0	1	0	8	8	0	0	3	3	0	4	20	7	0	0	0	63	1	64	0	0	3	3	10	0	5	0	0	7	73	1	0	24	0	0	0	7	0	0	0	10	18	5	0	2	0	1	15	0	0	0	0	0	0	38	78	7	6
"9"	0	0	10	0	7	0	0	38	1	0	12	0	12	46	21	12	0	0	53	6	0	0	23	0	11	4	0	1	3	14	0	2	2	0	23	32	0	0	4	0	0	13	2	14	1	0	9	0	4	2	3	1	25	0	0	0	0	50	2	0	17	0	0	0	31	0	2	0	0	1	4	20	0	3	11	1	18	33	0	18	0	0	0	0	0	0	10	2	0	0	0	0	0	5	0	0	0	0	7	0	1	1	0	13	0	0	0	0	0	1	40	0	20	19	7	0	0	0	6	0	7	0	0	0	9	1	0	41	0	0	8	17	8	0	5	1	0	5	26	0	0	0	14	8	4	0	1	3	7	28	0	0	12	4	2	0	30	15	1	9
"10"	0	0	0	0	7	3	48	6	0	7	1	1	2	39	10	34	3	0	251	0	2	0	0	16	18	0	0	2	0	79	0	34	14	0	5	38	0	10	7	0	0	4	1	0	0	0	30	0	34	35	8	16	26	0	0	14	31	27	0	7	2	2	0	24	24	0	37	0	0	3	0	11	6	0	56	0	22	48	0	1	22	3	0	0	0	0	40	4	21	27	0	0	0	0	7	0	0	0	25	4	7	1	1	8	0	0	12	0	0	1	0	0	0	14	1	0	6	0	93	0	8	0	3	0	19	4	0	35	6	0	7	0	0	2	2	0	0	0	8	0	10	0	41	17	3	3	0	11	3	27	0	0	0	0	0	0	58	11	3	38
"11"	0	0	537	0	18	0	45	0	0	0	279	0	42	39	14	5	0	34	51	0	16	0	2	0	0	2	0	0	0	4	0	1	2	0	4	6	11	9	0	7	0	7	0	1	0	0	21	1	0	24	1	4	7	24	0	25	0	4	0	0	3	0	0	0	42	0	15	1	0	17	0	9	0	0	12	0	25	9	0	0	0	0	12	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	13	0	4	0	4	2	0	0	1	0	0	0	0	0	0	28	2	1	2	1	31	0	23	0	0	0	0	27	0	4	0	0	0	0	0	0	2	1	0	0	2	0	0	0	3	4	0	0	1	0	32	23	0	0	0	0	0	0	14	1	0	9
"12"	1	0	11	0	0	0	58	21	51	0	0	0	17	98	3	8	0	27	4	7	7	0	0	0	0	0	0	0	1	11	0	2	17	0	10	11	2	33	14	0	0	0	5	1	0	0	32	10	0	0	1	6	10	0	1	0	0	7	1	1	4	1	0	0	2	27	28	0	0	0	2	12	0	0	17	0	24	17	0	0	16	0	1	0	0	0	22	0	9	2	0	0	0	23	0	10	0	0	13	0	4	2	0	5	0	0	1	0	0	9	1	0	0	51	0	0	9	4	14	0	21	0	0	23	9	5	1	31	18	0	1	0	3	0	24	27	0	0	3	0	1	0	20	4	1	0	0	0	3	31	17	0	0	0	0	0	67	12	3	0
"13"	0	0	39	0	0	0	0	437	129	0	68	0	0	131	8	5	0	0	0	0	0	0	1	0	30	2	0	0	1	22	1	9	34	0	4	73	0	2	8	0	0	0	2	7	0	0	64	0	0	0	0	58	40	0	0	0	0	11	0	4	12	1	0	0	9	4	35	0	0	0	7	9	7	2	2	0	33	7	0	3	0	0	9	0	0	0	26	0	9	28	0	1	9	10	0	0	0	0	1	0	33	9	47	5	0	0	25	2	0	0	3	0	3	9	2	1	1	0	32	0	38	0	0	1	0	6	0	33	0	0	17	0	0	8	2	0	0	0	64	0	0	0	10	1	1	10	0	0	1	9	0	20	0	0	0	0	61	2	7	17
"14"	0	0	20	0	21	0	0	2	0	50	467	16	0	14	14	35	0	57	0	0	0	0	1	0	0	0	1	0	36	15	0	22	19	0	50	39	0	0	23	0	0	8	26	0	0	0	54	1	0	0	1	0	31	19	0	0	0	23	0	0	4	0	0	0	59	13	12	0	0	0	0	61	2	0	27	0	48	7	0	18	14	0	0	0	0	0	10	0	6	14	0	0	0	5	0	2	0	0	34	0	1	19	2	27	0	3	11	0	0	0	10	0	11	44	72	0	18	0	24	0	25	0	0	10	8	27	0	36	0	3	0	1	0	0	62	10	0	1	4	5	0	0	59	9	17	0	0	0	1	22	0	0	0	0	0	0	7	13	1	9
"15"	0	0	0	0	0	0	3	221	18	0	0	0	0	812	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	12	0	0	4	0	1	2	0	20	0	0	0	0	0	0	0	0	0	0	3	0	2	2	13	0	0	0	0	17	0	0	0	0	0	0	18	5	14	0	0	0	0	4	0	0	19	0	1	41	0	0	0	0	0	0	0	0	8	0	5	3	0	0	0	15	0	14	0	0	0	2	14	3	0	0	0	0	6	0	0	0	0	0	28	1	1	0	0	0	46	0	6	0	0	1	0	62	0	8	17	0	1	1	0	3	15	0	0	0	70	0	0	0	4	20	4	0	6	0	0	18	4	0	0	0	0	0	4	10	0	52
"16"	0	0	95	0	1	16	0	411	16	0	65	0	0	104	44	0	6	46	0	15	0	0	0	10	2	0	1	2	0	16	0	9	13	0	5	1	0	1	2	0	0	0	6	14	0	0	20	12	0	21	36	0	26	0	0	1	0	19	0	6	4	0	0	0	13	3	30	1	0	0	0	5	0	0	1	0	59	7	0	0	0	0	14	0	0	0	0	1	3	21	8	0	0	11	0	11	0	0	5	0	2	3	0	1	0	0	2	0	0	0	0	0	0	47	9	0	16	0	15	0	15	0	0	1	6	11	0	26	0	0	4	0	0	0	28	3	1	0	0	0	0	0	1	64	0	0	7	0	5	41	0	0	0	0	0	16	25	17	0	19
"17"	0	0	233	0	0	0	0	224	0	1	139	0	0	52	262	0	0	25	0	0	0	0	1	0	0	0	0	19	0	22	9	7	17	0	41	6	0	4	0	0	0	0	0	0	0	0	6	2	0	4	3	5	102	1	0	0	0	32	0	2	0	0	0	0	2	5	13	0	0	4	0	11	0	0	12	0	15	18	0	10	0	0	5	0	0	0	8	1	9	2	0	22	0	20	21	0	0	0	6	0	1	0	0	3	0	2	6	0	0	4	0	0	0	18	0	0	0	1	46	0	44	0	0	25	4	3	0	66	0	0	0	0	0	0	73	1	0	0	1	0	0	0	14	20	6	0	0	0	1	62	0	0	0	0	0	0	12	0	1	43
"18"	0	6	103	0	0	0	0	51	8	18	0	1	0	42	1	3	0	4	2	2	6	0	5	0	14	0	0	0	0	22	0	1	2	0	30	28	8	17	4	0	0	0	19	0	0	0	24	0	0	21	4	29	13	1	0	0	0	25	0	11	26	0	0	0	36	0	12	0	0	0	0	6	7	1	11	0	2	1	0	1	0	4	12	0	0	0	9	0	9	25	0	24	0	25	0	1	31	0	11	2	3	5	0	9	0	1	1	0	3	0	0	0	5	2	18	11	8	0	37	0	9	0	0	4	25	6	0	27	0	0	6	0	0	2	6	0	0	0	6	0	0	3	16	5	12	1	1	0	5	11	0	0	2	0	0	0	25	36	15	5
