"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	2	55	89	34	57	0	0	60	0	22	125	33	32	11	0	7	5	0	0	2	0	0	33	19	27	37	0	112	42	9	83	0	51	20	0	5	10	0	0	45	0	97	84	2	62	26	19	0	48	27	23	0	19	35	4	0	0	27	24	4	0	41	4	42	5	12	12	1	6	0	1	0	4	3	61	15	0	4	0	1
"2"	0	6	41	18	59	19	0	147	0	5	136	26	35	11	2	0	0	3	0	0	0	0	18	1	52	40	0	112	32	0	84	7	53	5	9	34	36	0	0	63	0	76	17	0	7	20	14	0	29	64	4	0	13	0	14	1	0	17	0	0	0	56	33	23	3	22	0	1	0	1	2	0	20	37	175	31	0	1	0	0
"3"	2	0	78	27	4	1	0	0	237	10	103	0	2	2	0	29	0	0	0	0	0	0	18	10	4	38	0	32	21	1	30	0	32	38	0	25	1	0	0	41	3	28	2	27	5	26	11	0	5	33	0	0	45	2	20	0	1	11	10	0	0	22	6	0	6	0	0	4	2	0	0	0	12	9	2	4	0	0	0	10
"4"	0	0	14	22	13	0	0	53	0	3	242	8	5	17	0	4	1	0	0	0	0	0	5	0	20	15	0	26	24	2	33	0	22	0	5	4	17	25	0	36	0	58	5	3	22	6	4	0	35	36	6	0	20	5	4	0	0	46	1	0	0	26	1	7	1	4	0	0	0	3	11	0	56	4	19	36	0	1	0	1
"5"	0	3	33	72	4	20	0	98	10	0	83	2	131	2	0	2	0	1	0	0	32	0	12	20	22	38	1	188	7	5	44	3	52	6	10	5	30	4	0	25	0	56	5	0	28	15	15	0	7	6	28	0	128	6	6	10	0	24	18	0	0	19	2	19	9	25	1	0	0	2	3	0	32	14	100	17	7	0	0	11
"6"	4	6	0	65	53	4	0	66	21	9	71	1	8	7	5	7	5	0	0	0	0	6	43	24	20	56	0	68	54	2	213	0	37	8	0	24	6	1	0	82	0	57	24	5	10	7	9	0	38	36	1	0	18	1	34	0	0	41	3	0	0	50	2	0	5	21	0	7	0	1	4	0	11	7	37	59	0	40	11	1
"7"	2	0	57	0	0	0	5	796	0	0	164	2	1	0	0	0	1	0	5	37	0	0	8	0	3	2	0	37	3	10	8	0	32	0	0	6	10	1	0	22	0	63	7	1	4	0	14	0	29	57	14	2	17	0	37	0	0	17	86	0	0	31	11	0	11	5	0	0	0	26	0	0	34	2	50	23	0	0	0	12
"8"	0	0	46	0	0	0	10	684	5	0	47	0	0	6	0	0	0	0	0	0	1	0	0	0	0	1	14	13	22	0	6	0	12	8	3	1	0	0	0	2	0	16	15	0	6	0	0	0	4	7	2	0	14	0	0	0	1	4	0	0	0	14	7	1	2	4	0	0	0	0	0	3	23	16	9	5	0	3	0	0
"9"	0	0	31	10	1	0	0	393	0	0	24	18	11	6	0	5	1	0	3	0	0	0	12	2	14	27	0	138	28	0	45	0	17	0	0	12	38	0	1	14	0	31	11	0	6	1	17	0	7	15	6	0	7	0	12	0	0	32	4	7	0	6	4	0	2	1	0	0	1	0	1	0	7	7	31	0	0	0	0	0
"10"	0	0	77	0	0	0	92	291	499	0	119	1	0	0	0	2	0	0	0	0	0	0	14	5	14	4	0	20	36	1	37	0	66	17	15	1	7	11	0	12	0	22	16	4	0	0	0	0	36	10	10	0	8	0	0	0	0	12	0	0	0	36	0	4	6	22	0	0	0	0	2	0	18	0	7	43	0	2	0	0
