"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	50	0	3	8	81	14	12	0	0	0	6	0	749	0	30	2	0	28	33	0	0	0	1	13	0	5	5	9	17	7	13	36	0	4	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	14	10	2	22	4	20	0	6	47	0	2	147	0	0	0	1	39	16	0	2	0	25	0	0	0	0	0	2	20	10	0	0	3	0	8	19	91	1	0	0	0	74	2	0	0	0	19	0	4	24	0	3	63	8	13	0	0	17	0	0	41	19	0	1	15
"2"	43	0	88	43	15	0	0	0	0	7	1	3	39	0	47	0	0	15	33	0	0	0	13	0	0	9	16	15	1	10	6	2	0	6	1	0	0	0	7	0	0	0	15	3	6	2	3	0	0	2	5	0	0	0	4	16	16	0	23	6	6	0	2	13	0	9	33	0	0	0	8	17	1	0	3	0	1	0	0	0	0	0	0	22	86	0	0	11	0	3	4	26	0	0	0	0	26	6	5	0	2	0	6	1	1	0	19	24	6	0	0	0	0	3	0	95	57	0	0	11
"3"	2	0	16	43	30	5	0	0	7	0	0	43	206	0	22	11	1	12	16	0	0	0	0	25	0	10	0	19	7	69	0	22	0	0	1	2	2	26	0	0	0	2	2	0	4	42	15	0	0	5	0	0	0	4	0	17	26	0	46	21	6	0	41	19	0	30	49	0	0	0	18	2	6	0	0	0	0	5	0	0	0	0	5	2	0	0	0	0	12	17	0	21	1	0	18	13	25	0	0	0	13	0	5	6	3	0	36	64	31	16	0	0	0	0	0	42	13	0	11	1
"4"	9	0	128	35	5	0	2	0	0	33	1	2	0	4	38	4	1	6	86	9	0	0	2	0	0	43	0	20	0	47	0	36	0	0	0	0	9	12	6	4	0	1	2	2	1	0	14	7	0	47	8	2	0	0	0	57	59	0	36	2	0	0	1	67	0	13	20	0	0	0	0	12	6	0	2	1	2	0	0	0	0	4	0	46	40	0	0	0	0	19	5	5	0	0	0	1	52	7	0	0	0	28	0	32	0	0	15	18	37	2	20	0	7	0	3	12	35	0	7	1
"5"	24	0	824	231	0	42	0	0	0	0	0	0	0	138	244	0	7	1	3	0	0	0	3	0	0	0	0	1	5	36	0	4	0	0	0	0	0	0	58	0	0	0	1	0	40	0	0	0	0	1	0	0	0	0	2	47	2	0	1	28	0	0	1	0	2	0	2	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	14	0	8	0	0	0	0	1	3	0	0	3	0	9	1	1	0	0	5	1	0	0	0	0	26	9	1	0	0	7	1	0	37	15	0	28	31
"6"	0	1	30	0	12	0	0	0	0	0	0	6	863	0	11	0	0	38	1	0	0	0	0	0	0	7	0	4	0	0	0	2	0	0	0	1	3	4	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	13	28	0	29	10	0	0	0	2	0	1	5	0	0	0	0	5	37	0	0	0	0	0	0	0	0	9	2	5	5	0	0	0	0	2	4	0	5	0	0	1	15	4	4	0	0	0	37	0	2	0	0	28	6	0	0	0	0	5	0	13	23	0	0	0
"7"	91	0	112	11	13	48	13	0	8	0	12	18	23	15	38	2	0	14	81	0	0	0	32	0	0	19	8	17	5	93	0	89	0	0	13	24	12	7	8	0	0	4	0	0	2	38	6	0	0	17	13	0	0	0	0	9	75	0	11	6	0	0	15	57	0	10	81	0	15	0	1	3	0	0	1	0	1	3	0	0	0	0	0	32	26	0	0	0	1	12	43	28	11	0	8	0	38	0	0	0	0	2	38	1	12	0	41	96	31	1	0	0	7	0	0	52	70	0	4	0
"8"	4	0	30	12	8	0	0	0	1	0	71	16	228	0	30	17	0	40	21	0	0	0	1	5	2	25	14	7	0	36	7	1	0	5	11	0	16	22	4	0	0	1	2	10	0	54	17	0	3	3	0	0	0	0	6	53	41	0	28	12	2	0	65	65	0	7	42	0	0	0	1	42	0	0	4	0	0	3	0	0	0	0	0	13	1	0	0	0	0	0	16	8	0	0	0	1	80	0	6	0	0	0	0	7	0	1	9	47	44	7	0	0	17	0	0	49	27	0	4	0
"9"	0	0	1	3	29	5	0	0	0	0	0	1	803	0	2	0	2	31	3	0	28	1	0	0	0	23	0	9	0	3	0	35	0	0	0	15	0	6	4	0	0	1	1	0	4	1	23	0	0	8	1	0	1	0	0	41	24	0	2	15	0	0	14	34	0	2	30	0	0	0	0	3	49	0	0	4	0	0	0	0	0	0	0	48	0	0	0	0	0	22	13	8	0	0	5	0	53	0	0	12	0	0	0	1	24	8	31	93	43	3	0	1	25	13	29	39	26	0	0	0
"10"	46	3	29	387	0	38	0	0	0	17	0	5	11	0	30	3	0	0	18	0	0	0	0	0	0	14	12	12	0	46	0	40	0	0	24	2	0	6	2	0	0	0	0	2	2	24	2	2	0	29	15	0	0	3	0	69	19	1	8	14	0	1	0	69	0	10	32	0	0	5	0	5	6	0	9	12	0	9	2	0	0	0	0	18	7	0	0	0	0	4	1	0	0	0	4	0	13	6	0	0	0	0	2	12	0	0	14	47	19	6	0	0	58	0	0	74	73	0	11	1
"11"	0	5	14	16	32	0	7	0	30	27	0	13	71	0	0	10	0	88	30	0	0	0	11	0	0	21	2	29	1	34	0	8	0	0	12	12	3	6	28	0	0	0	0	3	1	0	5	0	0	0	0	0	0	0	3	7	56	0	43	3	0	0	0	34	0	15	91	0	0	0	2	16	1	0	8	0	3	7	0	0	2	2	0	54	10	0	0	5	0	6	9	14	0	0	10	2	47	5	0	0	7	0	1	4	12	0	3	40	32	5	0	0	0	0	0	51	26	0	28	6
