"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	1	1	25	3	10	4	38	22	222	21	101	32	14	142	9	33	61	163	6	14	47	31	106	0	45	11	16	29	156	3	7	192	199	8	16	0	6	14	10	85
"2"	4	1	13	0	264	0	49	58	438	26	16	0	9	69	7	17	10	97	1	6	6	28	53	0	2	0	0	0	196	1	65	250	117	0	50	5	2	15	1	65
"3"	0	30	32	5	21	0	5	5	526	6	42	2	24	68	5	0	0	40	0	33	4	0	13	1	11	1	0	0	89	4	11	118	72	0	52	0	11	7	5	21
"4"	12	23	22	141	7	5	87	38	42	13	27	1	11	68	40	22	6	42	2	14	6	8	43	9	17	0	0	0	122	0	39	173	111	0	13	0	39	24	0	61
"5"	14	0	0	1	6	49	64	217	44	4	45	4	38	56	73	0	4	74	0	24	96	2	132	1	13	2	1	1	127	0	39	179	29	12	73	0	0	9	2	175
"6"	26	17	103	60	1	1	20	23	122	32	14	0	10	51	24	4	1	60	3	3	42	0	43	0	27	0	0	1	175	0	4	164	53	1	42	1	39	4	2	27
"7"	0	21	247	16	8	0	22	171	116	7	4	5	55	29	29	0	2	79	0	5	8	3	98	0	7	1	0	2	266	0	29	206	156	9	15	4	76	2	15	81
"8"	7	14	0	12	3	13	13	29	195	14	3	45	42	28	4	0	13	86	1	15	13	4	26	5	26	0	10	7	138	2	17	85	55	1	2	0	0	27	0	52
"9"	0	20	82	12	3	10	0	53	275	52	31	30	33	10	13	0	31	34	7	20	5	6	45	27	1	3	17	0	113	1	9	141	64	23	2	0	5	4	6	17
"10"	0	1	118	0	38	6	37	130	156	56	20	1	0	40	19	0	2	74	10	12	13	0	49	0	10	7	1	0	371	1	19	130	82	0	30	0	4	50	1	88
"11"	0	24	250	0	0	0	31	77	212	4	8	0	5	21	28	0	2	47	0	11	49	4	48	0	9	0	0	3	145	0	2	118	91	2	6	0	10	4	11	27
"12"	1	4	9	0	15	0	502	5	41	57	13	1	1	12	47	0	0	23	0	0	25	0	37	0	5	0	0	2	239	17	27	224	39	0	9	9	0	6	8	75
"13"	42	0	0	0	88	12	1	81	229	40	37	0	42	20	11	0	4	30	30	84	13	49	101	2	8	0	2	0	168	22	21	145	164	0	24	11	7	20	26	90
"14"	1	1	56	0	47	6	11	95	193	27	60	4	9	79	10	2	5	53	0	56	23	9	72	0	19	3	7	12	193	1	2	206	125	22	36	0	1	6	9	41
"15"	47	1	40	0	40	2	63	40	83	20	59	3	7	53	35	0	1	73	5	14	38	1	84	0	33	1	25	8	212	0	74	207	131	3	42	2	10	6	2	83
"16"	2	6	0	28	0	5	23	120	202	55	13	0	48	33	109	6	5	100	0	14	16	12	150	0	26	0	1	0	289	2	26	209	85	0	88	5	1	9	0	69
"17"	1	11	26	36	0	0	441	97	14	9	21	8	0	15	11	1	22	100	5	1	18	5	60	0	58	3	8	16	125	0	4	172	50	0	24	0	19	21	1	75
"18"	24	0	0	0	585	0	15	57	290	29	12	3	10	92	13	0	18	54	0	13	26	12	91	15	15	0	3	0	146	2	17	199	67	3	4	10	5	9	11	49
"19"	17	8	41	38	0	0	253	57	7	11	6	0	63	69	46	7	7	112	0	38	14	8	132	3	23	0	1	17	214	0	2	432	139	0	37	10	6	4	0	112
"20"	19	7	111	4	0	0	548	55	7	0	29	1	2	45	8	0	3	22	0	4	5	63	27	0	6	3	0	0	99	0	0	83	76	0	38	0	8	7	2	6
