"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"
"1"	1	0	7	0	0	4	3	15	0	26	0	0	67	0	0	0	66	6	0	2	0	0	2	2	0	29	0	3	2	3	0	0	0	0	8	27	25	4	11	10	14	2	49	18	0	0	0	0	0	35	0	13	0	1	10	0	0	0	0	0	0	0	5	0	15	0	0	0	1	5	2	0	0	28	21	0	2	2	0	19	0	1	6	6	6	2	5	0	0	0	27	47	28	21	1	0	17	27	15	15	9	0	2	7	3	8	0	0	16	0	0	0	43	13	6	0	0	0	2	0	0	0	28	0	11	0	10	18	5	13	0	2	3	0	28	2	13	3	7	0	12	0	0	0	14	0	0	0	2	3	8	0	31	2	6	0	0	0	22	9
"2"	0	0	0	0	0	0	0	1	0	630	0	0	0	0	0	0	0	19	0	0	0	1	0	1	0	3	8	0	11	2	0	0	0	0	9	25	0	0	0	32	0	0	3	0	0	0	0	0	19	4	0	4	0	0	4	0	0	0	0	0	0	0	16	2	1	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	14	0	0	14	8	0	29	1	25	8	0	0	0	7	0	7	0	0	32	0	0	0	2	17	0	0	0	11	2	0	0	0	3	0	8	0	0	0	51	9	0	0	4	0	3	10	10	29	0	0	10	0	0	1	0	0	2	0	0	8	42	0	0	2	33	0	2	0	95	0
"3"	0	27	0	2	0	0	32	46	0	17	1	15	2	12	0	4	0	187	7	2	13	0	6	0	0	4	0	0	0	0	0	0	41	0	7	48	0	0	4	7	9	0	14	0	0	0	0	15	3	15	13	15	0	1	26	6	0	0	0	11	0	0	41	0	0	0	6	0	0	1	1	0	0	6	6	0	7	0	0	0	1	6	6	16	0	4	33	12	0	0	0	12	13	9	0	0	8	0	11	8	0	0	2	2	0	45	0	0	4	0	0	24	29	23	3	0	0	0	35	0	0	0	10	0	16	0	0	0	13	7	0	0	21	0	1	7	0	17	17	0	4	0	0	0	11	0	44	0	4	12	13	0	0	9	22	14	0	0	20	0
"4"	7	2	0	24	0	0	1	3	0	91	0	5	0	3	1	0	0	65	66	1	0	32	1	18	1	0	0	0	0	13	0	0	0	0	0	5	10	0	8	2	3	0	62	0	0	0	0	0	0	114	0	1	0	4	18	0	16	0	2	6	3	0	17	0	25	0	5	0	0	0	0	0	0	74	42	0	0	0	0	0	0	2	56	3	0	0	6	6	0	0	0	7	0	17	0	7	2	7	85	3	6	0	0	14	0	47	0	0	32	0	0	0	41	2	3	0	1	3	1	0	0	0	23	3	8	0	1	3	67	19	0	0	3	0	11	19	79	23	8	1	50	0	0	0	11	0	11	0	0	13	11	0	1	1	7	0	14	0	8	0
"5"	0	3	5	0	0	3	1	31	0	0	0	16	17	0	8	0	5	23	0	0	1	9	8	1	0	24	0	0	1	0	0	0	0	0	17	30	0	1	0	3	5	0	19	13	0	0	0	0	5	10	0	12	2	7	29	0	0	0	2	7	2	0	44	0	1	0	0	0	17	0	5	1	0	25	18	0	4	0	0	0	0	4	7	9	0	6	25	1	0	3	0	20	0	9	31	0	23	26	15	17	2	0	2	6	0	30	0	0	1	0	0	0	33	4	14	4	0	1	0	0	8	0	31	0	4	0	0	2	34	24	0	0	5	0	12	10	0	0	8	0	37	0	0	25	19	0	3	0	0	7	50	0	18	39	14	0	2	2	10	0
"6"	0	1	0	9	0	0	0	0	0	219	0	1	12	0	0	0	0	226	0	0	0	0	14	0	0	2	0	2	0	10	5	0	2	0	2	0	1	0	0	2	3	0	7	0	6	0	0	0	1	5	4	3	0	0	21	0	0	0	0	2	0	0	20	0	16	0	0	0	0	20	0	0	0	5	21	0	1	0	0	0	18	0	0	15	0	0	41	24	0	0	0	22	0	18	5	0	3	10	0	0	0	1	8	22	0	15	0	0	0	0	1	7	2	21	1	0	0	0	2	0	0	0	3	0	0	0	0	6	8	4	0	0	0	0	13	11	22	4	4	0	0	0	0	0	73	0	1	0	0	0	8	4	1	0	0	0	0	1	10	0
"7"	2	0	0	1	1	1	0	0	2	16	26	43	3	0	0	0	3	42	7	0	0	0	7	0	0	3	0	3	0	24	0	0	0	0	92	50	0	0	2	11	13	9	30	1	34	0	6	0	10	58	0	16	0	26	56	0	7	0	0	22	0	4	26	0	16	3	0	0	0	0	0	7	0	11	16	0	10	0	0	2	0	16	47	47	57	2	33	5	0	55	0	7	2	24	7	1	23	0	21	18	0	0	0	0	0	17	0	1	35	0	0	19	81	5	1	0	0	0	6	0	0	18	34	0	26	1	3	43	9	23	0	3	1	0	22	33	6	0	39	3	11	0	0	0	69	0	20	0	5	20	18	14	0	0	14	0	0	0	21	17
"8"	3	0	2	0	35	1	1	12	0	11	0	0	0	0	2	35	1	19	0	0	2	0	8	4	0	1	0	0	0	0	0	0	1	0	4	15	0	0	9	22	6	0	7	0	5	0	0	3	0	48	0	8	0	0	23	0	0	0	0	5	1	0	23	0	8	0	6	0	1	33	7	0	0	8	22	1	0	0	0	0	5	5	4	22	1	1	39	1	2	0	0	1	0	15	4	0	36	19	33	14	2	1	0	22	0	42	0	0	22	0	1	0	36	9	8	0	7	0	13	0	0	0	31	1	41	0	3	0	23	7	0	0	2	0	8	18	3	1	11	1	4	0	0	0	59	0	14	0	0	3	13	2	12	0	3	0	0	0	14	0
"9"	16	0	0	29	0	0	0	4	0	213	1	0	0	0	0	0	0	97	0	0	0	5	0	0	0	4	0	0	0	0	0	0	5	0	4	4	10	0	9	10	8	0	29	0	0	0	1	1	0	3	0	13	0	2	13	0	0	0	0	2	0	0	21	0	2	0	9	0	0	1	0	6	0	11	28	0	0	0	0	0	1	0	14	3	2	5	16	11	0	0	0	13	12	24	8	0	5	0	21	8	11	0	0	0	0	25	0	0	10	0	3	1	77	1	32	0	0	0	1	0	0	0	2	4	24	0	0	7	6	2	1	0	2	0	0	16	7	4	52	0	1	0	10	0	1	0	0	0	8	0	2	1	0	1	11	0	0	0	14	0
"10"	4	0	0	6	0	0	15	49	0	0	0	84	0	0	7	12	2	67	0	0	0	9	1	23	0	13	6	12	0	0	0	0	9	0	25	33	0	0	15	30	1	0	40	1	0	0	27	3	1	30	0	21	0	13	42	0	0	0	7	11	0	0	19	0	29	0	0	0	5	14	7	0	0	63	39	0	8	0	0	0	0	19	0	47	0	0	61	0	0	0	0	41	1	39	1	6	25	28	3	21	31	6	1	20	5	36	0	1	9	0	0	11	5	0	43	0	0	3	0	0	2	36	0	11	3	7	0	0	15	24	0	0	1	0	6	40	50	3	88	4	5	42	0	3	15	25	11	0	0	6	12	19	34	0	45	0	0	0	117	0
