"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	228	0	23	0	0	0	0	407	58	48	0	0	77	13	0	0	0	0	3	10	26	0	0	0	0	0	33	0	9	3	0	1	13	5	15	0	0	74	104	8	1	0	0	0	5	0	80	0	1	0	0	13	43	24	23	0	1	15	58	9	0	42	0	1	18	0	0	0	2	57	29	0	33	0	0	5	10	20	6
"2"	34	119	0	50	33	0	2	0	29	59	8	21	25	83	22	1	0	0	26	47	4	9	7	35	3	3	0	61	0	85	0	0	4	4	8	104	0	25	100	102	8	0	6	2	0	0	0	19	10	4	9	0	38	82	17	17	0	86	6	49	10	11	0	2	10	10	9	0	0	6	23	76	0	152	0	22	9	9	0	26
"3"	0	13	34	0	17	0	17	9	32	104	26	15	13	35	9	0	0	0	11	1	1	18	0	3	6	8	7	47	0	70	4	0	0	1	0	76	0	0	70	106	4	0	0	0	0	0	4	29	35	11	3	0	25	20	45	2	8	49	0	27	23	0	0	3	4	8	5	35	1	0	23	48	0	61	1	12	0	3	0	3
"4"	1	279	0	3	0	0	18	0	17	1	30	0	0	29	4	0	34	1	0	0	0	11	0	34	0	5	0	4	0	30	0	0	1	0	14	138	0	6	158	76	13	1	0	1	0	0	5	43	22	12	0	0	36	91	29	35	4	24	0	31	12	5	0	0	22	0	0	16	0	6	13	10	0	13	1	4	20	9	0	5
"5"	0	97	0	237	0	11	0	11	0	0	3	3	2	35	8	0	0	5	5	0	23	0	0	9	2	45	0	13	0	46	2	0	0	0	5	48	0	11	39	103	2	1	3	0	0	0	0	6	16	0	0	2	25	61	18	15	1	0	15	24	1	5	14	3	1	0	15	26	0	0	1	35	0	30	6	16	12	0	0	38
"6"	0	17	7	36	0	0	0	0	70	28	48	0	5	38	19	0	0	0	0	3	18	70	0	31	2	0	0	3	9	25	2	0	0	0	18	101	0	23	80	124	12	0	4	0	1	1	0	5	10	0	4	0	9	26	39	18	0	15	3	27	11	19	0	10	52	0	2	14	0	0	62	21	0	31	0	2	14	0	0	47
"7"	0	83	6	25	12	4	12	0	25	9	69	1	0	41	31	0	1	0	4	25	4	27	0	15	22	12	0	27	0	32	0	0	0	0	0	51	1	8	73	24	4	1	0	0	1	0	0	17	8	5	3	1	60	76	15	3	14	5	0	65	14	8	3	0	3	0	1	5	17	17	16	27	0	16	0	34	16	39	0	10
"8"	8	59	10	15	33	2	0	0	1	45	14	0	0	68	4	0	0	0	10	5	19	12	2	12	26	18	0	21	0	29	1	14	3	0	0	97	2	0	29	69	8	0	14	0	0	5	1	46	49	16	0	0	22	75	38	34	9	17	0	29	0	4	0	1	4	0	0	2	0	0	17	18	0	72	0	2	7	3	0	19
"9"	17	212	0	4	0	4	0	34	1	34	0	7	1	44	24	0	0	0	19	4	22	6	2	8	0	13	1	6	0	26	1	12	6	0	6	20	0	0	79	90	3	0	0	0	0	15	0	23	3	18	15	0	62	43	26	10	0	27	1	41	41	3	2	5	17	2	7	1	0	59	15	57	0	18	2	43	0	0	0	22
"10"	17	44	0	173	0	0	0	5	0	156	17	3	11	85	4	0	16	0	0	34	0	31	0	6	0	2	13	52	0	64	0	11	0	1	0	98	21	0	160	147	17	0	12	0	0	7	31	7	20	0	2	0	62	54	49	25	9	28	10	65	13	17	9	0	14	1	62	8	0	10	69	57	0	27	1	0	1	4	7	40
