"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	24	20	37	0	224	8	19	11	0	0	171	0	5	120	0	34	0	37	0	0	0	172	0	10	10	0	29	4	4	0	34	31	56	109	95	100	39	14	49	76
"2"	59	17	59	0	270	23	30	15	0	0	97	3	0	58	2	40	7	18	0	0	0	182	0	36	7	0	21	5	81	0	51	9	113	77	125	58	32	18	23	74
"3"	10	128	0	2	490	0	10	1	0	0	57	2	0	76	1	66	1	5	0	0	0	37	0	14	5	0	13	3	15	0	5	13	61	59	65	71	21	10	4	40
"4"	82	82	16	0	89	6	27	3	0	0	140	0	0	99	4	63	0	48	44	1	2	123	0	25	62	0	66	63	70	0	44	70	208	193	152	56	12	7	8	33
"5"	188	27	1	1	4	11	103	16	4	2	44	0	0	113	0	30	27	39	0	0	0	87	0	35	2	0	58	34	123	1	23	3	64	120	39	106	47	0	53	30
"6"	205	13	15	1	27	22	64	25	0	0	88	0	1	76	0	75	4	30	0	0	9	49	0	38	13	0	35	3	51	0	56	26	131	104	119	73	10	1	35	52
"7"	8	10	151	0	81	214	121	82	0	0	80	0	0	13	0	20	1	12	14	0	0	48	18	6	2	0	40	1	45	0	6	13	74	24	43	14	4	4	32	40
"8"	206	70	0	0	26	9	45	47	1	2	113	0	0	70	10	77	4	70	0	0	0	111	0	58	22	0	60	52	106	0	0	18	234	143	112	65	67	45	7	9
"9"	215	10	77	0	62	14	15	0	0	0	24	0	0	57	19	16	1	43	0	0	28	45	0	24	8	6	40	50	10	0	11	2	47	35	48	57	21	6	37	8
"10"	79	17	16	0	194	1	0	1	0	6	71	1	1	41	0	124	0	18	0	0	0	103	0	26	30	0	30	11	66	0	34	11	115	142	19	109	8	33	99	89
"11"	227	0	21	0	198	37	3	44	4	4	87	0	5	60	0	49	0	12	0	0	0	119	4	51	4	0	102	14	66	0	16	23	183	135	82	55	77	108	13	52
"12"	36	13	0	0	81	84	95	21	0	0	82	14	0	53	0	30	7	30	0	0	0	116	2	5	18	0	61	13	27	0	23	29	91	97	46	36	37	3	40	7
"13"	129	34	2	0	89	27	116	47	0	0	49	0	1	39	0	51	8	35	0	0	0	212	6	15	14	0	36	39	72	0	18	11	172	154	81	125	51	30	45	31
"14"	23	67	0	0	109	24	239	43	0	0	125	0	0	40	1	60	0	16	3	3	1	96	0	11	3	1	69	14	39	16	32	6	73	145	57	24	26	0	6	14
"15"	26	56	2	0	138	98	127	28	0	0	174	1	0	63	1	83	8	75	2	0	0	80	4	24	18	0	10	10	116	0	6	12	196	292	137	42	84	2	45	31
"16"	9	524	0	12	21	0	360	2	0	0	33	0	0	66	0	46	1	3	0	0	35	80	0	8	5	1	29	24	70	0	17	1	74	63	55	76	11	29	31	27
"17"	126	22	0	7	31	25	74	3	4	10	119	0	0	80	1	34	9	49	3	0	16	110	0	13	5	1	101	42	70	0	67	54	131	135	102	42	47	37	22	28
"18"	41	77	1	10	142	0	7	6	7	0	86	1	0	25	2	15	0	25	0	0	0	101	7	13	6	0	24	6	24	1	7	26	69	57	81	58	41	0	16	20
"19"	362	8	39	0	100	2	1	37	4	10	99	7	0	66	6	68	0	25	6	0	0	100	0	39	38	2	20	18	44	0	2	35	169	205	64	56	5	12	45	17
"20"	75	136	24	39	192	0	0	2	17	1	99	0	1	22	0	44	0	8	0	0	5	52	9	1	9	2	13	4	50	0	11	15	42	45	105	66	69	32	22	25
"21"	58	46	6	13	121	4	36	4	0	1	92	0	0	41	0	60	17	31	6	0	0	117	7	6	36	0	42	15	86	0	19	93	94	133	131	87	28	29	33	42
"22"	130	25	69	0	12	30	98	35	0	4	91	3	0	68	0	92	4	18	0	0	4	82	0	34	3	0	25	18	73	0	14	6	76	73	53	70	37	8	30	72
"23"	65	0	613	0	93	8	0	8	0	0	84	0	0	45	0	18	0	14	3	0	0	41	0	6	17	0	6	17	15	0	4	7	62	98	24	30	9	1	0	3
"24"	106	2	323	0	46	1	30	6	0	0	65	0	0	43	3	45	6	10	5	12	0	98	0	13	4	6	47	5	21	6	76	0	113	44	85	17	43	0	3	31
"25"	213	27	13	8	1	8	59	8	0	0	114	9	0	13	2	49	0	19	1	4	0	53	0	0	3	1	7	0	35	0	9	26	102	101	47	62	39	31	8	21
"26"	47	33	0	0	84	55	121	48	0	6	74	0	0	62	3	91	5	14	2	3	0	144	0	38	22	9	36	35	69	0	5	71	225	32	74	82	53	0	19	8
"27"	268	9	34	0	55	86	6	39	8	0	136	0	0	50	18	93	20	5	0	0	0	99	0	47	44	0	47	2	176	0	72	58	141	76	90	93	0	9	51	32
"28"	52	207	0	26	223	0	33	0	13	2	67	15	0	79	0	38	2	35	0	0	0	97	0	3	20	1	32	42	58	0	29	22	131	119	97	62	19	47	0	22
"29"	220	23	15	0	99	1	9	22	5	1	126	2	0	96	0	58	1	20	3	0	0	72	0	31	17	0	59	13	45	0	13	38	143	301	92	145	24	7	58	78
"30"	110	0	124	0	169	28	2	1	0	0	98	0	0	37	0	50	6	66	29	0	0	152	1	11	14	0	70	7	39	0	4	10	117	199	177	24	54	13	5	55
"31"	177	6	22	0	95	18	20	1	0	0	115	0	0	64	0	94	0	46	3	0	6	171	2	29	21	2	34	9	25	1	15	8	237	190	126	57	31	3	48	91
"32"	182	29	15	0	0	10	67	5	21	1	143	0	0	13	0	36	4	33	0	0	3	138	0	10	9	0	55	1	33	19	12	10	72	99	69	103	30	9	43	43
"33"	40	15	16	0	526	31	5	0	1	0	90	0	0	54	0	44	8	9	0	0	5	32	0	20	9	0	43	2	41	0	65	26	122	62	108	25	24	0	0	19
"34"	309	3	90	0	112	7	2	3	14	1	109	5	3	68	0	29	1	24	0	3	0	77	18	17	33	15	114	42	82	1	25	39	139	230	31	107	39	17	48	118
"35"	496	5	47	0	1	5	15	5	0	0	15	0	0	17	0	51	1	69	2	0	11	72	9	0	9	0	29	26	56	0	14	59	94	63	138	39	36	2	16	43
"36"	200	3	2	0	20	106	236	21	7	64	111	0	0	85	3	32	2	106	0	0	0	79	0	5	22	0	31	39	26	0	17	38	159	124	80	42	45	0	9	19
"37"	79	46	15	7	161	0	6	0	0	0	27	1	0	120	0	78	0	27	3	0	2	59	0	6	6	0	71	4	30	0	38	7	200	47	36	73	27	6	7	27
"38"	79	41	0	0	95	30	126	21	0	0	121	0	0	67	21	106	18	141	2	0	1	138	6	45	17	0	189	2	73	0	25	20	119	235	19	116	62	7	12	34
"39"	48	95	0	0	28	18	72	7	7	0	99	4	0	64	1	53	10	16	0	0	0	83	0	39	7	0	7	27	28	0	8	30	147	50	98	43	12	0	16	71
"40"	2	62	0	0	92	8	162	42	0	0	94	0	0	104	0	28	9	23	4	0	0	69	0	5	2	0	47	5	22	0	27	7	96	51	126	12	13	0	9	48
"41"	104	22	0	0	6	51	100	3	1	0	140	0	0	32	19	18	2	11	11	0	0	72	6	4	8	0	30	19	67	0	32	44	32	81	97	26	0	11	13	47
"42"	65	37	0	0	50	0	101	13	0	0	63	4	0	58	2	29	3	31	0	0	14	107	17	20	18	1	37	5	26	0	31	25	116	142	99	60	51	4	10	27
"43"	56	16	13	0	681	1	0	0	0	0	101	0	0	33	0	28	10	56	0	0	2	134	0	0	10	2	20	8	111	0	19	7	99	144	70	78	11	0	36	36
"44"	113	171	0	0	12	29	142	6	0	0	95	0	0	17	1	51	50	19	0	0	1	118	0	33	8	0	21	17	21	0	62	11	120	179	68	32	39	29	20	39
"45"	72	16	0	0	67	10	32	2	0	2	47	2	0	42	0	21	4	38	0	0	0	72	0	2	4	0	41	18	41	0	85	9	105	119	40	41	26	15	12	21
"46"	11	64	0	0	266	5	24	9	0	0	151	0	0	51	0	67	0	175	0	1	6	154	0	10	27	0	38	79	61	0	29	32	146	125	124	105	8	11	43	39
"47"	33	3	0	0	50	89	263	35	5	0	89	0	0	25	0	35	2	49	1	14	0	67	0	47	17	0	112	8	57	0	39	17	75	115	67	93	34	2	7	102
"48"	311	0	7	0	44	34	15	1	10	3	70	0	0	53	0	61	10	55	0	2	0	122	0	9	23	0	90	10	154	0	13	13	161	78	107	144	15	12	4	37
"49"	21	52	0	0	168	15	14	2	6	4	96	0	0	88	1	96	2	27	12	0	0	130	0	22	20	2	81	10	77	0	26	8	251	63	36	22	19	7	4	92
"50"	7	18	62	0	460	40	20	11	0	0	28	0	0	53	0	39	0	50	3	0	0	35	0	32	11	0	40	11	4	0	6	0	86	73	127	23	15	4	14	39
"51"	155	5	134	7	43	2	39	32	0	0	85	4	0	40	0	12	3	35	0	0	0	144	0	21	4	48	5	16	66	0	29	22	38	98	68	67	3	0	24	25
"52"	31	13	1	9	4	29	290	53	0	0	78	0	0	32	0	24	1	18	0	0	0	43	0	26	0	0	54	1	34	15	7	15	54	41	89	16	31	12	3	23
"53"	357	19	26	0	80	1	67	54	0	7	116	0	0	53	0	101	12	33	0	0	6	120	7	44	4	1	23	4	69	0	37	2	61	111	136	37	32	12	43	11
"54"	55	8	10	0	277	0	14	0	0	0	61	0	11	65	0	57	1	12	0	0	0	166	0	12	18	1	61	3	14	0	24	60	79	72	39	66	6	10	14	32
"55"	79	79	42	0	100	5	49	3	0	6	79	6	0	76	17	116	1	35	0	0	0	129	5	46	5	0	80	41	27	1	7	37	272	146	103	50	34	9	40	35
"56"	12	9	0	0	623	15	34	19	0	23	21	0	0	45	2	50	1	20	1	0	0	150	0	9	32	0	17	25	30	0	66	23	115	143	69	97	8	7	19	18
"57"	418	4	147	0	2	8	52	3	0	0	99	0	8	58	0	24	0	32	6	0	24	97	0	43	53	0	10	15	59	2	44	52	170	139	174	75	87	26	11	22
"58"	47	77	3	0	171	2	6	0	0	0	112	11	3	28	5	55	0	11	0	2	18	94	4	21	21	0	15	27	33	0	69	13	73	51	80	83	18	4	24	46
"59"	85	31	34	4	363	2	3	25	0	0	38	0	1	68	0	11	0	6	0	0	0	115	0	2	4	0	67	13	14	1	52	9	105	142	90	40	41	40	28	18
"60"	232	11	19	4	35	6	36	13	0	3	135	0	4	34	0	95	0	8	6	1	0	105	0	8	0	0	27	15	85	0	45	20	93	49	96	41	3	2	36	66
"61"	181	35	0	0	193	0	10	2	40	9	158	4	1	93	0	51	6	34	27	2	15	99	1	65	20	0	8	34	57	0	49	14	201	229	198	67	6	17	30	38
"62"	250	0	227	0	90	33	20	43	0	6	137	6	0	38	5	74	0	19	0	0	0	153	0	14	15	0	78	7	27	0	18	23	176	68	31	71	50	4	17	45
"63"	319	2	0	0	15	24	86	0	0	1	52	0	2	72	0	54	5	12	3	2	17	81	2	2	6	0	49	39	61	0	32	14	79	200	49	41	8	10	4	14
"64"	243	51	0	0	8	84	50	0	0	0	71	0	0	74	6	25	31	43	0	0	13	73	0	6	72	0	37	104	72	0	34	9	202	143	50	99	40	25	7	22
"65"	27	20	13	0	709	4	9	1	0	0	68	5	0	77	8	39	13	31	0	1	6	41	0	0	17	0	124	25	41	0	15	1	247	81	23	21	2	1	18	116
"66"	105	5	1	0	12	56	272	48	0	26	79	8	19	77	0	19	28	94	25	1	14	155	0	25	45	2	142	23	83	0	32	44	108	75	134	45	27	11	75	21
"67"	144	38	59	18	148	51	29	4	2	2	115	0	0	103	33	64	11	24	0	0	0	128	59	35	22	0	75	18	13	0	71	18	106	84	126	82	57	1	23	35
"68"	202	44	4	24	3	15	98	9	0	0	132	0	0	69	0	27	0	29	0	35	0	82	0	20	29	0	57	12	25	2	52	6	100	82	121	108	59	19	21	66
