"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	40	3	42	12	53	15	27	35	62	48	34	29	30	3	71	35	4	199	0	19	39	129	9	113	25	18	12	13	106	0	0	0	35	4	79	19	1	11	10	63
"2"	19	23	148	0	108	38	15	45	85	103	71	12	34	32	99	8	0	274	1	6	32	199	5	129	77	10	31	1	53	0	24	0	9	4	82	18	0	8	1	99
"3"	4	19	136	19	35	49	19	150	1	36	59	8	6	26	2	55	0	349	0	25	73	98	2	116	121	17	34	7	37	1	0	0	77	26	94	11	16	38	9	40
"4"	0	5	0	44	590	0	1	18	12	49	2	12	0	5	8	4	0	106	0	0	19	32	5	57	14	0	3	1	14	0	2	0	15	0	25	3	0	14	19	25
"5"	11	14	5	31	321	4	8	15	92	71	31	18	2	3	31	15	1	71	0	5	38	56	14	74	62	2	2	0	31	1	10	2	64	14	67	29	1	16	27	55
"6"	11	16	20	15	447	0	0	15	53	35	12	10	8	5	49	17	0	164	60	59	34	80	4	87	41	0	4	2	24	0	0	0	23	3	84	42	3	12	20	23
"7"	5	15	13	21	358	0	1	13	42	79	135	13	0	22	28	73	2	105	3	17	10	67	0	129	17	0	5	6	28	0	3	1	54	0	64	18	0	25	6	20
"8"	5	60	176	7	15	6	0	12	98	60	44	46	0	6	90	19	9	232	12	12	19	93	60	111	184	13	23	5	70	0	0	1	63	11	41	108	1	20	3	62
"9"	4	0	0	128	990	0	16	74	37	32	13	3	0	5	51	31	2	89	0	3	0	67	1	62	18	1	20	0	45	0	3	0	12	0	36	14	0	3	0	12
"10"	60	105	10	19	192	0	0	39	29	33	17	10	1	7	15	39	1	92	0	0	128	112	1	230	60	3	2	18	42	0	3	28	27	0	138	6	0	3	11	43
"11"	3	2	7	5	361	5	4	2	85	51	23	144	1	1	18	61	1	177	10	29	13	30	3	61	26	3	10	19	24	0	0	0	42	1	139	38	4	34	34	7
"12"	0	13	19	27	364	0	0	5	57	36	22	3	7	65	19	31	0	226	10	3	16	230	1	151	27	7	48	0	16	11	0	0	43	5	106	40	2	27	4	51
"13"	9	175	30	12	26	43	23	48	51	12	37	57	56	1	27	13	0	113	2	50	11	139	8	67	40	10	12	0	32	0	4	0	43	4	66	8	9	17	1	60
