"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	0	10	0	0	300	11	0	22	3	40	11	36	38	0	1	0	25	17	4	90	9	25	0	16	0	10	0	41	12	16	8	0	6	1	12	0	0	1	35	0	0	4	22	0	8	6	1	37	23	13	3	2	16	0	0	2	3	0	1	0	1	0	0	0	1	9	31	2	0	0	0	10	23	0	3	0	3	27	0
"2"	5	39	0	0	29	18	0	20	0	1	15	1	24	90	9	0	0	27	2	2	31	20	40	0	20	0	16	0	79	7	24	5	0	0	5	0	6	21	4	33	0	0	23	26	11	0	41	1	70	25	7	93	36	8	0	0	33	13	0	16	6	0	0	0	0	0	14	13	8	0	3	4	1	31	0	3	0	2	10	0
"3"	35	71	0	0	10	7	375	86	5	24	0	5	35	81	6	0	0	3	2	46	36	40	20	1	34	0	8	2	63	66	24	0	3	4	3	0	56	0	0	50	0	0	0	22	7	71	2	6	108	46	0	0	41	0	0	0	6	16	0	5	7	31	0	6	0	5	3	39	8	2	0	1	22	37	14	12	1	1	42	7
"4"	55	45	0	0	0	4	33	0	8	11	38	3	66	50	1	0	1	13	4	2	64	33	8	0	42	2	3	1	65	3	31	8	11	0	9	0	4	0	62	32	0	3	2	44	0	13	13	0	55	5	3	22	19	0	3	2	7	26	5	0	24	5	0	0	1	0	0	74	0	0	34	0	1	25	0	1	0	4	26	12
"5"	0	83	0	0	96	30	1	21	111	0	7	0	74	100	2	0	0	13	4	0	57	12	36	0	29	0	7	2	71	45	10	4	5	0	1	0	0	6	21	22	0	1	3	118	7	3	2	0	75	18	0	7	25	70	0	0	34	48	0	50	0	0	5	21	4	0	0	30	2	14	0	0	6	35	0	54	0	0	163	0
"6"	0	4	3	2	0	751	1	0	142	0	3	0	43	24	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	4	0	0	0	3	0	0	0	0	0	1	0	0	11	1	5	0	40	0	0	0	0	8	0	0	0	4	22	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	11	3
"7"	1	31	0	0	25	188	0	82	64	0	219	1	10	117	0	0	34	40	0	2	38	14	21	0	23	0	7	0	68	12	27	66	2	20	1	0	23	0	4	21	0	0	1	61	8	8	5	0	126	54	7	30	58	0	0	0	47	17	0	33	38	0	0	1	0	8	0	59	1	0	10	0	0	11	0	7	14	6	40	13
"8"	6	308	0	12	0	16	23	0	0	19	72	0	40	35	0	0	0	51	4	8	97	25	48	0	54	0	45	1	74	45	9	2	6	0	10	0	9	0	35	14	0	0	7	19	7	7	0	0	40	37	3	31	34	5	0	4	6	15	0	20	2	14	1	9	0	26	0	14	7	0	0	5	5	12	0	24	0	36	70	14
"9"	0	66	0	0	64	24	22	20	455	0	4	0	133	35	0	0	0	3	15	2	70	6	27	0	45	0	20	0	26	11	16	8	4	0	1	0	8	13	5	7	0	0	0	50	0	0	20	0	113	30	0	29	15	5	0	0	21	7	1	2	24	3	1	20	0	0	0	45	5	0	0	1	12	39	0	15	0	2	104	25
"10"	6	10	0	0	0	22	39	0	606	4	4	2	13	5	0	0	0	0	0	5	34	14	0	0	5	0	11	0	26	8	2	1	0	0	0	6	4	0	0	14	0	0	0	23	21	0	0	0	18	19	0	0	24	14	1	4	1	16	0	0	2	1	19	2	1	0	0	11	0	6	3	0	0	14	0	0	0	4	40	13
