"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	24	13	42	25	0	0	311	0	80	0	63	0	0	0	79	1	0	3	0	0	4	0	5	0	48	0	3	1	5	2	10	20	0	39	10	0	14	0	0	0	21	92	84	84	0	0	8	22	3	0	0	0	0	1	29	9	2	2	0	0	0	15	9	0	18	2	0	6	0	12	0	0	0	0	6	0	0	4	11	0	0	1	18	0	30	0	21	0	50	1	35	39	14	0	32	0	25	11	0	35	8	4	4	0	8	9	0	12	0	0	39	23	19	6	0	0	0	0	5	0
"2"	30	69	1	0	113	0	6	43	29	1	14	28	0	0	17	17	13	2	7	31	14	0	0	0	7	0	0	0	5	0	11	29	11	30	1	0	62	0	0	0	92	6	46	75	4	1	1	38	0	0	0	0	1	0	21	55	5	1	14	0	0	0	12	25	1	0	7	37	0	31	0	0	0	8	1	6	66	8	9	11	28	22	15	0	64	26	0	4	12	0	24	21	66	1	27	0	61	14	1	0	50	18	22	21	12	7	0	91	0	0	36	54	10	30	0	0	0	0	13	1
"3"	0	64	0	19	21	0	190	0	7	38	2	0	0	18	18	25	0	1	73	0	6	0	6	1	2	0	0	2	0	0	15	13	6	76	0	0	5	0	0	0	25	35	22	51	3	0	3	29	0	1	0	0	0	0	1	32	5	1	2	4	0	2	0	1	0	7	0	46	0	29	0	0	0	2	11	0	0	0	8	24	2	8	21	0	47	3	0	0	44	0	36	0	16	0	0	0	40	5	0	1	19	1	19	22	12	0	0	2	0	0	52	2	36	31	0	0	0	0	9	0
"4"	15	20	2	0	5	0	9	162	44	0	0	1	0	2	90	2	0	0	9	9	28	0	0	0	9	9	0	0	9	0	31	10	11	29	5	0	22	0	10	0	51	16	5	37	0	1	13	14	22	19	0	3	1	0	17	17	2	12	3	0	0	1	0	30	1	7	3	81	0	30	2	0	4	8	2	0	0	2	0	22	2	0	11	0	73	3	0	0	27	0	16	4	0	0	38	0	17	67	0	0	3	39	11	41	24	43	0	28	0	0	54	1	13	35	0	5	3	0	16	0
"5"	33	38	0	0	157	0	62	20	80	4	0	3	3	15	0	189	1	23	79	14	2	0	6	0	24	2	9	0	2	0	13	30	5	73	1	0	64	0	8	0	66	5	5	14	0	0	1	21	0	1	0	0	0	4	20	11	17	18	15	7	10	3	14	21	0	0	0	31	0	61	1	0	0	1	26	0	0	12	5	1	37	1	15	1	23	6	1	3	15	1	30	1	0	0	21	9	19	58	0	0	6	44	19	2	18	14	0	20	0	0	39	33	54	79	3	0	3	0	12	16
"6"	31	51	0	0	726	0	240	0	20	0	2	5	0	52	0	65	0	0	0	16	3	0	0	0	5	7	0	0	13	1	0	3	2	1	0	0	20	0	0	0	0	0	14	30	0	0	19	3	13	0	0	0	0	0	2	1	0	0	2	0	0	0	16	0	6	0	0	16	0	1	0	0	0	0	0	1	0	36	0	0	0	0	27	0	31	23	0	0	0	0	31	14	1	1	2	0	3	2	0	0	0	9	2	0	29	1	11	11	0	0	23	0	13	4	1	0	2	1	1	7
"7"	34	22	0	38	44	0	3	81	77	0	3	20	0	19	10	63	41	2	2	8	1	0	1	21	12	28	0	9	9	1	44	0	0	15	8	0	28	0	0	0	58	18	67	34	3	0	29	21	0	0	10	0	0	0	0	46	0	25	24	0	0	8	0	0	13	0	5	62	3	19	0	0	0	0	14	11	0	6	3	1	2	35	21	6	21	0	4	0	6	0	44	5	35	0	17	3	21	54	0	0	20	1	8	18	5	9	1	27	0	0	57	3	35	22	9	11	7	0	15	1
"8"	0	67	0	59	55	0	34	7	28	0	0	3	2	6	3	95	0	0	2	4	6	0	0	9	4	38	0	5	21	0	37	17	1	59	0	0	32	0	0	0	64	29	6	49	24	0	5	36	2	0	0	0	0	3	10	69	8	23	12	0	0	24	0	3	19	1	3	38	23	11	0	0	0	0	10	0	0	2	0	0	3	1	4	5	88	27	1	0	22	5	25	13	1	9	8	9	46	83	0	21	0	10	42	36	0	19	5	1	0	0	15	45	23	78	6	0	0	0	11	9
"9"	189	98	0	0	198	0	9	10	32	22	42	18	3	49	0	90	0	0	38	52	5	0	1	0	22	0	34	1	4	1	49	33	11	17	0	0	33	0	0	0	15	1	26	52	0	2	6	15	0	2	0	0	2	27	25	40	5	0	17	1	6	1	0	3	24	2	13	34	0	40	0	0	0	0	4	0	0	0	1	13	0	3	2	1	9	15	0	2	8	0	35	1	1	2	43	0	11	15	1	17	45	16	2	7	38	37	29	6	0	0	33	25	21	56	0	0	31	0	1	12
"10"	2	0	75	0	0	7	78	0	3	10	0	0	0	0	186	1	0	0	10	8	1	0	2	0	17	0	0	0	12	0	42	7	4	6	0	0	21	0	0	8	44	1	33	24	0	0	9	4	0	0	0	0	0	0	2	18	0	41	0	0	0	0	3	1	1	0	0	6	0	18	0	0	0	7	17	1	0	15	2	5	1	15	16	0	15	11	0	0	2	0	22	21	3	0	26	0	12	17	0	10	3	0	8	8	9	10	1	3	3	0	5	0	14	37	0	0	0	0	26	7
