"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	83	221	0	14	0	70	9	0	17	0	22	2	0	13	33	95	9	44	0	24	13	1	58	43	158	9	127	2	11	92	0	20	19	11	150	141	0	107	15	97
"2"	4	218	5	573	2	9	0	0	4	0	4	0	0	2	0	6	0	24	1	0	0	0	13	28	43	0	79	0	33	29	0	10	0	5	13	11	0	20	3	61
"3"	3	0	6	0	0	433	263	11	4	0	43	0	4	0	12	9	5	17	0	7	4	19	69	45	30	0	40	0	7	1	3	12	0	0	66	9	0	52	16	27
"4"	19	507	1	98	0	34	9	0	6	0	22	1	0	18	22	25	2	1	3	7	18	38	126	89	59	3	91	0	17	16	0	4	19	18	182	32	0	116	32	49
"5"	2	307	1	111	19	3	1	0	9	0	0	1	0	16	25	14	36	3	0	2	8	31	45	12	30	2	37	0	5	31	0	1	6	7	110	7	0	76	34	27
"6"	23	573	0	14	4	10	4	0	65	1	65	0	2	22	0	16	13	49	0	5	4	15	24	18	88	0	72	0	0	49	0	8	1	1	135	46	0	46	6	65
"7"	19	39	0	105	562	34	3	0	11	0	1	0	0	5	53	44	12	48	17	6	5	20	101	62	85	25	95	0	90	53	0	13	0	55	143	61	1	78	73	80
"8"	23	235	2	4	0	129	236	10	0	0	18	0	4	2	0	52	1	2	26	11	9	8	90	43	95	3	222	0	13	73	0	22	30	1	105	38	0	85	45	102
"9"	1	6	0	0	25	925	19	0	0	0	34	0	0	2	0	9	10	4	0	39	2	0	9	30	32	0	6	0	24	25	0	2	35	2	96	44	0	17	72	18
"10"	14	77	0	0	28	47	208	0	6	6	7	0	0	114	4	43	12	34	6	3	7	1	91	80	121	0	171	0	17	82	2	4	3	0	98	33	0	52	81	44
"11"	14	14	6	0	0	55	262	5	1	5	14	1	0	23	6	35	15	13	5	4	0	3	43	47	47	1	78	0	10	40	0	0	1	0	80	61	38	25	28	83
"12"	11	14	0	40	41	209	79	0	9	0	30	20	0	23	11	105	1	31	2	22	26	11	44	60	182	3	78	0	23	53	20	29	41	6	108	54	0	14	13	160
"13"	23	90	0	0	0	64	714	0	0	0	15	0	0	11	7	22	1	86	9	8	27	0	54	14	42	0	41	0	11	22	0	0	1	0	146	93	0	36	22	17
"14"	4	51	1	0	38	216	109	1	3	0	42	1	0	55	3	41	16	58	8	27	53	3	108	27	183	0	153	0	59	30	1	1	45	8	271	36	0	69	73	85
"15"	4	2	1	19	54	609	141	0	7	0	18	0	6	13	5	24	0	48	19	25	17	36	35	63	128	0	42	18	5	143	9	1	27	3	87	40	0	50	27	44
"16"	21	73	5	1	2	168	160	0	3	2	16	0	10	4	17	56	19	123	16	19	6	1	167	68	32	1	78	8	38	25	0	12	4	3	85	43	14	72	45	137
"17"	16	4	0	2	1529	1	0	0	17	0	5	0	0	1	0	18	0	9	0	0	6	1	40	7	72	0	44	0	65	10	6	0	0	4	34	54	0	1	22	26
"18"	14	49	25	780	92	46	0	0	62	0	4	50	32	9	0	96	18	7	1	17	6	3	91	22	123	0	23	0	14	18	0	0	36	0	38	23	12	76	70	142
"19"	16	78	0	112	83	0	0	3	47	0	3	0	0	33	0	34	2	12	25	1	125	9	92	56	116	2	68	0	13	58	5	0	14	1	145	68	0	63	50	69
"20"	99	476	3	28	16	4	106	29	5	1	49	25	2	53	1	29	8	12	5	15	45	2	94	51	84	7	80	0	45	54	0	4	11	7	125	105	6	50	12	138
"21"	10	41	2	108	148	1	68	0	0	0	14	3	3	44	2	39	28	32	44	1	6	9	107	170	129	16	51	2	11	56	2	13	47	4	114	158	0	84	75	86
"22"	8	3	0	8	143	198	79	0	12	1	2	13	0	3	9	40	0	11	0	4	59	4	77	54	22	0	94	3	34	22	0	24	6	2	170	32	32	22	3	29
"23"	5	59	37	43	27	50	69	0	44	0	14	2	0	30	1	63	19	16	6	0	11	21	64	21	106	0	132	0	18	43	15	0	15	6	150	18	0	76	61	65
"24"	42	62	0	0	33	125	431	0	7	0	11	0	0	44	16	32	0	15	19	23	23	20	34	28	86	7	127	0	8	25	0	2	26	23	199	39	0	24	111	47
"25"	12	3	2	0	225	86	137	1	12	0	40	0	1	37	14	61	15	7	4	15	15	67	139	135	94	5	114	0	22	27	5	0	17	0	175	72	0	79	70	111
"26"	8	26	0	4	38	37	59	0	2	0	8	23	0	13	1	74	3	6	26	7	29	4	49	112	55	4	45	0	11	78	4	0	29	14	114	36	1	49	37	24
"27"	8	29	35	35	27	212	6	1	38	0	25	0	0	7	0	65	9	25	3	14	6	22	97	141	72	0	127	0	55	85	1	2	11	0	155	176	3	117	48	139
"28"	20	6	0	3	6	212	58	4	8	0	3	0	0	3	0	27	27	23	10	9	34	5	38	54	47	5	50	1	0	88	0	2	9	3	155	38	0	27	41	35
"29"	2	102	76	55	8	328	32	2	11	0	7	18	0	26	29	29	63	22	10	6	12	11	81	115	109	3	130	3	1	120	2	4	10	2	126	86	0	93	30	91
"30"	0	23	7	115	0	65	162	3	0	0	9	0	0	26	0	58	0	13	15	33	30	10	85	56	76	10	102	5	9	71	35	10	16	3	92	21	0	14	20	64
"31"	16	0	0	0	743	38	0	0	1	0	2	0	0	0	2	8	0	6	0	0	1	0	21	6	21	15	23	0	3	8	0	0	2	0	34	23	0	10	10	23
"32"	6	0	7	63	164	123	19	3	2	1	61	0	0	26	7	94	29	28	47	21	71	30	65	148	129	1	107	0	19	20	1	42	19	2	181	120	0	126	59	85
"33"	31	411	0	13	82	31	2	0	13	0	41	26	0	44	6	99	7	28	6	81	26	2	83	90	97	14	81	0	16	89	0	0	13	9	108	55	0	36	97	65
"34"	37	12	0	30	175	1	15	0	9	0	32	8	0	2	3	57	4	15	27	18	6	0	61	39	35	0	35	0	9	20	0	1	69	15	153	35	0	15	29	63
"35"	5	62	0	35	79	36	33	0	60	6	14	12	0	1	4	27	10	36	23	7	10	45	33	119	52	0	67	2	4	49	12	7	8	6	94	64	0	93	38	41
"36"	0	35	0	0	6	16	998	11	4	0	8	0	0	0	0	7	0	27	8	28	35	2	6	29	105	0	13	0	1	3	0	1	4	0	41	34	0	5	14	29
"37"	57	114	20	8	521	0	9	0	24	0	14	3	0	51	4	61	12	7	18	5	12	4	21	58	69	11	64	0	17	52	0	0	8	1	210	55	2	33	67	72
"38"	33	14	0	27	157	5	58	0	37	5	17	3	0	16	2	54	0	53	14	5	16	46	64	63	55	2	68	0	39	45	3	4	6	0	199	118	0	67	125	131
"39"	77	96	17	12	1	211	188	3	20	1	9	0	2	2	10	55	5	8	1	60	16	1	141	101	135	14	80	0	41	32	2	2	5	16	216	29	1	79	27	90
"40"	72	77	0	0	68	179	41	0	29	0	33	2	0	32	11	97	32	21	104	0	88	5	97	55	148	2	236	0	33	9	15	2	62	29	117	61	0	76	11	68
"41"	56	80	0	2	349	7	12	0	18	8	62	0	0	45	61	59	1	92	9	20	45	0	153	88	49	0	138	0	2	59	0	0	7	3	179	100	13	60	10	91
"42"	67	92	0	74	63	22	61	3	7	11	26	1	0	10	13	26	1	39	5	35	11	14	76	94	83	2	48	2	37	41	7	0	5	3	168	19	0	45	26	49
"43"	18	16	17	47	19	268	89	0	22	2	35	3	0	13	14	51	0	47	38	21	8	6	27	60	83	3	109	0	52	52	1	2	35	6	126	76	0	77	28	43
"44"	4	105	15	5	77	6	53	0	39	0	17	4	0	3	0	14	0	18	20	25	3	33	70	29	78	1	36	0	2	33	0	2	21	25	87	43	0	81	36	63
"45"	6	33	2	1	204	3	170	0	0	0	41	0	0	6	1	62	0	49	7	11	7	5	55	41	103	20	70	0	7	7	0	5	37	14	130	98	0	18	23	61
"46"	4	3	1	0	1026	5	12	0	24	0	4	1	0	2	0	13	0	8	2	2	60	0	28	92	6	0	34	0	10	76	0	0	29	0	79	49	0	93	42	162
"47"	14	26	0	3	79	81	67	0	14	5	14	0	0	1	0	43	16	18	19	11	3	77	61	68	52	9	46	0	16	47	1	1	49	3	62	28	16	93	8	76
"48"	27	82	0	38	237	8	40	7	36	0	30	2	1	56	0	44	73	49	17	16	11	4	204	207	69	5	49	2	49	40	3	15	3	3	199	73	5	8	31	91
"49"	89	98	2	1	16	29	52	5	0	0	18	1	1	5	0	45	9	114	4	22	13	4	70	54	108	0	137	0	51	58	0	19	30	15	228	140	0	103	63	115
"50"	41	40	0	40	135	82	0	0	9	0	50	0	0	16	0	52	3	15	7	1	14	1	49	57	110	0	58	0	34	50	3	3	1	3	235	39	2	31	23	123
"51"	1	2	26	474	118	166	19	1	13	0	31	0	0	7	0	15	2	42	1	8	29	10	90	106	158	6	84	0	71	3	0	0	13	0	114	48	0	53	102	106
"52"	20	145	0	5	3	9	227	0	10	0	6	4	1	14	4	12	0	23	36	4	18	0	127	107	72	5	62	0	19	34	0	2	7	6	126	24	0	31	34	36
"53"	33	129	0	0	13	106	67	1	5	0	11	23	2	27	12	56	8	7	22	3	20	1	112	61	76	1	21	0	71	69	0	0	4	1	176	48	2	53	86	57
"54"	14	22	6	0	6	232	269	4	13	3	14	0	0	17	21	9	35	20	10	4	37	63	42	87	39	10	118	0	25	69	3	0	39	4	158	65	0	91	52	27
"55"	0	5	0	6	127	26	324	5	0	2	16	1	0	15	0	51	13	15	2	19	41	37	38	34	47	1	62	0	4	25	15	0	9	0	179	23	0	47	45	27
"56"	46	167	22	17	4	15	45	9	49	0	28	0	0	25	0	40	16	47	37	34	13	10	90	35	126	3	95	0	32	34	1	25	26	8	101	102	0	77	27	123
"57"	16	79	36	140	33	27	3	0	3	0	6	0	12	12	0	54	6	77	2	40	27	0	103	82	148	1	48	0	15	18	2	0	25	1	110	33	6	40	42	43
"58"	1	14	38	176	236	97	7	0	9	0	35	11	0	58	5	52	6	13	3	3	3	0	97	84	106	16	242	3	16	79	0	8	25	4	185	46	16	95	81	29
"59"	0	30	26	19	278	59	39	0	1	0	13	0	3	2	17	20	0	31	13	0	6	1	195	30	77	1	96	0	2	10	0	0	8	0	125	52	0	45	24	41
"60"	28	39	1	26	3	188	27	0	2	0	55	1	0	45	1	39	0	15	0	42	42	0	127	101	120	5	146	0	7	3	0	12	2	7	173	72	0	67	31	69
