"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	42	0	2	185	30	40	0	90	2	101	4	111	3	23	19	0	29	7	43	3	140	7	39	185	87	0	35	24	0	5	21	27	17	45	24	0	36	167	110	6
"2"	100	0	0	16	235	44	0	18	2	139	7	87	37	11	2	0	4	4	14	4	201	8	8	135	95	0	52	29	0	18	3	103	4	86	46	0	31	77	103	0
"3"	99	1	0	82	45	76	35	80	14	88	0	132	7	18	70	0	7	1	10	0	104	20	34	140	79	0	24	15	1	27	11	49	3	49	26	35	25	169	172	1
"4"	2	0	0	3	545	63	81	100	5	132	0	120	5	3	17	0	15	6	3	17	136	8	1	51	92	1	22	17	7	5	1	80	10	140	20	7	16	108	65	0
"5"	19	1	0	103	22	29	5	175	6	90	10	48	0	15	5	1	10	9	4	2	168	14	17	97	97	4	67	6	0	27	1	44	66	35	28	8	1	168	87	7
"6"	96	0	0	17	443	203	0	66	6	121	1	207	0	21	15	0	7	17	5	1	61	8	23	106	81	0	34	0	0	45	2	43	18	4	31	8	5	99	203	2
"7"	54	0	0	0	206	86	22	14	0	50	4	31	2	7	33	0	8	22	13	0	73	55	10	83	37	16	63	19	9	6	0	11	7	26	3	6	42	96	79	1
"8"	26	0	0	269	1	14	53	225	2	95	5	202	0	10	4	0	32	29	7	4	144	6	28	83	86	0	44	5	0	45	7	70	11	29	47	27	14	147	108	2
"9"	33	0	0	13	70	47	5	10	5	47	6	50	29	20	96	12	9	25	5	2	74	42	5	72	102	0	35	6	0	41	0	57	22	67	0	2	30	144	79	0
"10"	68	12	0	203	20	29	13	134	1	57	22	156	2	17	84	1	43	13	7	3	212	0	45	79	81	0	74	36	1	8	7	39	6	30	21	25	14	120	249	0
"11"	63	0	0	94	55	74	0	19	0	87	0	82	12	10	7	0	14	5	22	1	78	6	10	120	38	0	44	1	6	60	1	50	25	34	71	0	19	61	119	0
"12"	7	0	64	30	164	58	0	33	42	41	5	77	42	8	9	3	37	37	44	0	119	18	39	158	85	0	71	24	0	20	3	36	29	71	37	2	40	173	185	0
"13"	27	4	0	531	0	2	0	55	0	70	0	52	0	0	21	16	5	13	9	2	95	18	15	92	76	0	37	2	0	9	20	67	11	57	48	0	22	106	76	0
"14"	11	2	0	591	0	1	0	25	1	8	0	87	0	0	2	0	0	21	4	4	97	6	2	49	23	0	20	0	0	45	14	52	12	11	12	9	13	54	39	22
"15"	34	2	12	95	41	42	0	1	1	194	1	67	1	21	3	15	1	11	31	14	107	42	51	164	95	0	31	0	0	52	17	74	0	39	6	10	11	201	168	1
"16"	41	2	3	18	78	22	26	231	8	163	58	46	4	61	9	0	21	32	0	4	193	11	47	88	57	0	85	50	0	49	20	46	50	31	9	0	15	158	158	0
"17"	19	2	0	0	119	134	137	75	0	79	0	121	8	3	0	1	0	2	18	0	128	8	5	70	33	0	46	1	0	66	0	25	1	55	17	0	26	50	61	0
"18"	38	129	1	234	13	16	10	43	5	151	0	106	0	10	3	7	9	47	3	0	37	5	1	52	28	0	21	20	0	71	17	30	6	56	83	2	13	101	76	5
"19"	10	14	0	9	383	189	6	21	0	18	22	61	0	2	0	0	6	2	4	0	29	14	1	26	57	0	16	25	0	0	0	15	0	16	7	0	5	29	37	0
"20"	13	64	0	53	4	44	3	99	0	193	0	179	15	52	20	2	2	47	16	0	119	0	32	148	37	0	58	29	1	45	2	63	25	32	44	17	4	97	70	0
"21"	6	2	0	0	194	25	6	167	1	34	1	115	0	7	6	0	12	16	31	29	61	15	3	168	69	0	46	2	8	50	1	89	8	71	4	20	7	82	162	0
"22"	24	0	0	82	5	41	21	82	8	33	0	99	4	23	3	0	12	1	11	0	119	4	0	45	91	13	46	28	0	5	1	48	4	59	21	1	1	134	112	1
"23"	22	1	0	29	20	54	8	91	6	86	10	58	1	1	15	0	11	1	26	2	75	14	5	50	35	0	42	21	0	2	0	18	5	91	7	0	16	79	110	0
"24"	7	2	10	21	419	117	0	0	0	79	55	138	1	4	20	1	3	11	3	62	56	4	37	64	51	0	36	2	9	39	0	52	10	25	13	0	0	51	65	0
"25"	38	10	0	20	76	48	37	162	4	129	7	93	3	17	17	0	25	7	1	0	142	7	6	168	94	1	134	10	11	16	2	60	0	134	52	10	9	203	174	6
