"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	10	27	0	2	24	0	85	1	22	0	0	0	78	0	95	1	0	0	22	0	3	3	14	7	0	0	17	8	0	0	3	5	4	41	2	2	109	0	0	144	58	69	0	1	0	2	0	56	3	72	0	114	8	5	27	0	9	25	0	0	61	16	54	1	51	12	24	23	0	0	0	0	1	26	4	22	2	0	84	0
"2"	0	307	27	0	0	7	127	0	0	18	14	4	89	16	40	0	0	0	1	9	27	25	37	4	0	0	8	28	20	7	0	10	32	41	35	0	18	0	0	55	12	15	3	0	8	0	0	114	2	48	4	25	0	3	99	5	3	2	12	7	19	30	138	1	17	1	1	64	1	0	0	0	42	13	0	20	0	4	11	0
"3"	1	30	51	0	0	0	2	0	0	18	0	0	34	0	19	9	8	0	18	7	6	24	7	0	4	2	1	4	1	0	0	3	2	21	41	0	18	0	0	50	9	46	1	5	5	0	3	80	1	36	2	63	18	3	64	2	0	33	0	0	10	21	63	2	37	0	13	52	7	0	0	5	0	3	16	21	2	8	1	0
"4"	2	98	35	0	0	92	0	0	0	177	0	0	142	2	98	0	0	0	3	0	4	3	26	0	0	0	0	14	1	7	0	1	8	13	63	0	53	0	20	43	11	29	0	1	3	0	0	40	6	38	9	39	2	1	106	2	1	0	0	0	25	4	87	0	7	12	0	14	0	12	4	4	23	7	0	74	3	0	25	0
"5"	1	16	73	0	0	56	55	31	0	10	0	0	105	0	144	27	0	25	30	9	4	44	24	1	0	0	4	15	0	1	0	0	6	43	9	0	49	0	0	116	3	61	0	0	54	0	0	25	0	70	5	27	0	56	43	0	8	9	0	0	31	26	50	0	93	0	14	37	0	4	0	3	5	6	10	87	3	24	48	1
"6"	11	2	7	2	0	0	44	0	5	7	2	0	26	3	20	5	0	0	15	0	45	27	51	7	1	0	0	7	3	3	0	2	17	72	0	0	39	3	0	114	13	62	0	0	1	4	0	50	6	70	9	69	0	30	24	0	18	12	0	15	8	35	94	0	42	21	0	64	11	0	0	0	6	5	2	107	4	0	18	0
"7"	18	10	64	0	0	27	0	1	0	85	0	0	152	21	112	2	0	8	41	0	0	45	25	7	0	0	0	9	0	0	0	8	31	86	5	0	84	21	0	133	50	82	0	4	5	2	0	45	0	59	7	144	1	6	56	0	12	8	0	0	38	2	93	0	49	1	3	39	0	0	0	0	20	0	0	30	28	0	15	0
"8"	5	5	10	0	4	0	53	0	0	0	0	21	97	35	46	3	0	0	7	0	19	56	14	4	1	0	0	12	4	0	0	1	1	33	31	0	70	9	0	41	5	34	23	0	1	0	0	56	11	52	12	67	1	48	23	0	4	8	0	4	16	16	102	0	65	15	0	16	4	0	1	0	19	0	4	59	33	13	18	0
"9"	4	1	0	3	0	7	42	0	0	15	4	0	78	10	28	2	3	1	9	0	57	18	31	27	0	1	6	4	0	0	3	4	4	26	31	2	68	0	0	70	31	94	0	0	0	3	0	123	5	91	7	15	0	7	123	0	0	0	0	15	39	3	64	0	68	0	0	49	0	1	1	0	42	5	0	24	11	0	24	0
"10"	2	43	5	1	0	8	12	0	0	18	0	0	105	24	88	1	0	0	4	0	12	20	22	1	0	9	13	11	4	0	0	26	0	44	17	0	14	21	0	36	14	45	0	8	9	1	0	30	2	37	24	64	0	20	68	0	11	0	0	33	3	37	106	2	99	0	0	19	4	0	2	3	4	11	2	48	0	0	4	0
