"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	8	56	2	7	0	13	48	19	84	13	6	10	28	3	0	0	91	21	0	54	0	78	1	0	3	0	0	0	136	16	6	2	0	17	6	0	35	131	42	14	56	34	72	36	23	17	69	1	0	27	6	24	39	0	16	16	0	4	27	0	12	0	60	0	0	17	43	0	64	13	0	72	0	30	16	0	0	21	55	0
"2"	11	26	0	95	24	18	0	52	0	37	26	4	46	5	4	2	39	25	3	40	0	99	0	0	2	0	1	26	61	42	2	4	11	38	0	10	0	67	36	20	69	2	55	32	41	12	0	1	12	0	33	46	28	0	9	0	0	14	17	0	21	0	81	0	21	5	52	44	24	0	19	41	1	93	1	0	0	1	37	13
"3"	38	4	57	143	0	1	71	61	2	0	8	2	15	0	0	0	86	13	0	37	0	58	2	0	5	0	2	0	15	9	0	8	0	45	6	42	0	45	1	12	79	0	20	24	21	0	2	0	0	0	13	123	7	0	1	30	17	3	3	0	5	0	13	46	0	10	58	41	61	0	3	32	0	47	0	2	0	1	20	3
"4"	49	0	106	24	0	6	25	170	0	0	18	20	35	0	0	0	49	19	0	35	0	72	0	0	14	0	0	0	14	5	0	19	2	10	4	2	1	17	20	23	1	0	50	68	13	2	1	0	2	1	7	26	4	0	16	0	0	9	5	0	7	0	22	0	16	0	24	23	14	0	6	28	0	23	0	0	0	2	30	2
"5"	27	0	1	39	0	2	194	33	0	1	12	2	11	0	0	0	69	9	0	8	0	36	10	2	0	0	1	0	17	11	0	11	0	45	0	0	0	30	0	15	29	15	105	22	12	4	1	0	1	0	4	72	12	0	15	4	0	55	3	0	6	0	82	12	0	21	31	1	34	4	0	25	0	47	0	0	0	3	30	0
"6"	96	0	257	25	0	12	112	124	0	4	25	27	10	6	0	0	26	19	0	6	0	45	1	8	20	10	0	0	2	2	1	9	10	23	0	8	0	37	10	4	21	12	12	20	8	0	3	0	0	0	0	31	1	0	33	15	0	9	85	0	66	0	68	0	0	0	48	0	11	0	0	26	0	36	0	0	0	29	17	0
"7"	1	9	0	95	39	26	0	4	0	28	20	0	6	1	0	1	59	61	0	6	0	85	0	0	8	22	0	0	28	7	1	26	0	47	0	8	0	17	14	25	3	1	79	70	29	0	0	0	0	0	7	26	2	0	2	4	0	2	2	1	4	0	44	5	11	0	26	0	84	0	5	30	0	12	0	0	0	4	9	9
"8"	0	21	0	28	0	15	112	0	16	12	17	0	62	0	0	0	95	16	3	17	0	106	9	0	9	5	1	0	24	31	0	11	106	49	0	0	0	64	4	7	8	2	59	46	54	0	3	1	0	0	0	47	9	3	13	3	4	34	0	0	19	0	56	1	0	0	113	7	77	0	0	11	2	29	2	0	0	2	10	0
"9"	0	95	0	9	1	10	20	0	0	43	128	0	61	0	0	0	68	43	0	14	0	64	0	2	6	0	0	0	32	11	0	41	0	22	15	5	0	22	2	20	19	1	27	50	45	1	10	0	0	0	0	29	1	0	22	0	0	15	7	0	22	0	38	5	0	0	15	0	6	0	0	10	0	16	0	0	0	7	9	0
"10"	0	42	4	36	0	9	302	0	131	14	0	0	116	10	0	0	26	44	0	22	0	41	0	0	0	0	5	0	38	13	1	26	1	21	6	3	0	47	7	3	4	8	118	47	32	0	6	0	0	1	0	27	14	0	12	9	3	4	31	3	2	0	5	0	0	0	5	10	29	0	17	29	0	15	0	2	0	8	0	0
