"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	0	0	6	0	1102	161	0	0	0	0	17	0	0	124	0	0	42	8	0	0	0	0	12	20	2	0	0	5	0	0	0	3	17	0	3	3	3	43	0	0	0	0	0	0	18	0	0	1	0	0	0	5	0	0	0	5	0	0	3	0	0	0	0	0	0	0	2	8	13	0	8	1	0	0	0	0	0	0	0	0	0	0	0	3	14	0	1	0	0	0	23	6	0	0	4	11	0	0	0	22	0	0	1	19	34	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"2"	0	9	0	0	74	42	0	4	59	0	0	6	4	43	0	1	17	2	0	4	7	26	11	8	0	0	70	8	26	0	3	0	26	1	19	11	61	73	4	33	4	22	0	1	23	8	0	25	0	0	2	26	2	0	0	15	4	2	33	0	0	0	0	16	0	5	0	9	42	2	35	26	0	0	5	3	38	0	1	0	19	0	24	14	0	0	69	0	0	15	5	0	41	10	46	80	0	0	0	24	11	1	15	22	69	44	3	22	0	0	2	0	9	4	0	1	0	0	0	1
"3"	2	0	0	0	64	14	0	0	0	0	1	1	25	18	1	3	15	67	0	2	7	0	22	13	22	0	30	11	6	0	34	1	27	0	26	13	6	54	1	22	0	46	0	0	6	6	0	19	0	0	1	4	4	0	17	19	2	0	10	0	0	0	0	3	0	0	6	21	41	0	36	32	0	0	0	0	5	0	0	0	0	0	0	10	8	0	36	21	0	7	13	46	15	4	6	19	6	1	0	55	0	1	0	7	69	14	20	19	9	0	2	0	67	6	0	0	0	9	0	0
"4"	11	0	0	19	59	0	0	0	2	0	0	82	125	1	0	102	21	20	0	29	1	0	50	42	69	0	22	26	20	0	9	0	61	0	39	31	31	20	0	15	0	16	1	0	4	10	0	4	6	0	13	25	0	0	23	11	0	0	2	0	3	0	4	15	0	2	42	33	24	0	69	15	0	2	43	6	25	3	0	0	4	0	0	38	0	0	24	0	0	14	9	31	41	12	12	41	0	0	0	45	1	0	0	15	1	116	51	14	1	0	0	5	15	12	0	2	0	4	0	85
"5"	0	0	0	0	17	35	0	4	6	0	0	10	90	22	3	16	18	23	0	0	25	0	39	22	0	0	23	20	7	2	14	0	29	0	12	14	9	23	0	22	4	13	0	0	11	1	0	0	5	0	9	12	9	0	11	22	0	0	0	2	0	0	6	0	0	3	5	5	71	0	14	1	0	0	26	0	23	1	7	1	0	0	1	6	0	0	4	1	0	0	20	3	10	25	10	27	11	17	0	5	0	0	1	5	12	45	8	0	0	0	0	0	53	13	0	3	0	0	0	0
"6"	0	0	0	0	69	12	0	2	3	0	11	6	8	77	0	56	0	31	0	0	8	0	33	39	0	0	2	35	14	0	7	0	8	0	38	14	13	22	0	54	0	29	0	0	13	1	0	5	38	0	0	19	1	0	4	19	0	0	2	0	0	2	0	15	0	6	30	34	26	0	9	0	1	0	8	25	13	1	9	0	29	0	12	5	8	0	2	11	3	20	0	8	13	35	34	12	3	3	0	12	0	9	4	10	6	39	43	1	35	0	0	7	30	15	0	1	0	22	0	0
"7"	0	0	4	4	13	25	0	0	0	0	3	6	83	25	0	27	20	3	0	0	8	12	42	15	18	0	5	30	16	0	22	10	4	0	29	22	12	47	0	15	1	24	0	0	9	12	0	21	4	0	0	10	2	0	0	3	0	0	0	0	0	0	0	5	0	2	2	5	14	0	15	12	0	0	34	0	41	2	0	5	0	0	0	19	0	0	25	0	0	2	18	21	7	42	42	41	40	16	0	10	1	1	2	2	12	18	7	0	5	0	0	0	23	0	2	1	0	2	0	3
"8"	1	0	2	6	0	1	0	0	7	0	0	2	23	7	2	0	0	1	0	14	10	0	6	25	6	0	11	16	23	0	1	0	40	0	20	5	45	23	9	26	6	19	0	0	23	20	0	5	26	0	2	40	0	0	0	10	0	5	0	0	0	1	0	7	0	0	2	7	45	0	34	64	0	0	2	5	6	22	0	0	1	0	3	43	2	0	3	0	0	10	12	44	35	30	2	24	5	3	3	16	0	1	0	37	24	51	0	0	1	1	0	1	38	9	0	0	0	2	0	0
"9"	0	0	0	0	18	1	0	0	1	8	0	3	192	1	2	25	12	19	0	18	11	0	7	5	0	0	13	29	72	0	70	0	0	0	87	12	1	30	8	28	0	78	0	0	10	7	0	8	7	0	1	12	5	0	1	6	10	0	0	0	2	0	0	18	0	1	1	18	46	0	55	7	0	0	5	1	7	3	0	0	0	0	1	14	0	0	17	0	32	25	25	13	16	22	16	15	0	1	0	17	2	3	5	8	6	21	3	1	0	0	0	0	55	1	0	0	0	0	0	0
"10"	0	0	0	0	3	0	7	1	31	0	1	26	6	81	0	0	59	74	3	2	18	17	18	26	2	0	7	16	15	3	15	0	6	0	76	7	16	30	3	1	0	6	0	0	15	5	0	11	0	0	1	12	12	0	19	18	0	0	17	0	0	0	0	41	0	3	10	10	10	0	3	13	0	0	0	0	26	8	3	1	0	0	26	21	0	0	36	0	3	22	12	10	40	7	28	19	1	11	1	6	2	8	3	41	3	31	5	0	0	0	2	0	41	6	0	0	0	30	0	0
