"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	1	0	67	186	81	13	3	5	33	18	145	21	161	0	181	25	39	1	0	117	89	52	77	1	121	1	23	18	0	0	107	68	0	0	0	0	75	46	1	2
"2"	0	1	71	802	0	40	0	1	89	29	54	3	99	0	57	5	25	0	0	1	48	1	55	9	16	1	6	11	15	1	148	36	0	0	4	0	17	8	12	0
"3"	6	0	58	0	51	59	12	14	95	25	126	2	82	0	243	9	33	17	0	14	161	66	57	8	24	19	31	55	9	9	102	96	93	14	3	0	56	35	40	0
"4"	31	8	87	22	135	19	0	24	90	9	181	12	89	6	237	4	52	5	4	55	97	38	193	18	78	11	0	42	0	26	180	84	0	5	20	0	43	22	6	0
"5"	0	5	16	327	314	1	2	0	35	43	102	10	115	0	65	7	18	1	0	18	129	22	97	7	61	1	0	14	2	25	111	104	3	3	0	0	80	86	5	0
"6"	0	21	2	827	0	173	2	0	17	2	32	1	101	0	72	1	47	0	5	3	6	12	97	4	33	10	13	7	0	6	27	17	0	0	19	0	16	2	17	0
"7"	0	0	300	67	40	23	0	27	139	42	58	1	133	28	133	40	37	2	6	13	142	19	59	0	29	1	2	5	11	37	157	123	0	0	25	0	42	27	11	0
"8"	0	0	76	768	0	79	2	0	39	8	91	20	120	0	58	39	50	0	3	11	73	72	115	0	12	2	6	15	0	0	80	47	0	0	0	0	80	29	4	0
"9"	15	0	42	169	0	107	116	33	132	6	95	13	186	0	151	8	21	0	0	3	114	35	38	9	76	2	0	47	2	6	83	20	0	13	1	0	61	39	22	0
"10"	0	16	786	445	0	26	0	4	6	26	31	1	78	0	52	0	4	24	1	9	40	3	12	0	20	0	0	1	2	4	35	30	0	2	0	0	14	11	8	0
"11"	2	3	75	165	37	103	23	1	156	26	92	19	117	0	255	7	24	7	0	41	106	23	193	6	42	7	0	16	1	3	50	63	1	0	0	0	66	11	0	0
"12"	0	2	68	184	0	826	98	0	6	22	74	7	43	1	20	2	1	1	3	1	26	11	38	1	56	1	1	9	0	2	23	64	9	0	0	0	12	0	1	0
"13"	0	12	554	21	0	66	8	6	30	11	24	10	72	1	43	4	22	3	0	3	80	5	55	0	14	0	0	1	3	2	52	22	0	0	0	10	12	13	3	0
"14"	0	1	97	89	6	66	12	33	72	8	76	24	130	0	212	14	76	2	0	0	65	41	134	21	1	9	0	38	3	4	75	69	23	14	2	0	49	35	10	0
"15"	0	1	119	42	5	352	35	4	59	43	137	1	118	0	126	18	88	0	1	6	91	55	92	3	45	0	7	11	17	31	52	148	4	0	0	0	26	5	5	0
"16"	12	0	229	4	25	159	3	7	31	57	207	25	203	0	188	30	91	3	4	19	164	117	50	4	39	1	0	76	0	26	49	54	0	0	1	0	32	34	12	0
"17"	0	6	29	173	7	19	4	13	52	1	83	22	60	0	81	16	42	0	0	35	47	45	44	1	14	1	16	8	20	3	87	57	0	2	0	0	13	7	7	1
"18"	0	30	163	80	0	11	1	7	72	67	135	46	259	5	113	40	23	5	10	23	106	41	61	17	53	0	1	65	18	7	143	111	10	0	22	0	15	14	21	8
"19"	0	0	56	5	5	74	0	54	83	9	120	0	112	0	116	9	47	24	0	2	128	20	101	8	41	2	5	13	3	8	69	93	9	0	0	0	36	14	22	0
"20"	2	21	60	84	0	202	47	4	27	14	206	4	88	0	106	27	19	1	1	6	201	35	126	5	86	18	8	28	0	15	228	100	0	1	0	2	18	1	5	13
"21"	0	13	196	919	0	1	0	0	88	0	74	0	112	0	78	34	73	0	0	57	80	23	66	1	27	0	0	39	3	29	43	29	1	3	1	0	3	3	0	0
"22"	0	0	178	733	0	45	19	0	79	65	47	31	76	0	113	33	14	3	0	0	100	9	61	6	45	2	0	39	15	4	51	69	0	0	2	0	8	22	2	0
"23"	0	5	9	100	0	479	84	0	14	34	135	10	106	0	121	7	8	0	0	48	61	47	90	3	23	9	0	17	0	45	48	107	0	0	4	0	2	56	0	14
