"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	100	121	0	0	41	3	0	22	87	2	29	73	57	56	59	0	0	0	94	0	48	6	0	0	0	65	10	0	15	48	0	1	12	2	0	2	0	0	0	7	18	0	2	0	0	14	16	21	38	38	2	3	0	10	5	79	0	54	9	28	0	0	62	0	51	13	0	9	32	100	104	4	75	15	29	0	25	0	63	0
"2"	16	9	26	0	211	0	0	47	1	0	76	32	25	0	43	0	0	0	53	0	117	19	0	0	3	52	26	0	1	29	1	0	14	2	0	0	1	9	0	26	19	1	0	0	2	11	25	81	32	22	0	6	45	10	0	49	0	96	4	17	2	19	82	104	26	12	0	27	59	16	131	21	99	1	44	0	3	0	28	1
"3"	20	40	7	0	124	0	0	0	11	6	8	9	57	1	21	4	0	0	66	0	18	0	1	0	2	66	16	11	0	33	0	0	2	0	0	3	0	5	0	31	23	0	0	0	0	35	8	28	19	6	2	4	1	11	0	30	3	85	5	16	0	2	18	2	46	4	0	0	53	50	69	21	21	0	17	3	5	0	61	0
"4"	0	67	4	16	20	1	0	5	48	173	193	0	0	0	15	0	0	0	55	0	69	0	0	0	0	15	8	0	27	10	8	0	11	13	0	0	0	8	0	45	7	0	3	0	5	13	7	62	24	18	0	7	2	14	1	56	0	41	9	9	0	0	31	0	47	30	0	4	34	18	50	4	59	0	12	4	43	0	19	0
"5"	13	41	7	2	3	1	0	14	159	63	14	130	16	0	25	0	0	14	146	0	29	0	0	0	1	35	6	0	5	6	0	0	0	4	0	0	0	9	0	10	19	0	0	0	0	8	7	26	60	49	2	1	43	29	0	50	0	95	5	3	5	6	22	5	0	23	0	5	51	34	46	32	66	0	1	6	13	0	47	0
"6"	0	7	1	7	8	0	0	34	11	1	318	2	0	0	46	14	7	0	77	0	57	0	0	0	0	27	21	0	1	26	3	1	1	2	0	0	15	1	0	26	4	0	0	0	4	3	29	35	9	26	0	4	2	0	0	13	0	32	12	12	0	2	8	3	64	11	0	2	12	32	15	11	13	0	10	0	0	10	19	0
"7"	87	157	0	0	103	0	0	0	240	1	0	39	0	0	0	0	0	9	15	0	15	0	0	0	0	11	10	1	0	2	0	0	0	0	0	2	0	1	0	9	0	0	0	5	1	0	40	18	4	9	0	9	3	5	7	23	0	43	5	1	0	10	6	0	5	14	0	2	16	23	67	26	55	0	13	0	0	0	18	0
"8"	0	25	2	0	32	0	27	48	5	12	77	0	10	4	143	1	0	1	57	0	35	0	0	11	0	76	13	0	0	124	9	2	3	0	1	3	2	10	0	46	32	0	0	7	0	44	8	41	59	57	0	0	21	7	1	8	0	76	4	15	0	3	23	1	15	68	0	11	70	27	35	11	70	0	20	0	14	0	41	0
"9"	31	56	0	0	53	3	0	66	3	5	26	48	64	19	66	0	0	7	63	0	35	0	0	0	0	17	6	2	0	42	2	0	42	3	0	0	0	5	0	20	5	0	15	0	4	9	96	33	115	119	0	10	2	16	0	8	4	96	0	7	0	18	33	11	30	24	2	39	39	25	72	25	31	4	10	1	12	0	59	0
"10"	22	0	116	20	32	0	5	0	3	0	38	9	36	0	43	0	0	0	23	0	52	11	0	0	0	23	31	0	2	134	6	16	14	5	0	14	0	12	0	24	25	1	0	1	57	5	44	119	22	34	0	28	45	5	0	30	0	54	4	9	5	6	2	0	21	38	14	6	122	38	109	31	36	1	8	2	13	0	27	4
