"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	22	82	12	0	164	30	42	64	0	1	92	110	85	5	135	5	0	12	1	73	0	0	224	2	45	0	3	0	9	27	16	0	44	57	63	18	42	48	83	12
"2"	12	43	59	2	0	22	8	111	0	0	155	85	171	0	116	7	0	11	1	52	3	0	208	5	25	0	10	0	126	0	33	10	167	92	25	1	14	77	63	1
"3"	1	6	62	0	92	45	114	12	0	6	142	42	74	0	47	0	1	8	5	61	0	10	108	0	4	0	4	0	16	2	5	0	111	10	3	4	30	53	60	1
"4"	8	1	9	33	375	0	1	56	0	0	37	49	71	0	96	4	0	1	1	34	0	0	152	0	14	0	0	0	33	1	50	0	130	21	12	47	41	95	34	3
"5"	3	49	0	3	30	1	0	55	0	4	47	103	87	0	124	1	17	0	6	59	0	0	74	65	0	0	3	4	36	14	57	0	54	0	29	1	23	55	63	9
"6"	0	0	23	0	429	0	0	122	3	0	76	65	2	8	126	24	0	0	6	22	0	0	56	6	0	9	0	0	18	7	13	0	83	37	21	8	30	22	66	8
"7"	9	60	33	1	1	1	0	108	0	0	140	39	123	0	126	9	0	5	12	26	11	0	79	0	0	0	0	0	60	0	21	0	165	2	30	15	20	31	60	1
"8"	21	0	159	0	6	9	60	38	0	0	111	87	64	15	114	0	0	10	4	107	0	0	69	15	12	16	0	0	52	11	3	0	98	5	41	7	53	51	151	2
"9"	159	11	16	8	1	1	112	92	0	0	125	129	136	1	251	34	0	15	2	83	10	0	72	0	7	12	1	0	33	0	17	0	239	30	32	4	89	36	199	6
"10"	131	35	4	3	0	21	10	155	22	8	152	150	223	0	286	0	0	53	4	42	3	0	106	0	0	15	11	0	52	5	7	0	137	15	26	10	40	148	51	35
"11"	20	19	126	0	39	30	32	31	0	3	93	41	44	0	74	0	0	2	23	88	1	2	118	7	1	2	8	0	21	0	38	0	207	5	12	1	72	66	45	17
"12"	16	5	7	0	36	0	11	115	1	1	65	68	61	0	102	18	0	9	7	71	3	1	112	8	0	0	0	0	57	3	3	0	104	12	18	15	23	21	25	8
"13"	120	3	50	24	0	17	20	48	0	1	34	33	88	2	264	6	0	17	4	95	1	0	135	9	0	0	0	0	50	2	51	0	131	26	33	2	103	77	85	9
"14"	1	75	152	1	339	0	13	32	0	0	57	15	41	15	41	11	0	1	10	32	0	0	107	0	4	10	0	9	55	1	7	0	54	7	26	0	12	71	29	11
"15"	10	29	12	0	12	8	0	169	7	0	85	31	109	0	62	2	0	17	2	56	0	0	76	0	0	2	2	13	25	0	3	0	74	1	65	6	51	50	20	23
"16"	27	9	8	3	38	17	0	163	0	1	127	127	64	0	119	1	0	32	15	85	0	0	111	3	4	0	0	0	76	1	26	0	159	10	53	0	67	104	67	3
"17"	5	11	89	0	74	1	14	55	0	0	103	47	82	1	66	11	7	6	4	46	0	0	116	6	20	8	0	0	31	0	5	0	62	12	8	0	25	34	38	20
"18"	7	59	266	0	7	51	104	105	0	1	81	34	137	0	169	12	14	51	0	119	20	0	187	18	0	5	19	0	27	0	10	0	191	17	10	0	27	104	44	10
"19"	42	19	168	0	0	34	227	73	70	0	40	118	133	9	83	16	0	7	12	22	0	3	145	0	2	3	0	0	21	0	21	0	177	13	74	6	21	29	109	7
"20"	86	9	14	0	0	12	123	73	0	0	21	140	64	1	111	0	12	10	0	93	0	24	142	1	0	0	4	0	32	11	12	0	152	3	42	3	105	87	166	1
"21"	6	20	253	0	53	21	417	0	0	0	35	21	33	0	45	0	0	1	0	54	0	0	71	14	0	0	9	0	5	5	2	0	56	14	5	4	20	43	31	23
"22"	36	93	36	0	0	74	54	69	0	11	135	72	65	0	169	22	0	1	0	115	5	0	212	11	11	38	1	1	89	0	13	0	148	15	19	7	30	81	57	19
"23"	48	6	0	0	28	17	32	32	0	0	71	69	81	1	142	0	0	8	6	94	0	0	81	2	0	0	2	8	50	10	6	1	69	16	51	1	46	65	38	22
"24"	0	537	1	0	11	43	23	131	55	0	37	40	62	0	149	0	0	21	10	21	0	0	104	2	0	0	0	0	43	0	31	0	90	56	7	16	46	15	89	15
"25"	59	54	40	0	28	19	32	17	0	0	124	97	111	0	160	0	0	11	6	109	0	0	200	55	0	3	5	0	66	0	16	0	180	17	34	0	47	131	196	19
"26"	71	3	2	3	0	0	0	224	4	0	89	111	56	3	89	29	0	23	1	78	7	0	131	3	3	3	37	4	30	4	1	6	125	7	28	48	46	82	85	16
"27"	101	19	28	4	0	17	2	268	23	3	74	125	130	10	189	0	0	4	0	75	0	0	98	7	26	3	6	0	35	1	57	0	189	15	22	0	89	101	125	7
"28"	55	24	27	0	38	1	40	40	13	1	92	68	75	17	75	2	0	3	0	38	0	0	96	10	4	10	6	0	16	10	11	0	77	6	40	0	6	43	95	3
"29"	20	0	106	1	176	3	79	105	23	4	51	107	200	0	74	6	0	9	0	71	0	0	177	0	0	0	0	0	47	13	17	0	88	76	18	3	12	76	206	25
"30"	65	0	11	10	107	3	61	69	0	50	124	81	180	0	92	11	0	6	0	128	0	1	111	14	0	11	4	8	17	0	6	1	137	119	51	7	66	69	81	0
"31"	76	30	37	0	5	37	52	15	0	4	101	28	84	3	96	1	0	2	4	11	8	0	89	25	28	11	0	0	40	0	29	0	87	12	5	9	10	77	29	24
"32"	30	24	18	0	11	18	16	96	0	3	185	160	135	5	127	1	2	2	27	93	2	0	119	14	0	0	1	0	20	1	39	0	94	8	58	0	41	59	58	14
"33"	31	16	11	19	26	20	36	23	0	6	28	94	48	0	107	4	0	6	0	82	0	0	63	9	5	0	19	0	27	20	26	0	101	0	7	5	22	100	69	20
"34"	65	50	0	1	0	19	20	221	2	22	56	82	109	1	130	0	0	1	4	77	0	8	133	0	1	15	1	0	50	10	11	0	164	5	15	2	24	72	117	0
"35"	86	28	7	39	1	48	0	224	2	1	113	140	154	0	169	5	0	13	1	72	0	0	141	2	0	4	6	0	53	8	36	23	266	20	19	17	12	57	98	7
"36"	11	5	75	4	0	5	38	120	1	1	79	103	55	29	122	0	2	0	0	51	14	0	167	0	26	0	5	0	28	1	10	0	128	0	70	0	33	80	105	0
