"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	61	2	0	8	12	178	0	48	1	0	7	131	2	21	123	5	0	45	4	0	0	14	0	18	2	22	73	0	45	0	6	10	0	0	45	0	17	92	17	0	9	0	9	22	0	9	0	19	0	0	10	0	0	5	1	44	73	0	6	10	81	11	0	23	4	3	0	0	35	9	47	0	79	3	80	0	0	6	22	133
"2"	36	0	0	46	1	384	0	9	6	17	0	20	6	89	71	67	0	85	88	0	24	16	0	25	13	19	3	0	61	0	30	18	1	0	5	0	4	34	2	0	11	0	5	1	0	11	27	38	0	3	0	22	1	6	0	7	89	0	2	16	16	55	0	27	0	1	0	0	31	0	119	0	31	0	91	7	13	3	16	101
"3"	8	24	0	34	0	43	0	7	16	0	26	18	2	13	147	6	0	19	18	4	0	11	2	34	0	42	20	0	27	0	7	4	14	8	35	7	24	32	14	0	16	0	0	17	0	48	8	28	0	0	0	0	0	61	1	13	17	0	28	2	20	27	6	2	0	30	0	3	8	0	74	20	85	0	80	33	23	0	62	62
"4"	12	0	1	9	0	370	1	19	1	83	1	22	3	106	166	6	0	17	12	29	0	3	0	14	0	12	2	2	18	1	0	20	3	0	61	0	47	39	2	1	18	0	12	33	0	6	8	34	0	14	0	0	8	38	0	32	102	5	2	5	15	31	0	22	9	0	0	3	25	0	81	0	92	0	44	24	9	0	37	124
"5"	4	29	0	156	16	1	1	2	0	0	403	5	0	45	16	11	0	113	2	0	4	1	0	59	0	27	18	0	21	0	0	84	0	0	65	48	8	24	40	3	13	0	0	87	0	5	0	15	0	2	7	0	1	25	0	25	58	0	0	5	14	37	0	0	1	4	7	0	14	2	38	1	98	0	23	37	1	3	56	64
"6"	0	24	0	15	40	29	0	11	8	6	51	24	14	72	144	16	0	40	30	2	1	3	5	10	19	23	39	0	46	0	3	41	1	14	9	0	2	76	60	3	0	43	21	48	0	11	1	150	0	1	50	0	0	48	14	4	74	0	0	29	71	118	0	0	0	11	0	21	30	7	9	0	97	0	45	41	2	0	21	66
"7"	25	0	0	11	36	57	0	9	0	186	0	0	56	34	71	34	3	36	26	2	1	78	2	22	85	16	23	0	24	0	10	22	0	5	19	0	17	30	3	0	10	0	0	33	0	39	17	28	1	12	2	0	0	62	0	86	2	0	0	2	22	61	0	15	1	12	0	0	75	0	48	0	48	0	38	8	39	0	26	71
"8"	0	11	0	1	1	94	0	0	0	15	32	1	0	70	35	22	0	45	26	3	0	9	8	3	0	1	1	0	58	4	8	47	9	0	6	1	2	32	31	0	19	0	8	34	0	18	10	30	0	0	6	16	1	23	0	27	33	0	10	0	58	13	0	4	2	44	1	47	13	2	37	0	72	0	22	2	3	0	26	76
"9"	24	0	0	0	8	134	0	115	0	53	0	23	5	27	44	13	0	27	12	6	3	29	0	30	3	3	29	4	41	0	11	44	1	0	112	2	30	13	4	5	1	1	13	16	0	12	6	58	0	7	0	0	0	30	9	4	19	2	0	2	31	4	0	0	0	1	0	0	8	13	32	0	31	0	12	4	49	0	3	48
"10"	22	0	0	0	4	8	0	245	0	22	0	19	3	92	46	30	1	10	4	1	11	5	0	10	7	1	0	0	14	0	8	22	1	0	59	0	4	85	15	0	0	0	1	26	0	1	4	21	0	0	1	0	0	10	0	13	8	0	0	1	27	52	2	0	2	3	0	0	23	0	101	0	33	0	27	11	3	0	32	93
