"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	0	13	3	7	10	0	0	11	10	380	0	70	17	0	0	9	2	20	0	0	0	0	14	0	33	0	2	0	14	0	0	0	2	0	4	9	2	0	48	4	0	2	7	31	7	0	0	0	1	23	21	1	0	29	0	10	22	1	12	0	0	0	20	3	0	4	5	0	9	15	0	22	51	6	37	0	0	87	12	50	1	0	0	0	1	16	2	0	0	33	7	2	13	6	1	0	0	0	0	2	3	3	10	0	4	0	2	18	0	0	7	8	0	0	0	0	22	6	4	9
"2"	21	0	11	0	826	0	0	17	36	2	0	4	0	49	0	12	0	0	0	0	0	0	8	0	5	4	1	0	4	2	0	0	30	0	6	2	3	0	1	0	0	0	0	8	1	0	0	24	15	2	74	0	0	27	1	12	23	5	0	0	0	2	58	29	0	2	3	0	5	2	19	35	1	0	6	0	0	22	17	66	0	0	0	0	0	0	9	14	0	38	13	1	17	0	5	0	0	0	0	4	4	0	20	1	2	0	10	8	4	7	0	5	0	0	2	0	0	23	4	1
"3"	0	50	0	185	116	9	0	0	2	12	0	0	0	0	16	15	0	3	0	1	4	0	15	0	61	0	11	0	45	1	0	0	50	9	13	0	6	0	2	0	0	0	15	1	0	0	0	26	8	1	10	4	0	55	0	16	58	64	0	1	0	0	50	4	11	0	14	0	16	21	7	37	5	0	7	0	0	57	30	74	1	0	0	1	0	0	68	30	13	86	6	10	35	20	5	3	0	0	4	4	4	13	56	0	5	0	1	42	10	4	1	1	0	1	20	0	0	15	20	0
"4"	0	67	1	69	91	0	0	11	24	143	9	13	0	17	0	15	0	1	0	0	12	0	2	12	10	9	9	0	33	4	8	0	3	1	26	0	23	0	11	20	0	0	15	0	15	0	0	2	1	2	39	4	2	30	0	2	43	24	0	0	4	0	64	20	0	2	1	0	7	2	7	37	1	0	24	3	0	7	17	2	1	2	0	0	0	0	17	0	1	12	37	20	37	0	13	0	0	0	2	3	0	2	35	0	3	0	4	3	6	0	3	0	0	0	3	1	0	5	52	3
"5"	0	44	6	4	22	13	109	0	0	20	12	0	0	19	0	31	0	2	0	1	0	0	25	2	54	0	15	0	17	22	1	0	2	0	11	0	24	0	24	0	0	0	29	0	1	0	7	1	16	27	24	33	0	67	0	50	46	3	0	2	0	2	54	3	4	2	11	0	4	2	37	52	3	0	8	0	0	16	10	29	0	2	0	0	4	12	28	12	0	43	3	0	99	0	0	0	1	0	46	10	0	9	30	0	2	3	0	26	29	0	1	10	0	0	5	0	0	6	7	16
"6"	14	62	11	19	0	0	0	3	18	53	23	0	39	0	17	7	0	0	0	32	0	0	22	9	19	2	52	0	44	5	1	0	23	0	26	28	10	0	12	2	0	0	3	0	0	0	4	2	33	4	100	0	0	36	0	29	9	54	0	0	0	0	20	9	0	26	5	0	75	11	25	16	1	0	31	0	0	24	3	66	2	0	0	0	1	2	4	8	2	59	1	29	52	0	22	0	0	0	3	12	0	0	116	0	1	0	0	15	0	0	9	81	0	24	14	0	0	3	20	6
"7"	26	15	10	0	10	0	119	0	82	0	1	9	0	0	0	3	0	0	5	0	0	0	25	0	11	17	20	0	5	13	0	0	4	1	41	0	20	0	0	4	0	0	12	0	6	0	4	6	14	23	51	2	0	60	0	2	38	17	0	1	0	0	25	4	0	1	16	0	7	9	15	9	1	0	12	0	0	34	11	12	0	2	0	0	0	3	30	3	2	12	1	0	35	0	0	0	0	1	8	0	0	11	34	0	9	0	19	6	0	0	4	4	0	0	0	0	0	20	10	49
"8"	48	32	30	0	32	4	2	25	57	1	1	1	0	2	2	16	0	2	0	0	1	0	56	0	4	15	41	0	46	32	7	0	3	0	7	0	22	0	19	0	18	0	39	43	11	0	0	0	7	4	86	3	0	81	0	40	51	19	6	1	0	1	48	19	0	8	6	0	10	14	29	7	36	0	8	0	0	12	53	19	8	0	0	0	0	4	3	19	2	65	8	33	52	0	0	3	1	0	0	2	1	0	59	0	1	2	1	31	1	0	7	7	0	55	10	0	0	4	4	3
"9"	66	86	20	0	0	0	18	19	222	0	0	0	2	16	0	35	0	1	0	0	0	0	33	0	27	19	12	6	25	15	0	0	0	0	3	0	15	0	2	0	0	0	8	3	0	0	0	1	66	0	36	2	1	67	0	9	44	6	0	4	0	1	114	18	0	0	13	3	31	18	26	22	3	2	55	0	0	58	7	17	0	32	0	0	1	0	1	27	0	16	1	10	38	0	1	1	0	0	0	0	0	1	22	0	16	0	1	32	0	1	24	32	0	2	1	0	0	13	26	5
"10"	42	67	22	9	0	1	23	0	73	99	3	10	0	0	10	2	0	9	1	0	5	0	17	0	13	10	1	2	43	23	0	0	6	0	13	0	4	0	35	6	0	0	64	0	0	0	29	0	53	3	44	9	0	10	0	60	127	43	0	53	0	0	38	0	0	7	12	0	9	7	20	79	26	0	16	0	0	64	4	64	1	0	0	0	30	1	11	2	0	36	11	4	8	0	9	0	0	0	1	7	0	2	60	0	32	10	2	8	15	0	14	5	0	0	6	12	0	5	19	0
