"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	62	195	3	0	59	30	45	98	105	197	0	0	40	30	3	2	19	21	0	0	70	1	19	16	65	0	12	5	80	49	2	21	5	25	0	240	93	231	45	0
"2"	0	127	0	2	0	221	4	13	12	322	0	6	40	4	0	24	0	2	1	0	74	18	5	12	36	0	4	11	42	11	3	42	4	29	1	267	54	15	7	6
"3"	3	106	0	61	0	68	80	7	1	129	2	7	32	8	6	1	1	1	6	6	60	25	5	41	29	0	16	0	32	30	5	0	13	17	10	108	56	23	11	3
"4"	59	2	124	0	68	82	2	164	48	99	1	4	39	15	4	5	3	23	10	35	31	2	24	10	19	0	2	13	75	15	18	0	1	46	9	193	170	46	7	4
"5"	30	25	0	1	18	31	134	25	3	194	13	16	17	11	5	18	10	4	3	10	48	11	30	13	5	2	1	11	19	17	6	6	13	33	1	159	41	13	64	1
"6"	49	2	3	16	175	11	111	13	45	108	5	6	31	9	1	9	36	14	12	1	41	0	15	14	15	0	16	2	98	19	29	4	0	27	0	103	81	15	10	18
"7"	21	45	16	4	0	219	11	72	7	151	1	15	36	12	25	0	20	11	0	23	60	20	16	62	70	4	9	2	79	16	1	1	7	20	0	129	106	47	34	2
"8"	133	21	36	0	80	50	0	196	155	124	0	0	5	20	8	10	2	0	2	1	84	3	0	34	53	0	1	0	105	61	18	7	3	34	12	149	182	62	40	12
"9"	60	13	12	8	156	13	40	63	99	157	5	1	52	25	11	6	6	2	1	6	22	25	4	36	25	2	3	0	83	19	7	0	4	36	15	138	142	33	37	10
"10"	25	159	0	5	31	61	34	75	30	194	1	3	100	37	9	3	19	0	43	11	78	23	48	45	48	4	11	2	34	59	27	0	2	182	5	259	56	23	105	4
"11"	35	7	0	62	119	17	188	32	2	171	1	1	35	14	2	4	0	1	0	1	47	16	27	16	26	12	41	0	79	41	16	1	0	76	0	225	83	39	36	2
"12"	0	198	0	46	0	324	47	13	0	130	7	0	58	12	1	0	16	1	0	22	19	2	16	22	47	4	2	1	52	43	6	11	0	30	0	100	88	3	10	1
"13"	5	192	1	5	1	59	27	19	43	141	0	6	26	2	15	51	2	5	1	0	15	10	13	19	30	0	0	0	37	59	3	32	2	91	0	112	55	54	36	10
"14"	14	11	0	32	134	34	194	36	5	262	6	0	40	10	18	7	8	27	0	0	25	0	39	127	16	0	12	0	103	35	45	5	11	55	1	155	148	26	33	14
"15"	48	0	0	1	40	31	41	40	67	188	18	10	61	25	6	3	1	0	0	30	23	13	22	49	9	0	1	3	127	46	5	0	28	19	21	90	92	23	21	18
"16"	91	38	7	1	9	99	21	69	46	343	15	5	42	37	1	27	1	0	0	0	11	17	1	69	51	9	27	8	115	67	11	5	14	50	0	201	198	53	53	2
"17"	13	17	2	0	14	121	4	21	7	125	0	7	3	19	2	20	10	12	0	0	30	3	34	28	17	0	2	5	29	26	54	25	2	57	3	217	59	96	55	23
"18"	17	0	15	7	47	198	53	29	0	227	3	6	56	3	13	1	17	1	2	2	13	16	2	39	28	0	13	8	124	29	13	26	0	40	0	142	219	10	77	8
"19"	10	0	6	0	30	23	76	28	3	280	0	23	81	31	6	5	1	21	1	7	23	1	61	46	24	1	8	0	191	8	36	6	3	78	0	197	89	6	43	9
"20"	48	15	0	12	59	13	209	13	2	88	0	3	56	2	2	21	0	0	0	0	35	2	27	3	20	0	1	0	41	22	1	2	0	71	6	153	61	12	44	0
"21"	10	13	0	2	9	67	192	91	0	193	12	1	20	3	0	5	27	0	0	12	116	21	10	40	17	0	43	23	42	15	4	4	0	8	1	275	66	9	18	1
"22"	23	61	2	13	2	237	0	24	21	123	0	0	24	28	3	22	0	10	4	9	48	4	24	4	14	0	3	0	77	17	2	0	11	20	2	129	23	15	7	6
"23"	17	82	0	0	43	7	0	176	194	154	0	6	72	26	0	0	5	2	0	3	18	18	9	51	22	0	31	9	71	35	22	17	0	37	0	85	74	12	8	15
"24"	19	84	43	0	27	76	46	124	59	251	35	10	40	8	2	1	0	4	0	13	27	36	14	75	59	26	18	0	102	3	18	6	0	49	7	256	110	17	84	33
"25"	52	0	12	11	11	97	114	6	10	172	1	0	36	47	13	2	38	59	0	4	41	6	15	55	17	1	0	0	84	18	20	0	1	36	2	155	44	8	56	0
"26"	6	107	0	5	0	301	5	4	3	124	0	0	14	28	1	4	4	5	0	13	69	3	1	30	3	2	1	1	64	35	30	6	0	42	5	165	95	11	65	11
"27"	46	11	31	10	31	232	35	37	25	310	0	14	31	1	1	5	3	4	0	2	45	19	47	33	4	0	5	0	84	65	6	25	1	58	1	174	157	41	71	4
"28"	1	32	0	11	51	3	2	161	33	198	1	15	14	41	12	9	3	6	0	2	12	0	16	41	6	4	10	1	37	36	10	4	0	27	3	182	71	15	9	47
"29"	34	56	0	3	0	678	16	5	0	89	6	0	4	12	2	30	0	0	0	11	5	14	1	42	7	0	3	2	76	13	0	10	26	37	5	67	37	11	8	9
"30"	43	53	0	5	12	122	64	31	0	170	0	0	52	11	10	4	2	1	0	5	46	23	10	28	2	0	5	0	33	26	2	5	0	23	14	118	66	2	33	1
"31"	36	15	15	0	9	266	15	10	2	166	2	9	7	5	0	14	5	11	0	0	39	2	0	69	8	0	0	12	21	16	1	2	0	28	0	179	120	10	57	9
"32"	73	16	1	2	75	96	20	83	9	205	5	5	12	29	36	23	3	1	4	0	62	1	56	41	26	1	17	3	81	45	78	3	2	39	13	130	68	25	30	5
"33"	9	39	2	0	112	136	37	20	19	197	0	1	25	14	13	1	1	2	0	1	48	5	32	6	32	1	1	1	75	24	3	0	0	41	9	195	137	33	35	2
"34"	21	54	0	0	124	2	7	51	33	102	0	2	115	27	9	0	0	4	13	1	56	2	5	18	12	0	6	6	40	43	2	6	28	7	0	131	134	16	35	1
"35"	22	26	12	0	0	308	38	33	1	114	1	1	19	9	8	1	0	9	0	4	8	1	19	41	16	0	0	0	26	43	24	0	2	20	2	185	132	1	10	0
"36"	25	3	5	0	75	25	157	18	2	222	0	9	61	28	2	1	2	8	3	5	9	1	4	54	24	0	16	3	47	17	13	20	1	18	0	140	49	1	36	5
"37"	1	73	0	4	1	94	6	64	22	217	1	1	43	3	3	11	1	13	0	14	55	3	13	75	68	0	17	0	50	26	1	13	1	21	0	187	42	19	36	17
