"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	0	16	0	1	0	198	4	55	0	27	77	27	0	41	51	1	3	0	8	0	7	8	7	0	0	0	14	3	1	1	0	4	25	14	51	21	0	4	1	0	0	18	0	4	29	25	27	0	0	0	39	6	0	43	12	1	2	0	56	0	1	0	3	3	0	0	4	15	53	0	0	20	2	4	2	8	0	36	24	40	0	0	1	1	9	0	5	12	0	2	48	10	21	2	0	26	0	14	10	0	1	0	12	72	21	0	30	1	1	8	45	3	32	58	0	4	0	4	0	67
"2"	0	0	0	0	0	167	0	19	0	2	0	1	3	9	36	0	0	0	0	2	4	15	11	0	0	1	7	0	7	0	0	5	42	6	6	0	0	5	3	0	0	19	3	6	37	34	0	1	0	0	26	0	0	63	1	17	4	0	45	0	22	1	0	2	11	2	8	22	1	0	7	11	0	12	0	22	0	19	0	36	9	0	0	20	71	2	0	46	0	3	29	50	4	0	2	8	2	11	7	0	0	0	28	39	23	13	3	2	1	5	41	0	2	53	0	1	1	0	0	30
"3"	18	1	0	0	2	99	0	0	0	3	7	0	7	14	14	7	0	0	8	2	21	35	14	0	0	4	5	0	0	0	0	6	37	11	2	7	1	10	25	0	0	13	0	9	50	0	0	0	0	0	9	15	5	19	1	13	5	4	6	16	10	0	0	23	47	5	4	43	8	0	1	53	0	53	3	32	1	34	7	100	3	20	8	6	3	0	0	20	0	6	32	10	15	0	0	1	0	12	0	0	0	0	49	12	15	0	26	1	19	0	22	0	5	62	1	0	2	0	0	40
"4"	0	0	8	0	162	13	0	15	0	24	3	51	0	0	0	28	9	0	0	20	14	27	13	2	0	2	53	0	0	0	0	10	23	15	10	0	0	28	32	0	0	0	11	3	20	1	0	0	0	0	9	0	1	10	0	5	0	2	42	0	5	0	0	9	12	0	5	19	1	0	5	51	1	2	0	22	0	0	9	41	2	0	0	1	2	0	0	13	0	0	93	17	12	9	0	24	12	10	0	0	0	0	9	4	23	0	18	17	10	0	16	3	6	55	0	0	1	0	0	26
"5"	10	1	0	0	4	56	0	222	0	0	0	62	0	109	58	12	27	0	4	0	11	7	87	0	0	7	26	0	7	4	0	5	31	27	6	3	0	11	10	0	0	0	0	3	14	5	0	0	15	0	7	0	0	21	0	1	0	1	32	0	0	0	0	11	6	0	21	31	3	0	4	81	1	16	0	5	0	34	15	21	0	0	1	10	47	0	5	26	0	0	24	31	14	0	0	3	0	4	0	0	1	0	78	48	0	0	21	43	2	0	53	3	14	112	2	3	12	1	0	47
"6"	0	0	4	4	80	32	0	19	0	0	0	0	2	4	40	31	3	0	0	0	11	60	5	2	0	0	9	0	0	0	0	1	32	6	3	0	0	5	20	0	0	4	6	8	52	0	0	0	0	0	32	0	11	44	0	3	2	1	9	23	2	0	0	38	0	0	32	45	11	0	1	5	5	3	0	33	0	12	15	60	0	0	0	20	24	2	0	13	1	0	4	13	2	11	0	1	0	12	0	0	0	0	17	21	4	2	14	26	3	0	40	6	20	12	0	5	0	1	0	24
"7"	0	20	0	0	0	0	57	1059	0	1	0	0	0	15	1	8	13	0	1	0	0	5	21	3	0	0	10	0	0	0	0	22	15	15	0	0	0	0	4	0	0	0	0	0	25	0	0	0	0	0	3	5	0	1	0	7	0	0	44	0	9	0	0	57	1	0	2	8	0	0	27	1	0	7	3	4	0	8	13	19	0	0	0	17	0	0	0	0	0	0	1	1	0	0	0	0	0	14	0	0	0	0	0	1	3	0	0	0	2	0	10	0	0	15	0	0	5	0	0	23
"8"	0	0	0	0	265	31	2	112	0	0	0	13	0	0	4	41	12	0	0	1	10	18	2	1	10	11	7	2	0	3	0	2	10	0	1	0	20	10	21	0	0	0	0	7	15	13	0	0	0	0	19	0	5	11	0	20	0	0	4	0	1	0	0	6	10	0	0	53	9	0	0	18	0	17	0	0	0	25	2	57	0	2	0	9	0	0	0	34	0	0	19	1	5	0	0	0	0	3	1	0	0	0	4	14	6	0	3	1	0	0	22	0	54	15	0	4	2	0	0	21
"9"	2	27	0	0	3	79	0	98	0	0	0	0	0	4	39	24	5	0	0	0	34	44	77	0	0	19	10	13	0	5	0	4	20	24	1	0	0	11	5	0	0	17	1	3	29	3	0	10	9	0	69	7	4	25	8	8	0	0	43	20	18	0	1	93	46	0	5	31	24	0	3	46	0	43	1	19	0	45	32	18	0	0	0	90	1	0	1	59	0	0	115	12	8	3	0	15	1	29	5	0	0	0	13	23	13	0	51	1	28	6	35	12	1	86	0	0	13	2	25	106
"10"	1	0	0	5	102	4	0	0	4	0	19	1	0	0	2	247	41	1	0	3	7	18	19	0	0	25	2	6	1	0	0	17	6	19	1	2	6	13	32	8	0	12	2	9	63	0	11	5	0	0	1	0	0	9	0	6	3	1	11	13	16	0	12	33	10	0	16	44	5	8	1	74	0	52	0	46	2	13	20	31	0	0	0	21	0	1	0	17	0	0	37	13	12	0	0	6	0	3	0	0	0	0	12	45	16	1	8	24	9	0	12	0	0	28	0	1	7	0	5	19
