"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	36	145	2	18	701	2	1	0	7	0	48	10	90	67	10	9	0	0	28	48	24	51	6	134	40	36	0	21	0	0	1	0	6	0	4	0	1	107	63	59
"2"	60	157	0	0	280	57	121	3	48	7	100	51	107	240	42	10	0	4	111	65	21	79	13	99	17	13	1	9	0	0	0	7	19	0	11	0	34	88	55	54
"3"	26	51	0	0	281	0	0	7	0	0	48	9	110	74	28	34	0	1	57	39	1	37	1	28	10	34	13	3	0	57	4	32	22	0	30	0	0	41	43	55
"4"	49	15	10	9	4	0	58	11	21	1	47	20	82	50	7	3	1	3	54	36	8	28	8	108	45	9	3	38	2	1	0	1	0	5	54	0	0	111	58	45
"5"	54	0	25	1	0	0	1328	14	0	0	54	12	8	30	0	0	0	0	3	6	2	13	3	41	0	0	18	1	0	0	0	1	0	0	32	0	0	41	61	46
"6"	42	28	1	0	534	2	7	0	31	11	65	24	45	74	16	7	0	0	4	32	26	67	2	105	26	6	0	11	0	3	0	4	3	6	0	0	0	59	53	39
"7"	5	45	0	208	186	0	36	2	24	1	46	2	46	70	7	1	0	1	15	26	6	60	15	43	6	0	0	15	5	0	4	0	0	15	18	0	1	50	12	39
"8"	46	44	13	2	64	5	47	21	8	0	48	14	49	61	35	15	23	0	129	33	3	131	13	82	47	49	0	57	0	0	0	3	15	16	20	0	0	65	49	109
"9"	66	17	11	5	40	0	62	61	5	44	105	92	183	124	11	16	0	0	55	42	8	119	12	90	23	14	12	62	33	0	0	6	2	0	27	0	1	123	53	106
"10"	79	25	0	202	2	0	167	8	14	0	83	13	113	110	45	2	0	0	111	35	8	41	71	120	24	23	4	17	0	3	2	10	0	5	9	35	0	83	43	85
"11"	114	57	12	25	1	0	176	92	20	6	91	38	134	126	9	7	0	0	116	6	0	48	0	119	48	11	38	91	0	0	1	4	17	0	5	0	2	97	76	245
"12"	21	71	29	128	63	5	14	27	74	0	128	16	115	57	138	0	0	0	39	12	12	125	13	68	4	2	0	10	0	0	0	2	1	2	26	2	0	202	57	152
