"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	10	15	4	1	1	0	71	0	1	0	639	0	0	28	29	0	19	2	0	36	11	25	6	1	1	2	2	44	28	10	0	50	0	0	10	21	47	0	17	0	0	0	74	5	0	0	0	4	0	2	16	0	0	44	0	14	0	28	4	0	11	8	0	9	5	44	1	0	1	14	12	0	5	0	23	7	5	13	0	1	14	0	7	0	0	0	24	0	1	0	10	0	90	7	50	3	5	0	0	2	0	1	19	3	0	0	18	2	0	1	0	53	21	0	24	0	0	6	6	3
"2"	45	0	169	0	0	38	43	81	0	0	0	0	0	0	282	0	23	0	0	2	9	40	0	1	6	45	2	18	6	0	0	85	3	0	0	0	7	0	0	15	1	0	79	20	0	0	0	0	0	0	57	5	0	0	0	0	8	21	8	0	0	2	1	18	0	50	0	0	0	0	41	0	35	0	33	18	2	53	7	0	52	2	0	0	0	1	45	3	7	24	61	1	63	0	44	0	0	0	0	0	0	0	5	18	0	0	3	2	1	2	0	10	10	0	7	0	0	34	13	0
"3"	7	0	62	1	23	0	66	29	0	0	36	34	0	0	62	0	3	0	0	64	0	14	33	1	5	38	16	73	14	0	0	46	0	0	1	1	26	0	0	0	0	0	21	37	0	0	18	0	0	0	148	0	5	1	0	0	7	72	1	0	2	7	0	25	8	57	0	3	0	12	120	2	6	0	5	2	21	13	6	0	71	0	0	0	0	10	10	0	4	4	51	9	44	0	67	0	1	1	0	15	1	0	0	28	0	35	16	0	0	30	0	2	24	0	6	3	2	12	61	1
"4"	15	0	171	0	0	11	0	0	15	0	1	0	2	0	99	1	8	0	0	0	12	10	2	0	0	51	15	7	24	0	0	36	0	0	3	5	35	4	0	0	0	0	38	20	0	0	0	0	1	0	48	0	0	0	0	0	4	25	0	0	39	8	0	3	0	8	0	2	1	1	6	0	0	0	0	24	15	35	42	0	29	0	0	0	0	0	22	0	4	0	0	0	26	16	66	5	0	0	0	24	0	0	9	0	0	0	16	0	29	21	0	0	36	0	1	0	8	19	17	4
"5"	0	64	5	1	0	0	11	6	11	0	16	2	0	34	17	0	25	0	0	4	3	6	6	1	6	20	3	35	12	4	0	15	0	0	3	0	14	0	5	2	0	0	24	14	1	0	0	19	0	0	91	2	0	29	0	0	7	28	0	0	0	9	1	15	11	62	0	2	0	35	110	1	10	0	16	2	13	76	17	1	23	0	0	2	0	0	55	0	3	0	20	0	20	0	26	0	0	0	0	5	0	5	0	0	0	0	35	3	19	1	3	24	25	0	4	0	0	21	19	0
"6"	16	0	73	0	4	0	64	6	0	0	21	0	0	1	99	0	21	3	2	55	28	6	32	2	1	28	13	62	19	11	0	124	0	3	0	23	81	0	0	10	2	0	29	44	0	0	0	2	0	0	45	8	0	0	0	1	1	21	8	0	1	35	0	7	7	50	0	4	0	27	52	0	4	6	7	15	26	38	0	25	4	0	0	0	0	0	54	0	27	7	1	0	7	0	25	0	38	0	21	6	0	0	11	3	0	0	87	2	13	9	0	12	46	0	25	0	1	28	57	0
"7"	2	0	52	0	0	0	19	4	5	0	0	1	0	0	65	1	1	0	0	32	0	19	22	0	16	6	4	60	65	52	0	30	0	0	21	0	19	0	4	44	9	0	45	51	0	0	4	0	0	0	49	0	0	0	0	0	0	49	0	0	16	10	0	11	9	40	0	1	0	83	66	3	9	0	0	32	22	14	1	0	31	0	0	1	0	0	16	2	16	0	43	1	37	0	26	0	0	0	0	13	0	10	4	12	0	0	122	8	22	5	0	114	21	0	26	0	0	76	21	0
"8"	15	0	204	9	0	0	16	4	0	0	0	0	2	0	137	58	22	0	0	38	0	23	13	10	5	14	54	16	22	4	0	74	0	0	3	6	86	0	1	0	2	0	13	47	0	0	4	12	0	0	97	5	0	0	12	0	0	5	0	0	2	5	0	10	0	27	0	2	19	0	39	0	2	0	6	3	22	12	8	0	8	7	0	0	0	1	22	0	13	0	2	0	40	0	16	0	0	21	0	9	0	12	19	8	0	1	12	0	0	4	20	0	7	0	8	0	0	162	90	0
"9"	33	4	15	0	1	0	180	0	4	0	42	0	0	36	11	0	16	19	0	20	0	7	3	0	1	12	8	2	38	1	0	59	0	0	18	10	28	10	0	2	0	0	10	22	0	0	0	6	0	0	81	1	0	0	0	1	2	36	2	0	4	0	0	3	18	7	0	0	4	47	41	0	8	0	2	15	19	6	0	1	4	3	0	0	0	0	16	0	36	0	22	0	37	0	41	0	0	0	0	9	1	16	6	3	0	0	0	0	2	6	2	4	9	0	2	0	0	15	15	0
"10"	37	52	16	4	0	0	13	123	0	0	1	0	0	10	52	3	70	0	0	38	5	12	34	1	0	49	9	57	66	0	0	68	0	0	0	31	56	2	0	4	0	0	9	42	0	0	0	0	0	18	46	0	0	1	22	0	0	6	0	5	0	11	1	12	0	49	0	3	1	2	77	2	9	4	1	34	0	25	6	9	15	31	0	15	11	0	69	7	7	10	10	0	46	0	12	0	0	0	5	0	0	42	9	6	0	1	48	4	0	5	6	0	13	0	66	1	0	20	13	4
