"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	38	0	1	0	0	10	38	1	96	17	3	125	48	1	3	21	30	115	4	41	18	45	22	22	3	6	2	1	12	13	5	33	1	7	18	151	6	0	18	88
"2"	49	1	87	56	0	0	0	51	110	0	7	105	46	0	0	43	44	135	9	106	79	42	13	94	9	32	0	1	5	6	1	43	18	1	39	188	7	0	71	140
"3"	9	0	0	0	19	6	105	11	217	1	0	81	139	2	3	31	118	206	40	169	15	57	3	129	75	35	0	22	0	2	17	45	0	6	40	122	17	0	78	65
"4"	2	0	48	207	0	0	0	39	37	1	0	101	175	1	1	7	26	83	7	44	39	109	11	43	16	9	0	12	5	0	0	98	2	1	28	81	5	1	54	72
"5"	1	1	0	8	0	18	13	14	71	1	0	215	59	2	24	15	11	49	0	106	14	129	23	114	8	40	0	0	0	2	0	134	37	3	85	102	49	0	67	137
"6"	10	0	5	3	0	0	21	13	11	18	1	193	105	28	0	12	48	182	16	188	25	41	46	107	72	73	0	0	2	7	43	45	44	80	49	138	27	0	79	105
"7"	2	0	0	0	0	6	10	2	73	0	0	81	52	1	4	9	41	96	6	97	32	49	8	62	2	29	13	10	10	16	0	21	51	3	54	103	4	0	50	8
"8"	52	0	27	0	0	0	41	13	104	9	0	76	123	6	16	27	34	61	11	75	4	60	33	46	90	17	0	10	0	9	22	26	9	8	19	104	1	0	56	88
"9"	9	0	0	0	2	45	134	3	249	1	17	156	66	0	19	11	121	171	18	100	9	69	2	85	6	39	0	42	0	0	0	44	2	30	54	134	4	0	77	59
"10"	0	0	3	17	0	6	6	79	80	2	0	253	51	5	3	5	129	119	3	160	22	81	61	121	11	70	0	12	8	44	10	37	24	3	54	118	12	0	46	154
"11"	0	0	0	48	0	27	19	0	82	7	0	245	203	0	7	6	69	77	9	161	33	49	16	71	51	56	1	22	0	32	0	27	30	7	67	100	7	0	107	82
"12"	1	0	0	2	0	28	19	18	111	0	0	110	39	3	12	19	14	66	2	85	35	98	23	38	2	22	0	1	2	1	8	52	9	0	64	138	57	0	27	87
"13"	13	1	1	0	0	0	5	1	74	0	20	51	69	0	56	55	65	103	13	75	18	23	4	120	3	38	0	9	0	3	54	59	40	11	47	182	36	2	115	80
"14"	0	24	0	4	0	0	232	0	275	0	0	91	100	0	41	22	36	59	5	74	21	53	11	66	13	51	0	1	0	22	0	90	40	1	48	78	13	0	66	65
"15"	1	3	4	0	0	1	1	16	88	1	0	202	162	5	9	31	70	143	27	131	14	87	2	149	20	23	1	6	0	5	2	85	6	1	129	133	41	0	103	247
"16"	0	0	2	47	0	0	5	61	60	0	3	213	59	1	15	25	59	166	11	110	17	35	8	113	88	14	0	6	14	2	1	117	9	1	58	208	10	0	152	86
"17"	104	0	30	1	0	0	61	7	132	20	0	70	77	2	0	15	117	57	15	100	11	90	14	106	28	50	0	1	3	1	3	39	56	1	36	178	17	0	98	51
"18"	0	0	0	96	0	0	62	0	156	6	3	66	44	2	0	20	21	86	8	39	26	101	21	61	10	47	0	1	0	0	9	10	21	0	40	112	29	0	53	45
"19"	30	0	1	1	0	18	0	11	8	25	0	155	42	17	29	4	77	139	13	85	34	45	15	64	8	52	0	20	5	0	0	91	43	14	132	231	20	0	129	53
"20"	59	0	10	80	0	0	0	120	2	3	1	197	82	0	5	18	80	68	14	99	15	36	5	62	16	15	0	11	0	15	12	164	35	28	59	187	0	0	243	39
"21"	15	0	0	4	4	0	10	41	27	0	20	150	93	0	11	9	48	109	0	117	52	22	3	125	3	85	5	13	38	32	19	56	5	91	31	231	37	5	87	64
"22"	0	22	0	57	0	0	0	7	93	0	0	147	77	1	3	5	108	89	24	75	16	37	2	58	18	13	0	2	1	0	11	105	37	14	152	248	57	0	76	209
"23"	11	0	0	0	0	0	80	7	67	0	0	76	119	0	7	3	35	61	3	22	46	27	25	173	10	6	0	6	0	21	5	92	13	14	25	93	15	6	75	104
"24"	0	0	8	75	0	0	0	10	39	0	22	109	123	12	2	8	86	110	11	76	7	53	22	68	17	100	0	52	0	9	3	97	9	5	112	240	14	0	42	108
"25"	0	17	0	1	10	0	44	8	45	0	0	108	96	1	17	3	32	95	19	19	6	15	18	83	5	23	0	0	2	1	35	32	15	0	21	135	20	0	67	64
"26"	0	0	0	122	0	0	1	61	34	32	1	83	119	1	2	6	17	99	11	139	76	42	7	66	19	46	0	18	0	5	35	93	24	3	73	91	16	0	59	47
"27"	19	1	3	87	1	2	0	98	15	0	7	92	89	4	21	30	10	127	30	44	12	22	6	80	14	21	0	0	0	4	0	27	33	4	22	54	24	8	28	137
"28"	0	11	0	67	2	0	1	21	50	0	0	99	76	5	8	16	85	113	37	66	23	173	10	75	31	65	0	1	3	1	10	70	25	1	48	78	11	0	59	95
"29"	28	0	0	2	1	3	87	8	166	0	0	153	100	0	20	6	71	165	78	122	32	82	8	194	57	14	0	12	0	23	6	66	32	9	108	154	18	0	49	93
"30"	10	1	1	17	0	28	39	6	121	0	0	115	48	0	1	3	58	113	15	63	57	31	12	50	24	69	0	1	1	2	0	11	9	2	55	95	27	0	62	34
"31"	0	3	0	0	22	0	116	2	15	0	11	125	90	2	21	37	43	182	70	58	47	121	9	162	18	3	2	5	0	26	6	29	56	5	55	230	21	0	76	54
"32"	0	0	0	14	0	0	29	7	277	0	2	236	127	1	2	22	66	260	17	171	15	44	10	43	76	5	0	9	43	0	8	80	0	4	59	173	7	0	87	84
"33"	15	0	3	1	0	2	166	1	82	0	0	168	66	0	15	13	30	104	68	85	4	26	16	82	61	17	0	0	8	0	28	70	22	4	8	222	5	0	161	97
"34"	46	0	19	37	2	2	0	26	146	1	0	158	103	7	4	22	19	47	17	86	11	58	2	140	1	70	0	55	66	4	2	54	5	21	64	130	3	0	25	51
"35"	0	0	2	102	6	1	21	35	101	0	3	231	152	0	8	10	13	113	18	127	32	70	7	120	35	58	0	4	1	1	23	64	27	37	15	144	10	0	73	55
"36"	1	2	0	0	9	0	8	103	7	9	1	260	142	23	45	22	104	157	0	56	9	57	0	112	23	53	0	1	0	11	7	67	13	6	82	176	16	0	73	31
"37"	2	0	2	5	0	2	99	0	178	3	0	165	119	1	16	51	102	113	32	77	15	63	6	26	30	50	0	9	0	7	11	27	55	1	86	135	46	0	71	30
"38"	18	0	9	58	0	0	18	11	37	0	0	197	114	0	1	27	49	137	15	134	8	70	45	76	12	67	0	1	20	14	1	51	31	8	37	217	44	0	102	191
"39"	2	0	0	18	0	0	8	0	140	0	0	242	122	32	0	19	35	139	17	79	13	86	34	70	32	93	0	4	3	33	2	111	11	0	35	260	49	0	77	109
"40"	16	0	0	0	0	0	348	0	284	0	1	134	123	3	37	21	55	80	69	97	6	28	17	141	1	8	6	1	0	2	0	50	17	1	28	172	1	0	90	63
"41"	7	0	2	59	0	0	8	8	55	5	6	163	103	2	3	0	40	110	13	95	53	51	31	112	41	29	0	6	0	8	5	13	34	5	32	145	6	0	39	72
"42"	13	0	17	0	0	0	96	5	178	0	0	160	80	6	6	45	40	198	9	112	40	121	59	110	21	34	0	2	1	55	3	95	10	19	62	172	18	0	81	105
"43"	5	0	4	35	0	0	7	53	171	5	0	93	123	0	56	21	78	115	6	133	4	82	21	133	45	32	0	5	23	21	0	58	35	1	30	258	31	0	118	80
"44"	1	2	0	0	50	2	70	52	87	0	0	252	85	0	8	8	30	90	18	169	50	108	11	50	46	31	0	75	4	24	1	52	51	11	27	119	19	0	61	68
"45"	0	0	0	1	2	5	14	32	27	3	0	159	26	39	37	53	77	126	11	51	38	48	9	95	8	61	0	8	7	9	0	55	72	1	65	107	19	0	56	82
"46"	0	0	0	0	1	58	25	0	276	0	0	101	53	1	9	8	29	121	9	35	8	20	2	33	10	18	0	23	0	0	3	19	13	0	27	81	11	0	46	40
"47"	30	0	3	1	0	12	25	21	152	0	0	275	57	1	19	4	50	108	9	151	66	33	29	172	21	99	0	62	6	8	1	49	22	7	58	261	32	0	105	47
"48"	0	0	0	0	18	0	4	39	64	0	0	119	45	1	3	3	56	83	18	149	27	57	18	124	13	55	1	20	11	14	2	64	30	2	47	161	6	14	46	104
"49"	16	14	0	15	1	20	24	0	197	0	0	136	176	9	23	22	44	203	26	165	4	94	0	121	4	38	0	18	0	11	0	37	36	46	29	107	22	0	97	158
"50"	0	6	0	23	88	2	1	20	111	0	0	126	124	2	26	11	41	144	27	43	44	47	31	105	9	59	0	22	0	13	46	128	32	24	107	113	34	0	67	174
"51"	0	0	0	0	25	0	52	32	95	0	0	93	58	0	6	4	13	61	27	46	11	34	8	77	4	29	0	4	9	44	0	40	0	7	31	150	7	1	29	41
"52"	1	0	4	141	0	0	0	60	82	0	3	172	69	4	14	34	34	64	30	213	47	22	30	60	51	128	0	11	0	3	1	32	51	45	50	141	27	0	73	205
