"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	18	0	0	0	356	0	3	192	0	13	5	3	0	3	0	15	5	6	7	0	13	1	89	9	0	27	1	8	17	0	7	9	0	3	63	0	3	42	36	146	12	0	0	1	57	25	13	13	0	41	0	0	22	0	36	45	5	10	8	0	56	0	0	94	0	0	25	0	8	38	2	42	10	38	23	65	1	30	0	0
"2"	13	0	0	187	37	0	83	124	223	0	0	0	21	3	0	11	0	31	1	2	0	0	77	4	0	0	6	5	14	0	21	2	0	0	141	0	0	7	31	7	15	0	0	8	3	78	2	28	0	5	0	0	36	0	11	1	5	0	0	0	21	2	1	17	7	0	0	0	0	62	0	42	1	13	9	27	0	3	0	0
"3"	10	0	0	0	14	28	528	16	3	0	113	0	2	15	1	0	0	0	45	6	0	2	12	1	0	5	2	0	0	0	17	2	0	0	114	0	2	75	50	70	2	0	9	0	19	15	2	2	0	86	2	0	15	1	29	5	30	0	0	0	110	0	5	83	0	0	0	7	0	6	0	33	0	3	8	7	0	12	11	0
"4"	0	0	0	0	6	0	0	1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	29	0	0	0	0	0	0	0	35	0	0	0	8	8	0	0	0	0	0	3	0	2	0	5	0	0	0	0	11	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	1	0	0
"5"	22	0	0	46	0	3	320	30	87	0	45	0	12	10	0	63	4	5	17	0	4	0	82	18	0	7	1	0	0	0	9	18	0	0	82	0	1	44	45	2	3	0	7	1	1	0	0	31	0	5	53	0	41	5	32	2	42	0	1	14	31	0	1	195	12	0	6	0	0	43	0	22	0	71	0	16	18	0	3	0
"6"	6	0	0	82	0	0	17	48	65	1	0	50	14	1	8	13	1	2	12	0	0	0	104	10	0	0	16	9	14	8	29	12	0	1	99	0	3	26	38	25	25	0	0	0	42	38	2	2	0	12	2	0	44	11	47	34	9	10	27	0	50	1	0	52	17	10	6	0	0	23	0	36	1	23	6	1	1	0	4	15
"7"	5	0	0	30	0	11	138	358	6	0	9	0	1	1	4	0	0	28	2	0	7	0	43	11	0	3	2	1	0	0	12	0	0	0	74	0	19	8	101	33	1	1	0	0	21	7	21	23	0	6	0	0	15	11	31	10	1	0	3	0	23	0	11	39	1	0	19	0	3	9	0	8	0	4	1	0	33	0	46	0
"8"	54	0	0	3	206	7	146	41	1	15	0	15	5	1	8	1	1	0	1	1	0	0	42	16	0	2	0	10	0	0	2	2	3	0	46	0	0	29	27	21	3	0	0	0	9	14	2	1	0	72	0	0	45	2	27	6	11	0	0	0	33	0	0	31	3	0	9	0	4	16	0	11	3	3	71	25	4	15	7	0
"9"	87	0	0	13	45	0	21	6	0	0	94	42	13	33	4	9	0	5	3	6	27	0	121	14	20	2	15	20	25	0	44	15	0	0	164	0	5	12	121	17	5	0	0	0	18	24	10	8	7	14	2	1	88	54	27	21	21	0	14	2	54	0	3	53	2	0	31	0	1	22	0	15	19	0	24	16	6	4	2	22
"10"	64	0	0	13	1	9	0	343	16	1	51	0	0	9	0	6	3	9	4	0	8	0	67	12	0	12	1	5	3	0	18	11	0	6	37	0	4	17	92	21	3	0	0	1	39	8	5	0	0	5	4	0	100	14	30	13	44	0	11	0	90	0	1	104	13	0	0	1	22	21	2	8	0	4	2	0	1	21	22	0
