"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"
"1"	26	2	0	33	0	12	0	1	0	5	0	0	4	1	4	0	1	0	0	8	3	16	2	0	0	0	1	0	0	1	0	18	4	6	2	2	0	0	0	0	31	0	10	0	0	22	0	0	0	13	24	13	29	0	4	35	8	5	1	5	0	0	3	6	0	9	21	1	0	0	2	0	0	3	0	0	2	0	8	0	21	0	19	13	0	46	0	0	0	0	0	24	0	0	5	15	0	5	20	23	0	2	1	17	0	0	0	0	15	0	0	15	0	36	13	0	0	2	0	2	51	47	47	0	8	0	0	2	0	0	0	0	3	17	4	12	4	0	6	3	3	0	31	0	11	0	4	0	0	12	3	54	2	14	5	1	6	0	0	0
"2"	3	0	0	97	0	34	0	0	4	78	0	0	20	3	7	0	0	0	13	1	0	70	0	1	0	8	0	0	0	31	0	37	2	13	0	0	0	1	0	3	54	0	19	8	10	8	0	0	0	19	94	34	92	0	0	4	0	3	47	0	0	0	0	0	7	22	20	27	4	0	3	0	0	0	0	0	3	0	36	0	17	0	51	6	4	41	0	1	6	0	0	0	0	0	0	49	5	55	5	0	0	10	0	0	11	0	0	20	60	0	0	42	5	55	36	3	0	36	0	27	21	37	5	1	0	0	12	6	4	0	0	15	4	0	0	26	27	0	2	0	0	0	54	15	2	0	71	0	0	60	15	1	0	7	0	1	11	0	1	0
"3"	6	0	0	18	0	8	0	0	0	577	0	0	103	255	0	0	0	0	0	0	0	11	5	0	0	0	0	3	0	0	2	61	35	16	1	0	0	0	0	0	34	0	0	0	0	1	0	0	0	5	2	20	3	0	7	2	4	0	0	0	0	0	1	24	8	3	27	5	0	0	2	0	0	0	0	0	0	0	0	0	9	0	4	0	0	72	0	0	0	1	0	0	0	6	0	11	35	7	0	2	0	14	0	0	10	0	0	0	5	0	0	5	0	23	28	12	0	0	0	0	4	7	20	0	1	2	0	0	1	0	0	0	0	0	0	22	0	6	4	8	0	0	15	1	0	0	0	0	0	25	39	28	3	5	0	0	1	0	3	3
"4"	0	0	4	46	0	16	0	6	0	0	17	0	0	211	0	0	0	2	0	6	2	19	0	3	0	0	1	0	0	19	0	11	22	22	9	0	0	0	0	0	29	2	1	0	0	4	0	1	1	40	5	19	40	6	0	3	9	24	1	3	0	9	1	15	1	16	9	0	0	0	9	5	0	0	1	0	10	68	14	0	11	0	22	1	0	6	0	0	1	0	0	0	0	7	1	17	0	14	13	0	21	51	0	0	1	0	2	1	18	2	0	31	0	28	45	20	1	1	0	0	5	33	23	0	9	1	1	0	0	0	0	0	58	3	1	20	19	0	0	6	0	0	5	0	5	0	5	0	9	7	7	0	7	4	10	0	7	0	1	16
"5"	2	0	1	60	0	27	0	0	0	19	0	0	10	55	22	0	0	0	28	0	0	18	0	26	0	0	0	0	0	4	0	10	10	40	0	0	4	0	0	0	2	4	48	0	0	3	0	0	0	24	23	12	21	0	2	21	0	0	0	8	0	7	4	7	0	5	12	16	0	0	0	0	0	0	0	0	0	0	0	0	8	1	38	1	6	4	28	0	1	0	0	1	0	0	0	47	0	26	0	0	0	25	7	0	5	0	0	0	12	0	0	14	0	11	12	33	7	1	0	2	66	12	7	0	4	13	0	2	0	0	0	2	4	0	3	12	12	5	1	0	0	0	25	18	3	0	4	0	6	24	11	23	1	2	0	0	5	0	0	0
"6"	65	0	0	25	0	1	0	0	0	46	0	0	12	3	15	0	0	0	0	1	6	6	12	3	0	10	0	0	0	44	0	83	5	46	0	0	0	0	9	28	10	11	9	0	0	0	0	14	0	56	33	59	111	0	14	0	1	0	6	1	0	12	5	14	0	80	27	0	0	0	20	0	0	0	0	0	9	0	14	0	21	0	16	17	8	10	1	0	0	0	0	1	0	2	2	7	0	9	42	0	0	13	22	0	6	0	0	5	20	5	0	50	5	48	41	13	0	0	0	0	21	23	50	18	0	0	0	11	1	0	1	0	27	0	0	7	19	36	1	1	0	0	2	13	2	0	27	0	8	2	4	7	14	21	0	0	3	0	5	0
"7"	31	0	0	0	43	4	0	0	0	124	0	0	209	0	16	0	0	0	0	2	0	1	2	6	0	1	0	0	0	4	0	75	52	4	0	0	0	21	0	1	17	0	4	0	0	0	0	12	0	40	28	1	14	0	3	12	0	0	0	0	0	0	11	0	0	13	17	1	0	0	49	1	0	0	0	0	28	6	11	0	2	0	29	1	8	12	0	0	1	1	2	1	0	0	4	56	0	32	0	0	0	29	0	10	0	0	0	0	36	0	0	13	0	24	21	10	0	53	0	0	8	1	0	0	2	13	0	0	0	0	0	3	15	0	0	26	2	4	0	3	21	0	29	0	1	0	5	0	12	27	9	8	0	105	0	0	10	1	0	0
"8"	23	4	0	86	0	14	0	51	1	0	2	0	12	11	0	0	4	5	0	2	1	37	1	23	0	0	0	0	0	3	0	67	77	10	3	0	0	0	2	0	0	12	15	0	0	7	0	7	0	16	19	9	61	0	2	27	3	27	33	6	0	0	32	13	0	69	40	13	0	0	64	0	0	2	0	0	0	34	4	0	4	0	32	10	15	25	0	0	0	0	0	0	0	0	0	4	0	10	53	6	0	37	0	0	4	1	0	0	33	0	0	19	0	26	33	89	0	0	0	1	22	42	34	0	1	12	0	4	0	0	12	0	15	0	25	30	68	4	0	6	0	0	4	4	16	0	6	0	6	2	88	61	3	17	7	4	1	0	3	0
"9"	48	0	0	33	0	93	0	0	0	4	0	8	116	40	0	0	0	0	22	0	2	26	1	29	0	4	0	0	0	16	0	4	19	8	53	0	0	15	0	0	38	0	1	0	0	0	4	0	0	27	13	0	23	0	0	1	2	4	0	0	0	0	3	2	0	26	0	0	0	1	13	0	0	0	0	0	6	0	1	0	20	0	33	13	0	7	0	0	3	0	0	0	0	0	0	21	0	14	0	1	0	0	11	14	1	0	0	3	1	0	0	25	0	4	27	0	7	4	0	0	13	20	10	0	3	1	0	0	22	0	0	0	2	0	0	11	12	1	0	1	0	0	13	0	3	0	18	0	5	2	26	2	1	7	0	0	2	0	4	0
"10"	47	0	0	24	39	4	0	0	0	55	0	0	11	83	109	6	0	0	1	2	0	20	0	37	0	1	1	0	0	32	0	34	42	14	2	0	0	6	0	0	3	0	4	0	0	0	0	1	0	34	55	22	37	0	9	3	1	0	0	0	0	0	0	0	0	48	5	16	0	15	11	0	0	0	0	3	66	0	8	0	40	0	16	0	2	27	0	0	6	7	6	5	2	0	0	15	0	32	8	3	0	28	2	21	27	0	0	0	3	0	0	45	0	14	42	8	0	14	0	0	0	59	60	1	1	1	0	1	7	5	0	0	45	3	0	26	45	0	2	39	1	0	0	6	28	3	11	0	0	5	2	3	1	35	0	0	23	0	3	0
