"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	0	3	235	3	10	6	4	0	30	75	232	0	0	22	0	7	0	7	48	103	145	64	0	88	78	138	104	6	1	0	74	77	48	0	1	77	5	86	14	152
"2"	5	0	413	0	0	24	16	0	7	26	99	0	1	18	15	1	1	94	11	77	79	75	0	34	20	23	105	0	13	0	86	141	2	4	0	10	74	127	30	123
"3"	10	21	25	38	78	63	30	2	5	169	32	0	1	5	94	5	0	43	33	103	125	105	8	157	80	64	46	23	6	0	63	48	0	34	0	16	0	146	1	67
"4"	17	1	214	13	15	3	43	0	0	44	53	0	0	0	20	3	0	44	19	17	37	101	0	112	120	13	71	13	44	0	33	72	42	46	0	15	19	75	0	167
"5"	0	0	4	4	124	45	16	5	0	100	104	0	2	0	8	3	1	35	23	97	123	28	0	139	63	17	108	23	1	0	75	93	1	46	0	14	0	63	6	62
"6"	40	0	20	30	118	2	101	4	0	48	84	1	8	0	7	0	3	14	80	53	60	122	0	53	48	19	40	37	3	0	54	33	8	8	0	36	14	41	0	97
"7"	0	11	82	9	6	9	8	0	38	82	155	0	0	14	34	19	0	4	39	64	54	112	0	105	89	147	118	8	11	1	133	228	1	2	0	51	24	99	8	203
"8"	11	70	32	2	134	3	89	3	0	89	162	0	0	34	1	13	0	24	26	27	129	89	0	73	19	30	210	4	97	0	45	44	0	6	0	43	41	78	3	72
"9"	1	1	0	20	167	1	24	0	0	73	34	8	0	13	23	0	0	0	9	48	72	58	12	45	22	18	105	2	3	0	56	64	0	2	0	0	9	45	4	86
"10"	21	0	1	37	209	26	18	3	2	82	70	0	0	30	34	11	11	33	34	212	53	68	0	40	99	21	70	28	17	0	87	48	0	10	0	61	0	161	0	70
"11"	5	0	44	1	21	39	20	0	9	114	23	1	0	27	2	4	0	9	58	101	169	99	67	57	71	55	164	49	5	0	122	69	4	9	1	30	20	177	47	158
"12"	7	8	209	15	2	0	84	2	0	70	91	0	0	0	17	12	0	11	68	61	135	134	0	87	36	9	62	7	10	0	53	97	0	1	0	5	10	104	3	133
"13"	2	0	25	10	72	7	49	0	0	55	44	0	0	0	23	1	1	58	26	70	48	17	0	73	32	10	147	3	1	0	114	142	14	21	0	45	0	110	1	137
"14"	5	0	122	0	8	8	60	1	0	72	49	0	0	0	7	4	0	16	42	87	56	65	0	39	23	17	57	11	16	2	78	22	0	26	0	9	8	36	0	77
"15"	2	1	41	0	2	76	0	2	17	86	26	1	0	31	3	3	0	8	9	45	85	114	1	92	66	45	59	5	10	0	34	89	2	5	1	9	0	86	0	85
"16"	1	0	48	55	334	22	82	3	0	87	100	0	6	3	24	9	0	34	48	33	75	94	4	148	76	69	150	1	61	8	60	48	6	15	0	9	8	113	0	81
"17"	4	8	31	30	23	1	60	3	0	55	65	4	1	2	28	4	5	15	12	53	103	96	13	86	82	5	68	4	3	0	51	36	0	12	0	8	8	108	17	80
"18"	0	1	1	526	60	1	29	2	0	34	57	0	0	8	0	0	0	6	8	39	71	41	1	79	10	81	76	9	0	0	49	37	29	1	0	3	1	85	2	60
"19"	1	1	402	0	0	0	1	0	5	159	113	0	1	9	10	0	0	8	18	30	126	48	21	23	116	83	74	11	4	0	80	130	0	65	0	27	4	52	11	89
"20"	2	2	9	61	314	6	22	28	0	126	71	0	0	4	1	1	0	18	6	29	101	57	0	84	55	52	26	8	19	0	56	52	3	38	0	11	53	117	13	156
"21"	6	0	85	3	12	103	33	5	49	83	86	0	0	4	26	0	0	30	123	92	112	134	0	62	162	72	58	13	13	5	122	119	7	9	0	19	42	131	3	74
"22"	0	1	2	0	163	81	28	21	1	55	62	7	2	2	11	1	0	0	16	107	63	61	0	34	25	41	57	1	22	1	24	46	0	1	0	37	0	47	3	109
"23"	3	5	177	0	2	35	4	9	66	48	184	0	11	46	22	2	0	52	68	19	63	82	1	83	114	15	173	33	7	0	83	61	0	3	0	5	1	187	1	141
"24"	3	36	162	0	3	39	3	9	11	60	58	0	0	37	0	9	0	5	7	74	78	68	0	130	45	24	61	7	5	2	30	63	3	4	1	3	18	109	10	145
"25"	32	0	5	13	26	8	10	2	12	114	50	0	12	3	4	2	0	37	31	57	75	123	0	32	42	4	30	0	5	0	77	63	9	1	0	6	4	125	7	71
"26"	0	0	32	0	58	48	27	1	12	59	64	6	2	7	13	9	0	16	51	84	80	75	11	82	51	14	84	17	6	4	66	44	0	14	0	6	0	21	0	87
"27"	0	0	4	1	55	68	6	0	9	81	111	0	0	18	5	29	0	16	5	26	84	38	0	124	181	32	73	4	6	0	85	84	15	3	0	58	0	148	49	123
"28"	0	6	39	36	25	1	88	16	1	164	68	0	1	3	5	3	1	23	74	24	99	64	0	88	106	20	115	24	10	0	95	40	2	10	0	19	29	116	1	97
"29"	25	0	53	41	69	2	22	0	13	126	121	0	0	6	3	4	1	40	47	64	151	188	3	62	84	57	102	37	6	0	163	115	0	46	6	46	0	37	0	165
"30"	6	0	2	30	251	3	9	11	0	105	39	0	0	1	18	1	0	28	29	52	44	86	0	73	21	30	93	5	15	0	117	39	25	10	0	32	0	118	4	48
"31"	0	3	17	14	28	3	18	2	2	49	116	4	1	1	34	0	0	46	9	46	54	27	0	91	37	27	89	24	15	0	66	80	0	0	6	33	4	116	1	65
"32"	0	0	48	20	41	2	8	1	0	94	62	0	12	0	113	4	0	8	24	11	55	95	9	47	80	30	149	4	0	0	80	46	1	2	0	46	1	64	8	124
"33"	3	0	11	2	45	2	22	3	2	33	28	0	0	30	10	8	0	30	21	27	60	102	0	66	77	50	57	17	4	0	110	71	7	32	0	2	8	54	17	53
"34"	0	2	353	2	21	0	142	8	0	96	97	0	4	1	13	6	1	15	13	54	87	188	5	56	88	58	49	3	16	0	64	132	2	4	16	46	0	109	1	101
"35"	6	0	77	0	10	48	12	13	1	104	76	0	3	19	7	15	0	8	14	49	130	114	4	117	117	87	53	14	9	1	105	20	0	1	0	17	0	108	0	100
"36"	20	19	148	0	1	18	12	0	4	63	65	0	5	0	0	20	0	17	20	52	66	55	0	62	47	11	95	8	0	0	101	60	8	48	0	16	0	23	3	81
"37"	3	7	25	1	194	8	40	1	25	65	71	5	2	4	23	4	0	58	12	43	80	42	4	83	91	13	133	43	3	0	96	85	6	10	0	32	14	63	8	113
"38"	0	12	0	0	173	193	2	0	0	40	117	10	0	17	7	2	4	1	28	35	57	10	0	18	39	13	53	3	31	6	35	35	14	0	0	19	0	71	1	66
"39"	0	11	28	126	56	14	8	7	62	152	179	0	1	9	21	94	2	32	7	76	91	80	0	117	126	56	66	12	24	0	160	71	18	22	0	10	1	66	2	152
"40"	3	3	204	0	6	6	21	13	4	182	23	6	0	13	11	5	0	60	56	71	111	65	0	85	73	31	99	2	9	2	52	84	0	4	1	29	35	151	5	125
"41"	0	2	49	46	0	20	1	5	16	55	66	12	0	3	1	37	0	9	65	32	93	51	0	56	42	43	61	3	6	0	87	102	11	0	1	13	6	60	0	52
"42"	0	5	5	24	506	19	136	3	0	33	50	0	0	0	1	13	0	2	26	9	24	47	0	32	57	50	25	18	0	0	52	45	0	1	0	8	15	67	2	32
"43"	0	4	49	3	0	3	49	0	27	79	72	4	0	20	25	15	0	19	10	10	120	79	0	114	57	8	38	11	0	0	49	133	0	11	10	3	3	164	1	82
"44"	17	0	221	0	2	0	44	2	1	44	52	0	1	3	13	0	4	38	29	89	139	116	0	77	180	39	150	0	4	0	53	55	0	7	0	52	52	160	0	134
"45"	5	6	716	9	8	0	129	2	0	91	28	0	0	35	0	0	0	4	28	25	46	64	0	77	37	37	39	3	0	0	29	54	0	7	0	57	0	15	0	29
