"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	0	139	0	4	0	4	5	26	0	81	0	0	8	15	9	92	0	0	2	0	0	0	0	44	6	0	7	24	0	14	0	1	3	1	0	0	0	0	9	0	4	49	13	1	0	0	7	3	16	1	14	15	41	0	0	0	17	0	7	9	4	1	8	1	0	27	2	2	0	15	9	26	0	4	19	0	26	0	0	0	49	8	6	10	0	0	5	0	0	1	0	2	0	0	1	0	0	10	35	0	4	4	10	1	1	0	1	1	16	14	0	0	10	12	8	0	13	3	10	0
"2"	0	1	10	74	0	0	0	12	0	32	0	0	5	789	1	21	0	0	0	0	1	0	0	2	44	0	2	0	0	0	0	0	4	0	0	0	0	0	1	0	19	41	0	0	0	0	3	0	29	0	16	3	20	0	0	0	5	1	4	13	0	2	16	10	0	5	0	0	0	89	12	13	0	5	21	1	6	1	0	0	18	0	0	0	2	0	1	0	0	10	1	0	0	0	22	0	0	10	27	0	0	0	17	3	0	0	8	0	0	7	17	1	8	2	13	0	0	36	37	3
"3"	0	0	0	123	0	1	0	14	0	329	0	8	1	33	0	2	0	3	0	2	0	11	0	25	6	0	0	2	2	0	0	1	2	0	6	0	0	0	3	0	11	43	22	0	0	0	0	0	0	0	5	12	5	0	0	0	0	0	0	26	16	0	3	1	0	0	23	6	0	28	11	4	0	46	8	0	15	0	0	0	8	12	0	2	0	0	36	0	0	4	0	0	11	0	0	1	0	0	24	0	0	9	6	8	8	0	1	0	0	25	0	0	29	0	4	4	17	3	13	0
"4"	0	0	0	157	4	1	0	30	1	64	0	115	8	78	17	39	0	0	40	1	1	0	2	69	5	0	10	30	1	3	0	0	30	0	68	0	0	0	25	0	4	15	3	2	0	0	20	8	0	0	12	26	8	0	0	0	17	8	1	30	9	0	20	16	0	8	18	7	0	63	50	42	4	43	73	0	7	0	0	2	12	5	0	14	0	1	5	3	0	32	0	0	0	28	0	26	0	3	199	0	0	6	17	2	34	0	4	0	24	13	0	11	57	39	18	11	28	1	14	0
"5"	0	31	0	16	2	0	0	508	0	2	11	0	87	29	5	11	0	0	3	0	0	5	0	59	4	0	25	0	0	12	0	11	2	0	16	0	1	0	13	0	9	33	41	31	0	4	7	4	5	7	23	51	19	0	0	0	25	1	18	21	0	0	2	5	0	35	0	30	27	31	41	12	0	82	5	0	13	0	0	10	28	2	3	1	0	0	2	0	10	3	0	0	0	6	0	1	0	0	30	0	0	5	2	34	1	0	2	0	0	39	0	0	32	5	22	15	64	15	15	0
"6"	0	0	0	0	92	3	0	5	6	12	9	0	497	12	1	0	0	0	0	1	0	0	0	24	22	0	1	10	0	2	0	0	5	0	0	0	0	0	10	0	9	9	0	0	0	0	1	4	5	1	0	52	0	0	0	0	2	1	1	26	0	0	20	1	0	1	0	0	0	3	0	7	0	32	17	0	4	1	0	0	16	6	0	0	0	0	6	0	0	1	0	0	1	0	0	2	0	2	36	0	0	0	6	1	2	0	13	0	2	28	1	8	56	7	3	0	2	6	0	0
"7"	6	35	0	29	16	45	0	29	0	29	149	0	6	62	3	66	1	0	100	0	1	0	0	20	40	0	4	3	8	5	0	6	42	1	0	0	0	0	18	0	28	25	12	0	0	0	10	13	1	2	56	31	3	1	2	0	23	4	2	12	20	3	5	10	0	58	26	9	0	30	1	48	0	57	24	0	4	4	0	0	30	0	1	23	7	0	17	0	0	8	0	0	5	0	0	32	0	73	63	0	8	19	44	5	24	6	32	0	23	21	37	1	12	14	12	0	21	11	5	12
"8"	0	3	0	36	0	32	21	0	0	45	22	0	61	129	8	20	0	0	24	2	0	1	2	64	11	0	4	7	6	3	0	0	10	8	3	0	0	0	5	0	23	36	19	0	5	0	7	0	51	17	3	85	25	0	3	0	10	0	0	1	16	1	0	6	4	11	4	8	0	25	31	12	2	54	38	0	10	0	0	1	13	3	1	0	0	5	4	0	0	4	0	0	1	0	0	26	0	0	42	0	0	2	32	20	1	0	0	0	0	61	0	0	56	68	29	1	19	8	11	0
"9"	0	0	0	1	0	23	0	5	7	62	11	0	102	28	11	12	0	0	12	0	0	0	9	20	9	0	4	18	0	0	0	1	22	0	4	0	0	0	16	0	33	41	0	1	1	2	7	2	2	3	7	26	10	0	0	0	19	0	6	36	12	1	2	3	0	44	1	5	2	26	18	55	0	44	22	0	6	0	0	1	40	0	0	7	5	0	3	0	0	3	0	0	0	0	0	6	0	0	33	0	0	4	36	26	12	0	0	0	1	9	4	0	76	0	41	0	12	22	5	0
"10"	0	1	0	53	0	7	0	6	0	22	0	35	0	417	0	13	0	0	1	3	0	0	0	52	17	0	32	12	0	3	0	4	13	0	2	0	0	7	0	0	18	5	0	3	0	0	14	3	0	18	9	79	3	0	0	0	30	3	28	34	27	0	6	3	0	52	21	3	0	34	20	20	4	34	7	0	15	0	0	0	27	6	4	1	1	0	0	0	0	1	0	0	5	0	0	2	0	2	46	0	5	3	18	17	0	0	8	0	2	24	0	0	4	28	25	1	23	95	19	0
