"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"
"1"	47	0	0	795	4	3	0	33	2	100	0	0	1	7	0	0	6	16	0	19	0	32	0	0	45	0	0	4	2	5	0	0	21	1	0	0	0	0	0	0	0	0	0	3	0	6	10	0	0	63	0	1	13	0	0	0	0	7	25	0	5	0	2	0	11	0	0	22	0	6	0	0	37	0	0	4	0	0	0	0	0	5	0	0	0	6	27	0	3	0	0	15	1	0	3	0	0	0	0	0	0	7	42	0	4	0	0	0	50	0	22	4	0	0	0	0	0	2	0	7	5	0	0	4	0	2	15	0	0	0	0	22	5	36	14	5	50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	10	0	19	0	1	0	0
"2"	3	0	0	0	0	973	0	5	0	91	0	0	40	1	0	0	0	0	0	27	47	11	0	2	2	0	0	0	1	44	1	0	1	8	0	12	3	10	7	0	1	3	0	0	0	14	2	0	0	40	0	11	11	0	0	0	0	0	2	0	14	6	40	0	0	1	1	2	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	1	1	0	0	1	0	0	5	2	0	0	3	0	16	0	0	8	20	0	24	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	3	2	7	0	5	9	0	0	0	0	0	1	0	0	0	15	20	31	0	0	0	26	5	0	5	0	0	0	0
"3"	6	0	70	0	6	133	21	0	0	37	41	184	0	0	0	31	96	1	9	99	0	60	0	1	79	8	0	0	17	7	2	0	30	41	0	0	2	2	0	0	0	2	0	5	13	23	6	1	2	42	0	44	19	0	1	9	0	1	27	0	19	0	3	0	0	4	7	21	0	6	2	0	0	0	0	23	0	0	0	0	0	0	1	40	2	3	55	2	5	0	0	2	2	0	6	0	0	0	0	5	9	20	8	10	5	0	5	2	5	2	7	9	0	3	0	0	0	32	0	8	0	4	1	21	4	0	9	0	2	0	0	11	22	2	0	8	27	4	0	0	5	1	14	0	0	0	0	15	4	24	1	0	141	88	0	28	0	36	0	11
"4"	0	0	20	2	43	22	0	98	0	819	15	0	1	88	0	0	5	0	0	8	0	8	0	5	14	0	0	2	1	5	0	1	7	1	43	0	0	0	5	0	0	1	1	0	0	3	0	0	0	11	6	6	26	0	0	0	0	0	7	0	0	2	0	0	0	0	70	1	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	6	0	1	11	0	0	0	0	1	0	0	38	1	0	0	1	0	0	10	25	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	4	0	0	0	0	1	0	0	1	0	0	0	9	0	0	0	0	5	0	0	0	0	0	10	5	1	3	0	12	0	0	18	4	0	0	1
"5"	18	4	35	102	3	0	86	0	7	10	0	57	42	20	0	2	5	0	8	161	0	22	0	2	28	32	0	4	2	17	1	0	12	24	0	0	1	2	10	0	0	0	0	1	2	14	1	0	4	36	0	56	43	4	14	0	0	23	41	0	11	1	51	0	0	6	3	21	13	25	9	0	46	0	0	80	0	0	2	14	0	11	1	6	0	1	17	0	0	0	0	10	5	0	1	0	3	0	0	0	0	0	132	0	13	1	0	5	8	11	57	15	0	3	0	0	52	0	0	10	0	0	14	19	11	0	0	1	0	32	2	26	13	1	0	0	32	20	0	0	3	0	2	0	0	0	9	20	3	0	26	13	52	21	0	1	5	0	0	1
"6"	9	0	0	66	4	0	22	11	12	72	0	0	0	7	0	110	0	0	206	3	0	5	0	1	8	0	0	0	4	10	0	1	0	0	0	0	2	1	1	0	0	0	0	0	1	11	1	0	0	54	0	3	8	0	2	0	0	1	30	0	6	7	6	0	1	0	3	14	0	0	0	0	2	1	0	43	0	0	0	0	0	2	1	0	0	11	0	0	0	0	0	0	5	0	0	29	0	0	0	3	0	0	9	0	1	1	0	1	26	5	3	6	0	3	0	0	1	0	1	23	0	0	0	3	0	0	25	0	0	35	0	5	42	0	0	0	23	0	0	0	0	0	0	0	0	0	0	6	0	0	19	2	28	0	0	17	0	0	1	5
"7"	15	0	60	0	0	111	99	0	0	2	18	2	4	63	0	27	1	0	94	101	0	47	0	3	38	20	0	0	55	16	0	0	42	2	0	0	2	3	0	0	0	38	0	1	0	0	0	0	1	47	0	9	1	0	3	0	0	2	27	0	30	11	11	0	18	32	32	37	27	1	4	10	14	0	0	38	0	0	0	0	0	32	4	1	0	3	16	0	0	0	1	2	1	1	17	8	0	0	0	0	0	0	30	0	1	34	0	4	47	0	10	0	0	13	0	0	1	0	0	1	0	0	0	8	0	0	4	0	0	0	0	17	6	0	0	5	37	0	0	0	0	0	0	0	0	0	0	32	2	0	9	0	18	46	0	50	9	0	2	2
"8"	1	0	0	0	0	295	218	0	1	4	44	16	3	0	0	0	113	26	0	19	0	37	0	6	1	1	0	0	31	8	0	0	18	5	0	0	0	9	0	0	0	17	0	0	0	2	5	0	0	14	0	6	7	0	43	0	0	1	22	0	2	8	1	0	3	0	3	11	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	3	8	3	0	0	2	13	0	0	2	0	5	0	0	0	1	0	9	0	6	0	0	3	33	2	0	7	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	1	5	0	0	0	3	0	2	0	0	0	38	0	0	0	1	0	2	0	2	0	12	4	3	6	0	0	1	0
"9"	11	22	0	27	1	32	0	209	91	0	1	35	5	0	0	3	5	0	11	8	0	28	0	0	17	6	0	1	4	0	1	0	12	0	0	0	0	0	0	0	0	8	0	0	0	2	2	0	0	9	0	3	17	0	8	0	0	0	43	0	7	0	21	0	6	0	1	7	1	0	0	0	5	4	0	40	0	0	0	0	0	2	0	1	0	10	2	10	0	2	0	4	3	0	3	22	0	0	0	0	0	0	40	2	42	1	0	0	9	0	1	8	7	1	0	0	0	0	1	0	0	1	0	48	0	0	43	0	0	8	0	3	42	2	0	0	4	0	0	0	0	0	0	1	0	0	0	11	2	0	0	0	27	3	0	48	0	0	0	2
"10"	26	6	74	1	13	4	3	0	17	0	29	80	8	0	0	0	53	0	41	42	0	39	0	1	35	1	0	0	8	21	1	1	38	28	0	0	0	0	1	2	0	4	0	0	0	0	82	0	14	13	0	12	14	0	5	0	0	8	31	0	0	2	84	0	2	2	7	12	0	2	0	0	35	0	0	6	0	0	3	0	1	0	0	10	0	18	25	13	0	0	0	2	0	0	19	0	0	0	0	18	0	0	65	0	11	0	0	0	24	1	16	1	3	3	0	0	0	0	0	22	0	1	0	17	0	0	6	0	0	3	0	12	53	3	0	4	38	0	0	0	0	23	1	22	0	2	3	50	65	0	0	0	34	27	0	27	0	0	2	12
