"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	44	12	46	0	79	21	0	11	36	33	3	49	73	55	0	141	2	0	14	1	4	7	0	0	29	13	1	9	1	0	64	13	57	1	50	38	22	11	0	0	28	10	67	0	0	6	0	30	111	1	30	17	42	4	17	0	8	17	0	63	32	25	24	0	20	0	8	0	69	0	36	0	7	1	24	142	3	55	0	24
"2"	17	0	114	0	256	0	0	2	0	350	0	1	0	5	0	15	0	0	0	0	6	3	0	0	23	1	0	0	0	0	0	38	12	0	12	10	0	0	0	0	2	3	7	0	0	1	0	22	9	3	1	2	0	3	7	1	3	0	0	10	1	3	1	0	0	0	0	0	55	0	6	0	3	1	8	30	2	4	0	0
"3"	2	0	0	4	20	3	0	252	9	11	0	0	6	48	0	38	3	0	2	5	0	8	0	0	4	1	0	33	0	0	30	7	11	1	23	12	3	4	2	0	7	3	15	0	0	48	0	25	31	0	19	30	17	9	27	0	32	0	0	40	2	47	24	5	2	0	0	15	31	0	28	1	14	0	19	19	13	27	1	0
"4"	19	4	26	0	41	0	0	36	0	469	0	2	0	6	0	87	0	0	1	0	22	3	11	0	16	0	0	4	0	0	16	5	64	0	2	52	5	3	0	9	40	5	19	2	0	1	1	1	74	1	12	1	27	0	17	0	58	2	6	20	79	78	0	0	8	5	0	0	83	29	14	0	14	0	55	24	3	43	0	0
"5"	90	3	67	0	15	1	0	46	24	35	1	0	5	24	0	41	0	0	3	0	3	0	18	0	7	0	0	20	1	0	10	14	21	0	14	9	0	7	0	11	7	2	13	13	0	0	0	43	45	3	0	0	49	25	31	0	12	22	0	19	12	17	4	1	23	5	0	0	30	11	30	0	0	0	22	74	30	9	0	0
"6"	1	0	0	0	190	0	0	12	0	763	0	0	0	9	0	14	0	2	5	0	0	0	0	0	3	41	0	24	10	0	20	0	4	0	0	43	1	23	0	0	1	0	54	0	0	4	0	1	41	2	0	10	28	16	21	2	2	6	0	2	5	14	6	0	0	0	0	0	117	5	36	0	11	2	47	8	31	43	0	0
"7"	73	0	8	24	64	21	0	56	19	81	18	5	69	45	0	108	5	0	26	0	1	1	0	0	40	23	1	12	0	0	32	3	122	0	16	41	45	14	0	0	29	1	61	0	0	6	0	40	32	0	57	43	49	26	112	0	8	0	27	44	17	23	1	36	1	0	0	0	81	1	30	0	8	33	67	140	10	34	1	0
"8"	78	0	4	0	49	6	0	0	15	31	11	3	11	36	0	34	0	0	0	0	1	7	36	0	29	47	0	10	19	0	24	26	30	0	5	7	2	3	0	4	8	26	29	0	0	4	4	18	32	29	21	0	12	6	57	0	20	17	0	2	5	21	21	0	29	1	0	0	130	0	10	3	4	4	34	52	14	30	7	0
"9"	8	0	0	1	235	0	0	28	0	37	0	0	1	17	0	57	0	2	0	8	0	0	1	0	5	1	3	8	0	0	14	15	31	1	7	5	1	9	0	5	7	0	48	0	3	2	0	0	25	0	1	0	20	12	65	4	1	0	0	21	1	13	19	3	48	0	0	0	110	0	23	4	17	0	36	45	0	16	1	0
"10"	41	4	12	0	8	49	0	78	48	1	5	4	12	14	0	78	3	0	6	0	3	2	0	3	1	7	0	26	0	0	81	6	29	0	2	6	14	22	0	0	3	6	60	0	0	14	0	15	66	0	19	9	17	5	68	17	9	4	0	33	56	16	0	1	33	0	0	0	51	0	11	0	19	2	23	26	17	6	0	5
