"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	22	417	0	8	55	119	3	0	21	2	3	0	10	42	2	47	1	64	1	117	17	62	1	36	10	0	45	0	6	1	0	0	5	115	8	21	35	20	127	7
"2"	29	52	0	0	16	14	0	40	0	12	2	0	22	56	0	27	0	81	3	162	33	164	12	22	34	0	13	0	18	0	13	2	18	28	6	90	33	0	52	3
"3"	39	439	0	0	1	40	0	45	3	3	0	0	0	79	45	74	4	175	24	207	104	168	2	25	54	0	30	0	26	10	0	1	0	130	6	24	15	11	68	0
"4"	131	1127	0	4	0	48	0	0	0	3	0	0	0	28	0	25	4	69	3	101	16	57	12	28	12	0	33	0	73	13	0	0	4	11	0	18	0	8	18	0
"5"	73	103	0	10	50	43	0	3	0	2	1	31	11	45	1	99	0	61	8	222	33	108	13	23	10	6	84	0	40	0	0	3	2	23	12	23	26	1	174	0
"6"	49	339	10	79	1	157	10	3	9	21	0	5	30	8	0	123	5	46	3	143	65	153	28	16	49	0	47	0	41	0	20	7	3	39	3	82	103	40	94	3
"7"	26	186	6	27	4	136	0	14	18	7	0	1	41	25	7	60	13	56	3	246	51	97	47	35	44	2	44	0	26	15	3	0	12	19	2	64	15	7	53	0
"8"	24	239	1	1	5	47	0	31	3	54	0	0	17	22	0	25	6	88	43	113	43	77	4	53	36	0	38	0	23	0	0	0	4	102	3	64	6	16	157	5
"9"	21	59	91	0	0	509	36	0	21	0	0	1	4	76	1	32	3	23	15	120	54	77	5	26	33	0	47	0	0	0	0	0	3	35	6	37	6	1	44	0
"10"	51	167	0	16	2	134	1	7	2	36	0	0	23	61	1	84	11	189	6	133	84	217	44	19	52	0	116	0	29	0	0	0	3	59	8	46	32	1	71	0
"11"	11	742	0	4	3	12	0	14	5	0	0	9	6	101	3	29	0	86	5	96	23	73	6	18	25	11	24	0	28	25	16	0	10	88	11	76	23	6	107	0
"12"	33	61	17	7	16	108	0	4	28	17	0	0	9	23	0	93	2	73	3	143	6	144	5	43	31	2	68	0	39	1	0	0	14	45	24	37	6	15	42	0
"13"	15	91	107	0	1	131	2	39	8	4	0	17	5	7	6	94	2	73	1	217	34	152	8	68	16	0	18	0	16	0	1	7	31	46	18	32	15	12	100	0
"14"	34	58	0	3	129	30	0	25	29	29	0	0	7	40	1	59	13	153	0	287	46	149	24	104	16	0	62	4	17	8	0	0	7	121	5	147	65	9	147	4
"15"	21	54	26	0	56	475	0	0	30	85	0	3	55	36	2	23	6	165	24	155	86	206	12	25	18	0	47	0	26	8	1	0	7	56	3	57	14	3	47	1
"16"	25	82	6	1	14	300	26	0	56	15	0	0	3	29	3	38	17	83	10	232	55	101	7	27	24	21	23	0	24	0	1	1	4	36	34	26	33	0	195	6
"17"	4	4	17	7	10	371	71	0	43	23	0	1	9	59	0	7	1	86	9	149	6	128	9	13	59	0	47	0	18	0	0	78	2	8	5	65	38	18	145	27
"18"	39	120	5	48	39	53	33	2	28	34	0	21	5	93	8	69	44	129	5	201	83	165	48	11	51	2	13	3	1	3	4	1	9	45	1	81	22	6	166	0
"19"	26	146	0	166	69	20	0	0	10	33	1	1	42	48	17	51	3	116	22	180	84	142	31	9	68	0	83	0	21	10	0	0	43	80	4	16	38	4	103	0
"20"	16	15	33	15	7	96	0	12	7	25	0	4	11	42	5	64	2	100	8	201	99	117	2	1	37	0	36	1	18	7	1	0	2	68	33	51	54	17	69	0
