"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	2	2	4	1	2	80	3	47	64	123	0	84	8	51	16	41	78	6	3	79	37	6	265	96	80	11	1	0	0	75	8	7	3	16	71	2	4	28	147	0
"2"	0	93	12	1	0	0	1	197	6	238	1	107	2	80	11	13	48	16	0	33	126	0	25	31	122	23	0	0	8	44	52	26	3	25	44	15	0	0	160	2
"3"	0	420	0	0	0	6	0	37	22	69	0	66	8	113	24	41	85	0	0	57	51	37	72	42	128	14	0	40	0	65	39	8	37	8	69	0	0	58	118	0
"4"	0	53	0	0	0	208	0	35	39	84	0	29	2	96	5	1	45	6	21	18	96	0	71	77	79	7	3	1	3	42	10	15	6	3	31	0	1	0	72	0
"5"	3	0	259	9	0	0	38	209	0	74	3	6	13	77	7	5	23	20	0	12	50	19	52	15	29	3	0	0	0	14	1	18	13	6	22	7	0	0	42	0
"6"	0	57	14	0	1	75	5	50	0	117	14	55	5	112	32	11	64	34	29	50	141	15	149	39	115	32	0	16	0	58	77	61	2	19	20	8	8	0	180	9
"7"	5	243	12	0	1	14	29	87	96	88	2	185	2	86	10	6	61	17	28	43	109	27	152	102	96	23	0	0	2	57	0	54	14	15	21	9	11	3	170	1
"8"	1	148	4	0	2	34	6	65	29	93	2	76	19	37	44	8	57	12	0	93	73	10	109	95	83	25	0	0	0	94	21	9	25	14	1	0	7	0	112	0
"9"	7	16	54	0	0	0	0	222	36	64	0	76	1	139	42	8	57	9	10	29	114	33	165	71	79	1	0	11	4	46	11	53	1	17	85	0	4	0	84	1
"10"	0	12	49	0	0	200	0	39	55	72	25	73	20	117	10	41	131	38	0	30	161	1	186	59	124	80	0	2	5	53	21	41	20	56	71	1	0	0	76	0
"11"	9	23	45	0	3	44	1	81	19	49	7	58	18	76	50	39	85	15	1	73	105	1	114	113	59	6	0	0	0	70	1	3	0	4	17	1	22	0	156	0
"12"	6	36	26	0	6	8	1	259	1	58	12	197	0	66	36	20	105	23	22	131	184	10	95	131	124	26	0	0	0	74	1	13	38	26	19	0	13	1	202	10
"13"	9	11	7	0	9	39	1	155	16	140	0	68	8	115	32	38	51	29	1	17	65	3	158	29	138	20	0	0	7	49	15	32	4	46	38	2	21	2	171	0
"14"	2	109	8	0	40	1	2	268	45	49	0	98	0	69	63	14	102	46	3	55	136	6	170	52	18	7	2	0	7	68	18	16	6	60	58	7	3	0	87	0
"15"	0	3	3	0	68	128	0	13	38	152	1	83	5	187	40	22	146	8	10	46	65	26	150	43	97	31	1	35	6	94	2	12	3	6	49	0	7	14	143	2
"16"	0	829	2	1	4	95	0	12	3	48	2	55	0	85	37	21	84	6	0	20	45	0	116	139	95	7	0	0	0	61	0	22	12	16	22	7	6	13	47	0
"17"	0	339	0	1	9	16	27	154	2	143	0	30	68	64	103	35	72	12	9	20	52	18	185	48	97	18	27	0	0	29	22	74	7	64	25	5	0	12	90	0
"18"	0	36	273	8	0	52	7	18	13	42	0	18	1	62	38	13	28	14	0	58	116	17	42	27	147	14	0	0	0	62	14	66	9	4	9	5	0	0	33	0
"19"	1	31	0	0	24	96	0	50	1	34	2	54	1	80	19	23	38	9	2	51	81	8	127	31	45	10	0	0	0	22	15	10	24	1	40	3	11	4	88	0
"20"	0	43	61	16	0	19	21	180	1	93	3	27	10	111	13	25	36	4	0	29	55	5	56	53	55	12	0	0	5	48	1	12	8	74	7	3	0	4	51	1
"21"	0	258	36	1	0	4	1	14	21	185	13	67	1	51	8	9	127	31	2	106	33	2	231	112	91	58	0	0	0	46	18	32	12	10	36	0	2	0	105	13
"22"	8	14	32	2	0	17	7	60	2	68	0	50	2	107	46	50	79	25	20	88	138	36	238	88	84	14	0	14	1	113	3	47	72	1	95	4	5	0	158	0
"23"	0	344	24	0	0	20	6	67	0	43	28	24	0	67	29	10	86	5	0	36	47	1	84	119	56	1	0	0	0	29	7	20	4	5	39	0	3	0	69	0
"24"	0	22	0	0	27	125	0	6	26	65	1	65	0	56	9	14	36	11	17	56	27	1	119	40	68	0	0	0	0	12	17	50	88	22	23	30	0	0	76	3
"25"	0	636	84	0	0	0	0	33	1	140	0	30	2	158	9	7	62	21	0	46	61	3	102	9	103	2	6	0	0	116	1	49	16	75	46	0	0	0	39	0
"26"	0	72	51	0	0	0	6	239	6	60	31	92	9	117	11	49	46	65	6	26	129	3	195	131	131	14	0	0	0	132	76	74	25	4	29	6	0	0	124	0
"27"	8	5	134	73	0	16	0	8	2	118	1	85	0	122	1	25	45	38	16	44	88	0	145	90	98	33	0	1	0	78	1	20	4	63	54	0	0	0	57	0
"28"	3	18	47	0	0	10	12	140	28	138	1	63	4	53	8	32	67	21	9	66	103	4	148	92	55	17	6	0	0	42	10	17	11	24	37	8	2	0	89	0
"29"	0	254	15	1	0	5	1	65	19	115	2	74	18	28	14	3	52	26	0	13	21	0	26	39	70	6	0	1	0	8	0	7	1	31	19	9	5	23	38	0
"30"	0	85	96	0	0	0	19	49	2	54	4	43	10	52	12	26	71	2	1	96	59	3	49	53	104	10	0	0	1	52	29	12	75	21	18	4	5	0	146	5
"31"	0	230	10	3	0	1	0	37	49	103	0	23	0	75	39	0	88	13	8	20	67	0	134	78	82	4	0	0	0	21	13	20	18	15	35	2	3	0	68	0
"32"	0	43	6	1	6	6	0	65	34	109	0	60	18	50	14	12	83	6	3	64	51	11	99	58	107	15	25	0	16	28	4	23	28	30	54	2	0	0	109	58
"33"	1	15	84	0	0	0	21	326	1	62	0	62	10	172	23	28	57	1	0	13	93	1	186	29	29	9	0	0	0	53	39	14	11	56	21	0	0	0	200	0
"34"	0	65	10	0	6	193	0	83	30	101	4	150	0	131	40	14	167	1	31	127	121	6	166	32	75	7	2	0	4	46	11	25	15	11	78	1	12	0	72	0
"35"	0	30	2	0	101	0	5	534	23	91	6	48	10	52	74	13	32	94	3	117	45	0	38	46	29	3	0	0	0	73	38	38	18	53	13	9	0	26	101	0
