"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	21	3	0	50	175	0	37	0	55	0	26	0	12	14	24	9	5	0	33	1	17	14	12	0	0	2	0	20	17	26	0	2	10	2	2	0	0	34	57	9	0	0	0	0	1	0	8	0	0	2	0	0	17	28	4	6	5	0	0	0	0	1	0	0	19	0	7	0	6	3	0	0	12	0	0	39	0	3	1	0	14	0	0	0	6	0	0	0	29	18	0	0	36	2	0	0	0	11	8	5	3	2	16	0	0	11	0	4	0	22	3	27	10	0	0	1	0	6	0	26
"2"	48	0	0	53	48	0	0	1	251	6	0	0	1	34	15	17	3	0	6	0	33	13	18	0	3	3	0	2	5	17	24	2	7	0	1	0	0	10	33	8	1	0	0	0	0	1	19	0	0	0	0	0	12	29	0	3	38	0	0	0	1	6	0	0	23	0	13	0	0	11	3	0	0	1	0	1	0	0	0	0	30	1	3	0	48	0	16	0	29	12	1	0	6	1	3	14	0	8	4	10	0	0	7	0	0	3	0	2	0	24	0	35	3	0	5	0	0	26	22	12
"3"	43	0	0	14	78	1	2	12	28	1	0	0	35	0	60	0	3	0	46	1	128	27	52	1	6	13	2	37	7	104	5	0	1	2	0	11	0	40	68	1	2	0	0	7	0	3	0	8	0	0	0	3	38	37	0	17	0	0	0	0	2	25	0	3	32	0	9	0	16	4	0	0	9	13	2	13	0	0	2	0	31	1	46	0	18	0	0	0	34	61	0	0	12	4	0	0	0	20	15	1	0	0	104	10	0	14	0	4	0	28	0	33	0	1	0	22	0	20	0	30
"4"	72	0	0	93	125	0	56	25	0	31	0	0	0	6	51	0	9	1	28	0	62	36	35	1	0	3	8	0	25	71	0	60	1	0	1	1	0	43	64	11	1	0	0	0	5	0	0	3	6	4	0	0	35	5	1	8	0	0	0	0	0	2	2	0	25	1	42	0	2	11	24	0	0	5	0	23	0	0	4	0	16	0	3	0	35	0	0	0	45	12	0	0	6	50	0	0	0	85	51	3	0	0	11	12	13	5	0	1	0	23	0	39	27	0	11	73	0	28	4	29
"5"	10	5	3	77	22	0	0	0	7	39	0	40	0	29	10	22	3	0	14	26	107	59	9	1	2	36	22	4	21	72	4	0	3	2	0	4	0	40	87	31	73	12	0	0	0	4	1	0	1	2	0	7	80	17	17	21	0	0	13	23	0	36	8	1	78	0	4	0	0	1	29	0	36	21	5	50	0	2	0	0	7	0	0	0	49	0	0	0	18	28	1	0	26	12	15	0	0	16	2	88	0	0	78	0	2	6	0	0	0	29	6	32	7	0	2	9	0	6	24	75
"6"	34	7	0	6	0	4	493	12	9	0	27	0	32	4	9	14	0	1	6	0	54	6	13	0	3	2	0	19	26	15	0	0	1	4	0	0	0	27	31	3	21	0	19	0	15	0	0	0	1	0	0	1	32	37	1	0	14	1	0	0	0	22	0	0	58	0	30	4	7	0	12	0	6	4	13	16	0	3	2	0	6	0	8	1	9	0	0	0	22	12	1	0	1	26	0	0	0	33	3	19	0	3	81	5	46	52	0	2	0	36	0	25	17	1	0	0	3	0	36	41
"7"	108	21	0	10	42	48	63	19	0	0	0	19	46	0	5	13	0	0	17	0	43	5	5	0	1	24	4	0	15	36	0	2	9	0	0	0	6	22	47	5	4	0	0	0	4	0	2	0	4	0	1	0	15	5	4	3	0	0	0	0	0	6	0	0	34	0	6	0	0	20	0	0	11	0	0	5	1	2	0	1	31	0	1	0	17	0	0	0	31	13	0	2	12	2	2	0	0	17	2	17	0	0	30	8	0	1	0	0	0	17	15	17	7	4	0	0	0	12	0	16
"8"	23	1	0	26	202	0	171	0	0	7	0	14	0	94	45	13	0	0	7	14	27	22	40	14	0	0	5	1	14	45	13	0	18	0	10	0	0	23	26	22	31	2	2	0	3	4	1	1	0	0	7	2	20	23	0	11	0	0	0	0	12	1	0	0	37	0	3	0	1	17	0	1	6	2	0	1	5	1	0	0	3	0	13	0	99	0	0	0	35	8	0	9	2	32	1	0	0	1	8	1	0	0	3	4	0	31	0	0	0	6	0	20	21	0	0	1	1	3	8	25
"9"	2	0	0	0	14	3	625	0	0	0	0	0	0	5	2	0	0	0	19	11	22	3	6	0	1	1	0	14	0	13	0	0	18	0	0	0	0	21	7	1	0	0	0	0	15	0	0	0	0	0	0	1	16	18	0	1	0	0	2	0	0	13	0	0	10	0	6	0	0	1	1	0	0	2	0	16	0	0	0	0	11	0	0	0	18	0	0	0	3	2	0	0	1	0	0	0	0	1	5	23	5	0	23	0	0	2	0	0	0	11	8	6	1	4	0	0	0	13	0	7
"10"	61	0	0	58	245	0	0	0	20	1	0	0	161	0	4	0	0	0	10	0	8	1	1	2	0	4	0	1	4	14	0	0	5	0	0	0	0	17	6	8	8	0	0	0	0	3	0	14	3	0	0	4	15	14	0	2	0	0	0	0	0	0	0	0	16	0	6	2	0	0	0	0	0	7	11	8	0	0	0	0	2	0	0	0	26	0	0	0	20	16	1	3	1	13	0	2	0	1	17	4	0	0	15	25	7	12	0	0	0	16	0	55	1	3	0	4	0	4	0	32
