"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"
"1"	2	1	60	78	13	1	3	0	0	0	0	0	18	8	80	1	24	0	0	0	0	2	14	17	22	2	0	0	0	0	0	5	7	1	0	4	19	2	16	2	0	0	0	1	0	0	9	89	0	12	0	0	0	0	19	1	19	0	0	32	0	0	23	0	0	42	13	0	0	4	6	2	0	0	0	0	0	0	29	0	1	26	2	0	3	0	1	2	0	0	0	0	66	32	0	67	0	0	3	2	1	30	6	7	0	0	2	2	0	10	22	0	0	22	3	20	2	12	26	4	5	10	7	15	0	55	3	41	2	0	7	0	5	0	1	50	31	6	15	0	55	1	24	14	21	0	4	0	3	18	58	70	23	0	23	0	21	8	0	0
"2"	2	28	14	47	0	8	25	0	1	40	0	0	2	0	0	20	43	11	0	10	0	7	17	0	32	0	0	0	0	23	2	32	0	46	0	58	11	0	35	4	2	1	0	4	0	0	0	7	0	4	1	0	0	0	1	2	59	0	0	62	0	0	5	0	0	19	0	0	0	2	0	0	0	0	2	1	0	4	1	1	0	2	27	0	8	0	0	4	0	13	0	0	30	9	0	7	0	0	1	0	23	30	2	30	0	0	12	4	0	49	13	0	3	19	4	4	0	4	0	25	39	35	32	2	16	26	0	0	10	0	0	0	63	0	9	11	13	19	36	0	2	0	48	1	26	0	56	0	1	12	9	21	16	0	7	0	67	98	0	0
"3"	36	252	0	303	15	0	0	0	9	41	0	0	2	22	0	0	9	5	0	0	0	5	1	0	28	1	0	0	5	1	0	29	9	2	0	9	25	0	11	1	0	0	53	1	0	0	0	5	0	22	0	0	2	0	1	0	41	0	0	47	0	0	19	0	0	11	0	1	0	0	54	7	0	2	0	0	0	0	13	0	6	0	5	0	21	0	0	38	0	0	0	7	10	1	0	80	0	0	0	9	0	1	0	29	0	0	1	5	0	11	26	0	0	2	4	0	0	2	2	3	10	15	10	18	17	8	15	10	19	0	0	0	10	0	0	80	25	6	37	1	7	0	8	8	4	0	1	1	16	30	2	38	34	2	1	0	71	37	0	0
"4"	1	32	18	4	46	0	8	0	0	59	0	0	127	9	8	0	14	32	0	2	0	1	0	1	7	11	0	0	1	6	0	22	17	0	0	2	19	4	0	0	0	2	1	0	0	0	0	6	0	11	0	0	0	0	0	1	20	0	0	2	0	0	20	0	0	9	0	0	0	0	1	7	0	0	0	0	0	0	0	10	0	1	44	0	4	1	0	3	0	0	0	11	11	1	0	15	0	0	0	0	2	4	0	12	0	0	11	6	0	9	11	0	3	4	1	0	0	0	0	13	5	31	16	1	0	1	0	3	8	0	0	9	4	0	0	12	48	0	3	0	25	1	4	5	20	0	0	0	0	6	57	38	33	0	0	0	6	8	0	9
"5"	9	1	34	14	0	0	113	0	1	22	0	0	6	0	19	478	3	12	0	0	0	0	0	1	2	0	0	0	12	39	0	11	30	19	0	3	0	2	0	0	0	5	0	5	0	0	24	17	2	0	0	0	0	0	4	0	72	0	0	33	0	0	17	0	0	25	1	6	0	0	6	1	0	0	0	0	0	0	0	13	0	1	6	0	1	0	0	0	0	0	0	0	5	2	0	34	8	0	4	3	5	17	2	87	0	0	37	19	0	16	3	0	0	4	6	0	0	0	0	4	6	18	7	11	0	14	1	3	0	0	0	7	15	0	1	19	9	0	8	0	0	0	5	10	21	0	0	0	13	0	17	53	70	1	0	0	45	3	0	0
"6"	11	39	9	34	8	131	0	0	0	0	12	13	13	45	5	0	0	0	11	0	0	1	0	2	22	1	0	0	0	15	0	78	21	1	0	4	22	0	8	15	1	0	9	14	0	0	0	17	0	0	13	0	0	0	16	0	40	0	5	7	8	0	27	0	0	45	0	0	48	3	0	4	0	0	0	16	0	0	0	30	1	7	31	0	33	0	0	8	13	0	0	0	39	0	0	17	23	6	3	8	7	1	3	8	0	0	9	19	0	24	1	0	0	49	1	0	0	0	0	18	8	28	63	15	0	23	0	8	2	0	4	0	7	0	0	36	26	0	6	0	6	0	93	13	44	0	0	0	13	10	22	23	58	0	5	0	22	2	0	0
"7"	4	21	0	5	1	54	0	0	0	104	2	0	8	0	1	0	63	10	0	0	0	0	1	0	33	0	0	0	1	8	0	12	2	1	0	12	14	0	4	0	0	3	0	3	0	0	0	36	0	5	1	0	1	0	0	0	4	2	0	11	0	1	5	0	12	22	0	0	0	0	16	0	0	1	0	1	0	33	14	0	11	15	3	1	4	3	0	8	0	0	0	25	1	8	0	9	1	0	0	0	21	3	0	2	8	0	6	1	0	70	4	0	0	2	0	0	27	0	0	0	35	7	9	10	7	12	2	4	1	0	0	0	1	0	0	87	39	0	29	0	0	8	20	0	5	0	10	0	23	3	0	47	12	3	1	0	8	80	0	0
"8"	1	105	65	0	56	26	0	14	0	0	0	0	135	29	82	0	0	76	0	0	0	0	3	0	17	0	0	0	8	14	0	20	32	5	0	9	3	13	5	17	0	0	1	38	0	0	0	4	4	0	0	0	0	0	1	0	46	8	0	3	0	11	12	0	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	10	9	0	5	0	0	2	2	0	0	0	22	23	0	18	0	3	2	0	21	5	12	31	0	1	19	4	0	23	3	0	0	18	22	0	0	0	0	5	5	0	20	0	0	12	2	29	2	0	0	0	0	0	0	30	0	0	4	0	0	0	19	0	4	0	2	0	18	0	19	69	14	0	0	0	6	61	0	0
"9"	3	63	52	0	15	366	0	10	0	119	0	0	56	6	20	0	0	7	0	0	0	1	0	0	24	20	0	0	4	2	0	14	0	8	0	2	7	20	1	0	1	0	0	6	0	0	0	30	1	2	3	0	2	0	0	0	13	0	0	1	0	0	8	1	0	25	0	0	0	0	1	5	0	25	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	1	0	0	6	3	5	16	0	0	0	0	0	22	0	9	0	0	1	1	0	0	3	0	0	23	2	0	0	0	0	1	9	0	1	26	0	21	0	1	2	0	0	0	0	0	0	59	19	0	27	0	0	0	5	0	7	0	0	0	0	6	19	7	13	0	5	0	4	18	6	0
"10"	23	28	4	60	0	30	0	0	0	0	0	28	0	122	14	0	124	18	1	1	0	1	0	0	74	5	0	0	6	4	0	34	18	41	0	1	23	0	1	4	5	0	0	17	0	0	0	45	0	0	0	0	35	0	4	0	56	0	1	9	0	0	21	24	0	31	1	0	0	2	29	7	0	4	0	0	2	0	2	5	10	0	4	0	6	0	0	40	0	0	0	50	19	28	0	21	0	0	6	2	1	13	1	45	0	0	3	16	0	12	38	0	0	63	30	7	0	0	0	22	11	32	29	3	0	6	0	70	1	0	0	9	1	0	6	28	90	0	11	0	0	0	4	0	25	0	2	0	0	4	7	28	12	12	0	0	38	31	14	0
"11"	0	58	8	33	0	10	8	1	0	20	0	0	5	5	10	0	9	14	0	0	0	17	4	31	38	0	0	0	0	20	0	64	20	9	0	70	27	2	6	0	1	6	6	1	0	0	0	48	1	0	8	0	2	0	2	33	61	0	0	48	0	0	51	0	0	18	0	4	0	7	0	27	17	3	8	10	1	0	4	11	0	1	27	0	2	0	0	1	0	0	0	0	29	15	0	30	0	0	9	0	17	44	5	22	0	0	3	11	0	5	33	0	0	28	0	4	0	0	6	30	19	31	38	21	1	27	10	12	43	0	0	0	56	0	0	12	80	0	0	0	4	4	56	0	1	0	5	0	2	0	3	31	24	0	3	0	18	23	1	0
"12"	2	9	51	13	51	9	0	0	15	0	0	0	21	72	113	0	9	25	2	0	0	1	0	16	11	0	0	0	2	0	2	49	0	1	0	17	10	5	0	0	0	0	7	24	0	0	0	10	15	0	0	0	2	0	0	0	36	0	42	7	6	1	20	0	0	46	0	0	0	1	0	13	0	0	5	0	0	0	28	2	18	1	1	0	3	0	0	8	0	0	0	0	17	0	0	15	5	0	1	1	6	5	1	29	0	0	1	4	0	17	15	0	0	49	0	0	0	0	0	14	17	6	18	20	0	9	3	0	1	0	0	0	0	0	0	7	4	0	30	0	2	0	14	0	2	0	12	0	20	1	20	32	34	0	10	0	22	36	0	0
"13"	4	64	3	157	27	10	5	0	0	13	0	0	18	0	18	0	0	0	0	0	0	12	0	3	29	0	0	0	10	2	0	71	0	4	0	0	15	0	0	14	0	0	0	4	0	0	0	10	1	0	0	0	5	0	15	0	25	0	10	6	0	0	8	1	0	14	0	0	0	22	4	2	0	0	7	0	9	6	55	2	1	11	0	0	1	0	0	0	0	10	0	19	26	15	0	39	3	0	0	2	0	14	5	28	1	0	3	6	0	26	30	0	0	14	12	0	13	0	0	29	27	18	8	30	0	9	0	7	25	0	3	0	2	0	0	38	20	5	20	0	0	1	0	0	1	0	1	0	0	3	19	20	32	0	1	0	49	15	0	0
"14"	4	0	1	6	0	259	0	0	12	21	0	0	0	53	0	0	1	8	0	1	1	0	0	1	22	0	0	0	8	1	0	46	27	9	0	26	0	0	10	5	0	0	0	5	0	0	1	9	0	0	7	0	0	0	9	0	14	0	0	9	0	0	18	8	0	7	0	0	0	0	5	0	0	18	0	37	0	0	1	3	10	0	0	0	9	0	0	0	6	0	0	1	27	18	0	11	0	0	0	3	6	5	7	22	0	0	4	2	0	34	15	0	0	33	1	0	0	0	0	6	32	4	15	0	0	14	0	2	0	0	5	0	0	3	0	4	54	0	10	0	4	0	6	0	4	0	2	7	22	0	1	10	5	1	0	0	5	32	0	0
"15"	33	0	33	0	0	264	0	4	1	14	0	0	0	20	12	0	5	40	0	0	0	0	0	0	6	0	0	0	4	1	0	42	2	0	0	3	20	0	2	4	0	0	0	0	0	0	3	11	0	0	7	0	0	0	2	0	3	1	0	7	11	1	18	0	4	18	0	0	0	0	28	0	0	78	1	1	0	0	0	8	0	2	20	0	2	0	0	1	18	0	0	0	13	4	0	67	0	0	3	0	3	0	3	24	0	3	7	17	0	6	1	0	0	8	26	0	0	0	0	8	16	6	28	1	14	2	0	2	0	0	0	0	0	0	0	23	10	0	40	0	0	0	4	0	3	0	0	0	3	2	11	21	13	4	0	0	45	6	0	0
"16"	10	15	6	22	0	3	0	0	3	69	0	0	15	30	0	0	0	15	84	0	0	7	1	1	25	6	0	2	0	0	0	54	5	20	0	7	26	0	0	0	0	0	0	16	0	0	0	39	0	2	0	0	21	0	0	0	17	0	0	11	0	2	22	0	0	23	4	0	0	4	20	3	0	0	0	0	0	0	2	1	0	0	15	0	21	0	0	1	4	0	0	17	14	0	0	40	5	1	11	11	0	0	18	4	0	0	14	2	1	57	2	0	0	10	6	0	0	0	0	39	15	49	6	8	0	5	2	0	9	0	1	0	0	0	0	36	39	0	30	1	0	2	74	1	31	0	2	0	1	5	24	16	7	8	8	0	22	48	0	0
"17"	5	18	114	0	3	1019	0	0	0	94	0	0	12	12	61	0	0	5	0	0	12	0	0	1	5	0	0	0	3	102	0	7	0	0	0	10	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	24	0	0	9	0	1	1	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	42	0	0	0	1	0	6	0	0	0	12	12	0	0	0	0	3	2	0	13	25	0	19	0	0	0	0	0	0	0	0	0	8	29	0	1	0	51	0	2	1	4	0	0	0	0	0	20	1	4	0	0	0	5	0	2	0
"18"	21	28	3	386	0	0	10	0	41	13	0	0	0	36	13	4	113	39	1	0	0	0	0	0	18	7	0	0	3	0	0	46	16	1	0	47	28	0	3	0	0	0	0	4	0	0	0	4	0	4	25	0	17	0	14	0	15	0	0	11	0	0	23	1	0	8	1	0	0	0	4	1	0	0	0	0	0	3	38	4	13	2	46	0	2	0	0	49	1	0	0	1	15	0	0	9	1	0	0	0	0	0	9	12	0	0	10	2	0	13	4	0	0	11	2	0	0	0	0	20	17	7	11	4	0	15	6	0	21	0	0	0	1	0	0	25	40	1	9	0	2	2	64	0	22	0	1	0	1	2	24	15	22	56	0	0	31	61	0	0
"19"	19	6	43	0	23	42	0	0	0	0	13	0	7	0	190	86	9	2	25	0	0	0	30	3	13	0	1	0	0	0	1	90	2	6	0	1	17	0	1	0	0	0	0	17	0	0	0	61	0	13	1	1	1	0	0	0	5	0	0	8	0	1	24	2	0	8	0	0	0	0	11	10	0	0	4	0	0	0	0	0	0	10	32	0	36	0	0	3	0	3	0	0	15	24	5	41	54	7	1	0	1	4	0	48	0	0	0	17	0	5	4	0	0	19	42	0	0	1	0	37	32	40	8	6	0	5	1	2	27	0	7	0	24	0	0	15	35	1	7	0	0	1	36	1	1	0	12	0	0	0	29	36	25	32	6	0	23	16	0	0
"20"	0	41	15	27	1	27	0	0	0	0	0	0	1	75	4	0	19	11	0	0	0	0	4	1	48	0	0	0	1	7	0	15	21	5	0	26	10	0	6	3	0	1	0	3	0	0	0	21	0	0	0	0	4	10	8	0	14	0	0	27	0	0	25	3	0	8	1	0	0	12	13	47	0	0	0	2	8	0	5	0	29	16	27	0	102	1	0	1	0	0	1	6	19	1	0	21	4	0	0	0	7	19	8	7	11	0	6	17	0	24	3	6	0	38	0	5	0	0	0	10	17	0	3	12	10	6	3	41	1	0	2	1	15	2	0	14	5	0	36	0	0	0	62	4	17	0	0	0	5	10	2	25	17	2	26	0	27	24	0	2
