"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	239	5	88	43	76	2	0	13	99	5	37	2	41	4	12	108	22	259	22	0	65	7	0	0	4	173	3	24	43	4	69	0	11	0	0	1	7	53	6	90
"2"	114	8	22	21	1	96	20	8	252	17	58	25	0	0	10	80	47	287	54	3	25	3	0	2	24	130	4	0	4	25	46	1	10	0	0	8	64	71	0	138
"3"	77	0	39	23	26	77	0	16	132	11	59	6	0	30	33	15	60	290	80	17	47	2	1	0	49	144	2	0	0	4	53	5	5	0	11	6	3	2	0	111
"4"	62	6	151	209	15	0	0	20	174	11	108	0	1	7	14	21	26	212	35	0	0	12	0	0	87	122	22	0	1	20	126	2	22	1	12	1	27	0	12	94
"5"	29	0	115	335	15	5	0	0	92	7	37	0	0	0	18	5	38	152	61	5	0	18	0	0	24	134	11	0	0	13	140	0	11	14	0	20	28	3	8	122
"6"	31	0	218	142	4	0	0	0	165	11	51	0	0	0	5	116	19	194	68	0	1	0	0	0	30	164	0	0	1	25	99	0	50	0	0	11	55	9	12	223
"7"	291	18	4	32	106	0	0	0	50	8	51	10	0	0	41	11	21	106	41	0	8	3	0	15	15	41	0	0	4	18	42	7	13	0	16	0	14	33	9	52
"8"	27	0	73	38	26	2	0	12	194	12	66	21	0	2	81	30	23	74	33	1	0	15	1	0	11	96	0	1	19	32	74	0	0	1	0	54	26	43	16	124
"9"	115	6	30	32	7	12	1	0	114	8	85	3	0	0	7	38	26	116	69	0	0	3	2	0	29	163	0	0	13	3	41	8	17	1	26	2	40	17	6	207
"10"	186	37	19	11	5	28	0	56	192	41	100	1	3	4	49	84	48	158	61	0	0	18	0	1	103	131	0	0	2	12	72	17	3	0	1	5	65	23	63	214
"11"	81	0	381	289	129	1	0	0	113	16	34	11	0	0	17	28	24	133	40	0	0	11	0	0	26	102	15	1	0	4	187	0	6	0	9	0	11	11	18	130
"12"	192	18	3	114	3	0	0	0	150	14	50	1	0	4	2	132	18	128	17	11	0	29	1	0	9	75	3	0	2	19	70	0	4	0	0	5	18	5	11	120
"13"	111	0	224	2	3	212	3	48	280	30	28	0	10	0	73	56	26	235	36	2	1	16	0	0	40	73	2	24	3	58	98	0	67	0	7	10	58	3	1	155
"14"	62	41	70	570	2	0	0	2	201	3	41	0	0	0	12	0	9	56	29	2	0	41	0	0	35	89	6	0	9	40	45	0	23	0	1	0	31	16	40	150
"15"	404	2	114	2	5	63	0	7	64	52	72	8	6	15	6	60	45	290	60	3	0	19	0	0	15	180	6	4	6	30	69	0	3	0	0	4	13	15	9	157
"16"	404	28	2	1	8	216	0	1	151	11	15	49	0	0	3	13	7	33	48	0	0	18	0	1	11	78	0	0	0	8	20	0	7	7	0	3	4	1	9	58
"17"	624	6	7	23	31	5	0	7	114	31	8	0	1	2	0	13	3	185	8	0	0	1	9	1	27	53	0	0	0	0	31	0	18	0	1	0	69	18	1	87
"18"	220	0	41	26	67	0	0	1	110	4	39	6	0	0	0	12	21	85	23	3	0	0	0	1	62	69	0	0	3	5	36	32	6	0	0	7	10	4	45	101
"19"	22	0	302	104	304	4	6	0	51	19	15	0	0	0	5	12	9	48	15	0	1	7	0	0	83	83	2	0	0	11	52	21	0	0	0	23	43	6	11	109
"20"	14	0	137	405	0	37	0	0	122	14	30	1	22	4	15	50	47	193	27	0	0	9	3	0	4	29	0	1	2	33	87	0	0	0	0	5	1	8	26	54
"21"	12	0	157	167	4	2	14	3	146	10	71	27	1	4	7	41	8	87	88	0	1	19	0	0	64	72	7	0	11	19	93	0	28	16	0	3	52	12	7	172
"22"	0	0	164	728	33	0	1	3	26	20	22	18	0	15	20	13	55	223	44	1	2	9	0	0	42	68	1	0	1	0	37	0	0	0	0	0	3	5	3	88
"23"	4	0	454	75	21	1	0	14	233	11	31	4	0	0	5	3	26	59	24	0	0	9	0	0	7	108	0	4	0	0	56	0	5	0	0	10	18	7	52	80
"24"	63	11	100	75	42	12	4	17	165	20	54	0	0	18	34	6	39	80	11	0	0	12	0	8	41	79	0	61	4	48	56	0	1	12	0	21	6	7	5	79
"25"	6	0	911	261	9	0	0	3	68	0	53	0	0	0	0	4	3	85	26	0	0	3	5	0	44	91	0	2	0	14	4	0	5	0	0	1	2	1	13	25
"26"	41	4	484	291	112	0	11	0	200	31	12	0	2	13	5	38	14	77	23	2	0	0	0	0	25	73	0	0	1	15	69	1	13	3	1	7	24	11	0	120
"27"	324	21	2	25	0	26	0	3	121	9	47	2	0	0	4	53	49	250	21	0	2	2	0	0	54	160	10	0	7	25	81	1	20	0	0	4	59	51	4	193
"28"	33	0	474	50	314	1	0	0	42	42	38	0	0	20	22	16	26	112	47	0	2	0	0	55	54	68	0	0	0	4	72	8	0	0	0	32	82	4	5	64
"29"	154	0	104	7	51	0	0	0	75	3	67	0	0	4	47	33	20	152	15	0	0	0	0	3	27	87	0	0	1	1	52	0	1	0	0	13	34	17	1	94
"30"	24	0	119	139	233	0	19	0	38	6	46	0	12	0	7	47	2	119	77	0	0	9	6	2	43	150	0	2	3	11	67	0	3	3	0	16	58	7	4	136
"31"	51	36	4	73	80	0	20	0	46	7	61	1	21	0	10	9	27	238	72	1	0	6	15	0	78	127	0	0	0	37	62	0	20	0	0	1	9	16	4	118
"32"	21	8	228	157	77	0	4	1	150	20	164	1	0	10	25	18	27	216	68	0	0	8	3	0	124	82	1	1	12	37	54	0	3	0	0	5	49	8	23	126
"33"	10	0	241	218	0	1	0	20	68	24	129	0	0	4	19	56	5	239	36	0	0	5	0	0	37	230	0	0	9	41	135	0	1	3	0	45	58	6	7	220
"34"	87	43	0	104	17	27	9	0	409	8	66	20	2	19	14	20	112	212	30	0	11	28	0	4	32	94	0	0	0	12	157	0	36	1	0	15	20	1	32	162
"35"	13	0	220	397	1	0	0	0	142	32	81	12	1	8	6	104	12	181	49	0	0	10	0	0	22	62	2	0	1	8	70	8	42	0	0	0	0	4	2	89
"36"	40	15	1	273	0	2	4	4	59	23	26	0	0	2	1	62	8	105	45	10	10	4	0	0	53	154	0	0	0	5	57	2	8	0	39	0	17	1	11	60
"37"	0	0	15	1247	0	0	0	0	24	0	5	0	0	4	0	2	0	58	6	0	0	0	0	0	0	43	0	0	0	0	11	0	1	0	0	4	1	7	16	0
"38"	10	0	277	6	181	0	0	0	39	0	19	0	0	26	4	9	22	122	67	0	27	2	0	0	59	87	12	0	1	37	14	0	0	0	0	13	4	7	0	34
"39"	111	0	93	70	35	3	7	0	83	27	63	1	0	2	2	63	2	167	57	0	1	18	1	0	20	92	14	0	3	23	98	1	22	0	1	19	50	18	2	70
"40"	0	1	380	301	148	0	0	0	57	0	13	1	0	0	7	2	6	39	17	0	0	0	1	0	16	22	0	0	2	9	25	0	10	1	3	4	3	1	0	33
"41"	30	35	35	221	9	21	0	75	241	23	60	0	4	0	20	54	44	283	56	0	0	0	17	3	53	238	0	0	2	12	169	0	25	0	0	0	15	21	9	124
"42"	132	25	11	8	1	23	3	13	146	5	114	1	0	23	28	56	31	295	58	1	1	4	0	2	54	111	22	2	102	13	115	18	17	1	0	22	24	78	20	160
"43"	27	0	22	75	6	45	1	22	220	17	18	0	0	0	9	49	10	147	27	0	0	25	0	21	25	177	1	4	1	18	42	3	26	0	2	23	8	35	4	94
"44"	7	0	139	996	3	0	8	0	33	18	34	0	5	2	6	134	8	167	30	0	0	0	0	0	10	122	0	0	0	30	35	4	17	0	0	0	10	5	3	61
"45"	81	0	75	3	20	22	0	17	189	20	11	11	10	0	21	30	6	130	46	4	0	2	0	2	53	97	1	0	0	26	73	3	3	3	3	2	9	13	19	73
"46"	3	0	1337	7	0	23	0	0	43	34	22	1	0	0	0	0	0	19	10	0	0	0	7	0	4	32	0	1	0	17	1	0	2	0	0	37	21	0	0	41
"47"	154	0	760	42	73	3	4	0	115	27	53	5	0	8	21	10	26	240	36	1	0	0	0	0	6	51	0	0	1	19	60	8	5	0	16	0	8	1	4	123
"48"	1	0	69	401	2	1	2	0	98	3	7	4	0	3	4	23	5	157	60	1	0	0	0	0	32	68	0	0	0	13	55	1	0	0	0	1	18	21	4	96
"49"	56	20	215	94	116	0	21	3	96	17	31	0	0	6	15	48	2	170	48	0	0	5	0	4	8	79	0	0	3	46	8	0	1	1	0	6	14	0	4	83
"50"	12	0	239	980	2	0	0	16	8	7	38	0	0	0	24	1	1	45	3	0	0	3	0	0	44	34	0	0	0	39	44	0	1	0	0	0	27	1	4	36
"51"	59	0	226	72	32	35	0	1	252	1	47	2	0	17	17	7	4	262	81	0	8	2	19	0	62	118	7	0	0	16	97	0	14	0	0	2	38	6	15	179
"52"	67	0	191	110	304	0	0	0	104	3	43	0	0	2	3	40	24	189	42	2	13	1	0	2	94	136	3	1	0	11	183	0	0	2	13	34	8	3	9	144
"53"	5	4	44	590	0	1	0	2	84	4	15	8	0	0	1	12	0	84	5	0	0	3	0	1	17	70	3	0	0	1	22	0	3	0	0	0	4	4	22	98
"54"	66	15	27	746	93	0	0	0	8	2	11	0	0	1	0	39	4	51	31	5	0	3	0	0	0	42	0	0	0	15	33	0	0	0	0	10	56	0	5	71
"55"	55	0	99	287	6	0	4	1	122	0	47	1	48	0	11	82	31	223	32	3	0	4	0	6	64	99	1	15	0	24	67	0	5	0	0	12	11	35	1	189
"56"	61	0	225	42	5	12	0	5	256	52	86	62	24	2	0	30	5	322	34	0	12	12	0	8	34	133	2	0	6	88	67	0	9	8	11	8	35	0	1	188
"57"	0	0	22	1565	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	7	0	29
"58"	61	0	182	18	18	6	0	33	132	0	89	12	0	16	2	50	28	153	37	0	25	4	0	0	55	137	1	0	0	10	30	0	21	0	0	1	23	17	16	105
"59"	9	2	66	1005	13	0	0	0	127	7	52	0	0	0	0	23	71	224	11	10	1	0	1	0	25	41	0	0	1	3	9	0	2	0	4	15	14	20	1	42
"60"	73	1	149	8	16	0	0	4	141	19	48	0	0	13	22	27	94	137	19	0	1	2	0	17	35	148	1	24	2	22	51	7	2	0	0	2	11	8	11	43
"61"	17	2	28	282	0	6	0	1	115	16	58	5	0	0	31	12	9	147	67	0	7	0	17	1	9	111	0	0	1	35	179	0	16	0	23	13	5	20	48	48
"62"	50	25	15	306	1	23	9	4	181	13	48	2	1	0	7	23	11	102	44	14	4	7	1	1	35	70	0	0	0	4	83	0	3	0	2	7	17	14	33	140
"63"	121	0	66	0	945	0	0	0	16	0	44	2	0	0	6	3	0	87	44	0	0	0	0	3	5	54	0	0	0	8	16	0	1	0	0	7	33	8	11	34
