"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	7	1	213	10	10	123	6	1	23	0	23	113	12	15	13	0	1	5	0	0	14	5	6	30	28	8	56	18	54	0	76	0	21	0	1	0	0	7	7	34	80	64	16	2	0	28	1	89	16	0	0	1	0	0	136	0	8	160	0	0	7	0	0	45	16	0	0	1	8	1	15	60	0	0	7	0	16	3	3
"2"	20	0	25	15	13	118	8	0	0	0	71	26	57	6	4	8	0	0	0	0	0	47	47	4	28	8	3	1	0	54	1	24	0	3	0	2	3	0	1	32	20	36	2	17	1	0	0	0	67	2	0	0	0	0	10	71	0	12	113	0	0	0	1	1	9	18	0	2	0	0	0	54	21	6	8	38	0	8	21	43
"3"	0	2	1	31	8	508	2	0	0	12	0	32	201	8	0	30	0	35	3	0	3	42	6	1	74	10	3	36	0	24	2	58	0	1	0	18	2	1	0	30	1	24	4	3	2	0	1	6	53	39	0	0	0	39	13	77	0	3	93	0	0	6	0	1	13	12	5	0	1	4	0	18	33	0	5	0	0	5	1	14
"4"	2	35	0	13	6	375	14	4	0	33	5	1	44	2	9	15	3	1	3	0	0	20	21	0	3	0	22	70	3	33	0	47	0	0	0	0	2	0	0	6	7	23	18	0	19	0	0	1	25	0	9	0	0	0	0	84	0	13	30	0	0	0	0	0	15	14	0	0	0	7	0	26	4	1	0	3	0	17	4	0
"5"	6	0	2	28	20	1	50	12	1	0	8	5	54	0	14	18	8	0	0	0	3	15	23	2	76	11	52	24	3	65	0	29	0	5	0	9	0	0	2	53	7	89	29	2	10	11	16	25	74	0	0	0	0	3	22	65	0	2	86	0	0	0	22	5	6	7	4	6	0	7	0	44	58	0	0	27	3	27	7	2
"6"	4	0	21	5	2	20	51	0	0	0	103	0	8	0	4	30	5	1	5	0	0	11	7	3	36	26	41	100	0	37	1	88	0	5	0	27	6	0	0	15	3	32	44	7	1	0	1	2	72	2	2	0	0	5	0	94	0	2	103	0	8	1	21	1	24	25	0	0	1	2	0	72	27	0	7	6	21	30	8	7
"7"	2	0	3	13	146	473	1	0	3	52	6	109	57	0	0	27	3	0	12	0	0	10	15	1	39	3	0	36	13	15	0	92	0	0	0	1	3	0	0	9	0	185	42	25	0	0	3	0	90	19	0	0	0	0	0	41	0	7	36	0	8	0	1	11	38	14	0	3	3	0	0	30	48	0	0	0	0	27	25	2
"8"	0	1	1	5	12	794	97	4	1	12	3	0	74	0	0	11	0	0	58	0	3	23	37	11	51	21	0	6	1	57	0	38	0	0	0	12	4	0	7	10	1	69	34	17	30	0	41	0	53	0	0	0	26	0	0	124	0	0	33	0	0	0	0	0	12	38	0	1	2	1	0	17	21	0	0	14	0	5	16	4
"9"	0	13	3	6	49	295	9	0	0	0	321	0	24	0	10	56	14	22	1	0	0	106	7	3	18	2	0	18	0	121	0	83	6	1	0	1	22	0	0	9	0	119	31	69	10	0	12	16	67	0	0	8	0	4	7	71	0	0	66	0	0	0	0	0	11	3	0	0	24	13	0	62	51	0	3	1	0	51	0	8
"10"	0	0	12	364	26	17	0	5	4	0	43	0	75	12	3	12	23	0	18	0	0	95	5	60	11	9	11	54	0	65	0	91	0	12	0	2	2	0	0	22	22	28	72	44	10	0	43	0	74	1	1	0	5	8	11	93	1	11	43	8	0	1	0	0	8	19	0	0	9	18	0	64	74	0	0	32	2	21	2	39
