"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	2	157	0	31	0	21	0	67	3	7	2	0	10	52	22	5	2	21	0	4	0	1	0	1	17	0	0	0	59	0	0	0	0	0	0	1	5	0	0	3	15	2	0	5	14	45	4	62	21	0	57	13	1	27	0	0	34	0	59	1	3	69	7	33	0	69	43	0	29	0	38	2	20	60	65	0	0	9	44
"2"	0	4	8	79	0	23	29	73	0	34	0	0	0	7	47	27	0	0	46	16	3	0	11	0	22	16	0	0	0	9	0	0	0	0	1	5	10	1	0	0	2	25	1	0	0	50	72	36	24	21	4	42	6	8	38	0	0	35	0	9	1	1	52	4	76	0	43	14	18	40	1	4	2	90	16	30	7	11	1	62
"3"	0	0	388	52	0	0	20	16	2	0	0	0	27	0	41	0	0	4	13	17	0	0	0	0	2	8	0	4	0	0	0	0	0	0	0	0	2	22	0	0	3	4	0	0	2	26	41	33	42	29	0	8	1	1	61	3	1	26	0	65	1	3	7	32	48	0	101	3	1	75	7	10	5	45	67	74	0	1	0	46
"4"	8	0	80	15	0	0	2	8	29	1	0	0	0	7	27	20	11	21	17	7	0	3	0	0	11	24	1	0	0	4	0	0	0	0	0	0	1	1	0	0	3	30	3	6	15	6	32	17	13	25	0	45	12	3	60	0	3	40	0	33	5	0	61	25	38	0	21	55	2	14	0	20	0	22	53	77	0	2	6	43
"5"	0	0	16	103	0	7	51	103	0	2	0	0	5	0	89	60	3	26	15	0	1	3	2	0	87	17	0	0	0	40	0	0	0	0	0	0	16	37	1	0	0	75	9	0	36	11	116	56	84	48	0	46	4	2	61	0	6	26	0	20	18	8	83	14	63	0	68	79	1	55	0	15	0	98	12	32	0	11	0	79
"6"	2	0	6	3	0	5	0	246	1	8	0	0	0	1	15	68	12	55	31	0	1	7	8	0	4	4	12	7	0	18	0	0	0	0	0	0	37	5	0	0	0	16	0	0	0	1	23	16	35	33	0	12	16	0	43	0	0	59	0	23	8	0	49	16	45	0	81	5	0	37	1	16	1	10	43	42	1	4	1	3
"7"	0	0	39	52	6	0	0	34	265	14	0	0	0	12	60	120	0	45	51	0	3	16	0	0	2	36	0	0	0	7	10	0	0	0	0	0	29	13	2	0	12	11	5	0	0	46	74	32	30	10	0	18	43	0	181	0	5	68	0	21	2	28	83	9	38	0	47	6	18	134	1	2	0	70	45	56	1	4	0	54
"8"	0	0	102	2	0	18	22	47	18	45	0	0	0	1	22	49	22	10	13	0	2	0	2	0	0	22	8	0	0	8	0	0	0	1	0	0	13	0	0	0	0	9	9	0	0	1	59	16	21	41	0	14	6	16	52	5	0	50	0	7	20	3	128	12	66	0	54	43	1	117	8	17	0	39	34	34	0	19	32	41
"9"	37	2	36	3	3	2	4	34	12	34	0	0	2	6	66	57	1	15	14	1	2	0	0	0	24	34	0	0	0	3	0	0	2	35	33	0	13	2	0	1	5	15	2	0	0	13	89	32	46	35	0	18	51	0	37	4	0	35	0	26	1	0	17	5	165	0	100	10	1	114	8	4	0	61	39	88	0	1	0	10
"10"	0	0	239	0	2	10	0	13	30	4	0	0	0	6	24	18	0	5	38	0	0	0	2	0	4	43	6	0	0	0	0	0	0	0	7	5	9	0	0	26	19	64	9	0	1	28	36	24	20	16	0	16	1	0	39	0	0	56	0	42	0	0	18	7	64	0	47	13	0	25	0	21	0	23	51	24	2	16	1	25
"11"	0	6	534	70	0	0	13	9	4	52	9	0	0	4	93	74	0	9	7	0	7	0	0	0	12	0	34	0	0	0	0	0	44	0	0	0	1	7	0	0	0	22	0	0	3	1	22	18	9	26	0	7	3	0	88	0	0	13	0	19	1	0	18	1	34	0	29	0	0	57	3	1	0	61	33	120	0	5	0	70
"12"	0	0	1	0	0	0	0	0	1203	0	0	3	0	1	13	24	0	0	0	3	0	0	0	0	3	8	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	29	0	3	10	2	45	23	5	23	0	0	1	0	1	0	0	13	3	4	0	23	0	2	2	0	0	0	93	7	6	0	29	0	57
"13"	0	0	1	7	0	0	0	0	1007	15	10	0	0	0	8	26	0	4	2	0	0	0	3	0	0	81	6	0	0	7	0	0	0	0	0	0	1	0	0	0	0	1	5	0	3	27	87	36	19	35	0	19	1	4	13	1	0	43	0	12	0	9	23	0	58	0	16	3	0	11	2	6	0	12	7	41	0	12	0	35
"14"	0	0	31	0	0	6	0	6	24	1	0	0	0	0	80	58	10	0	15	1	3	0	0	0	9	4	6	0	0	5	4	0	14	0	10	0	5	2	2	0	10	34	26	0	0	24	158	18	45	16	0	31	30	15	44	1	3	70	0	22	33	0	69	24	70	0	143	10	2	15	15	10	8	32	5	54	0	4	1	74
"15"	4	0	12	0	0	0	121	0	14	14	0	9	9	3	55	25	8	11	26	1	0	6	0	2	9	21	17	2	0	0	0	0	0	0	0	0	8	6	1	0	0	24	13	1	4	6	30	5	20	27	0	62	30	8	61	0	0	21	0	79	0	1	7	5	23	0	66	27	0	86	0	25	0	25	24	39	1	0	11	12
