"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	0	97	0	0	0	327	8	27	1	0	176	0	41	39	1	0	90	48	23	0	31	194	75	1	10	136	41	57	7	2	48	0	0	56	0	0	121	192	11	0
"2"	5	28	2	0	0	1138	0	53	3	0	19	2	9	18	8	10	32	35	58	0	16	185	20	0	40	57	1	1	0	0	0	2	0	0	4	0	15	136	54	0
"3"	0	20	0	4	0	45	7	50	0	0	96	1	93	68	35	8	48	39	12	1	44	151	21	20	18	191	2	4	20	0	54	7	0	0	1	0	62	95	1	17
"4"	0	45	137	0	0	408	6	162	0	33	155	0	35	116	23	0	24	32	35	4	48	259	71	7	13	47	10	8	39	1	68	11	0	1	0	0	45	151	2	1
"5"	0	49	53	1	1	139	0	140	0	0	147	4	78	94	5	3	127	49	11	9	14	173	40	0	53	110	14	13	6	0	47	6	0	2	0	0	47	136	0	1
"6"	17	106	0	14	5	247	1	0	0	1	108	0	173	56	35	0	54	88	22	0	95	150	162	0	33	71	14	46	1	0	53	5	0	14	19	0	134	127	1	20
"7"	0	138	12	4	7	19	20	107	0	1	159	0	90	61	11	0	48	39	44	38	23	114	17	2	83	120	9	31	58	6	89	0	0	0	1	7	75	156	7	3
"8"	0	2	0	2	109	54	72	109	0	5	144	0	106	56	1	1	36	64	54	0	57	129	84	22	5	139	10	3	1	0	21	0	34	33	1	0	73	100	8	12
"9"	0	19	6	0	77	61	25	115	0	5	75	4	48	65	12	0	37	23	37	33	25	96	25	3	30	169	3	5	4	0	13	20	9	3	1	3	79	137	0	12
"10"	0	38	0	0	0	13	19	500	0	0	69	6	57	3	2	1	34	53	2	4	28	113	18	0	3	142	13	0	27	1	15	6	21	14	0	0	45	65	6	2
"11"	0	20	0	0	16	410	0	88	2	4	137	7	61	111	1	8	41	44	11	0	40	108	23	0	28	51	13	24	5	0	23	1	6	3	4	3	92	145	30	0
"12"	0	73	48	122	0	86	0	15	1	1	71	11	44	54	8	1	55	16	0	0	17	119	28	3	13	38	1	3	16	0	35	0	0	0	13	0	65	195	3	7
"13"	0	17	0	0	7	105	4	34	1	3	123	5	100	34	4	4	103	73	14	8	30	131	22	0	17	25	1	14	18	6	41	1	0	2	11	0	48	99	7	6
"14"	0	134	0	0	0	337	34	146	1	0	154	0	77	40	25	3	60	39	10	0	65	146	172	0	28	73	11	2	19	14	24	1	0	19	0	0	54	185	0	1
"15"	0	10	0	0	0	1069	14	39	0	0	31	0	11	5	0	9	8	39	0	0	28	57	26	0	9	32	0	0	0	0	20	1	0	0	0	0	19	39	0	0
"16"	0	33	0	0	3	299	41	213	6	0	38	0	7	12	1	0	33	19	10	0	8	187	56	24	10	23	0	6	19	0	36	0	3	0	0	2	18	58	0	3
"17"	0	98	68	34	12	13	5	132	0	4	196	0	65	40	5	8	80	72	27	1	48	124	60	0	45	69	5	15	7	0	21	14	8	0	1	3	67	202	1	6
