"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	52	36	0	0	18	0	0	81	15	61	17	0	0	3	17	1	28	9	0	0	0	4	0	4	9	33	0	15	0	20	1	0	36	0	8	10	8	38	0	7	0	0	38	14	0	0	0	0	0	5	1	22	22	33	6	1	0	18	17	0	11	0	7	0	86	63	0	0	16	20	11	45	5	2	29	50	0	4	0	1	0	1	0	5	2	10	48	0	0	0	0	0	2	66	0	22	0	47	5	0	0	0	0	14	0	0	81	0	10	11	0	4	0	167	0	0	5	7	0	23
"2"	0	0	0	0	0	0	0	38	7	0	0	2	103	0	4	0	0	8	0	0	4	6	0	0	0	15	5	0	0	68	19	0	65	0	6	1	23	6	0	0	0	5	19	9	28	0	0	0	5	0	19	45	19	48	0	0	0	8	12	0	0	0	2	0	5	6	0	0	24	10	19	25	3	0	3	42	0	0	3	16	0	0	0	0	4	3	19	0	6	0	1	0	13	26	0	26	0	49	19	4	6	0	0	8	22	0	34	1	11	5	2	0	12	36	0	0	0	20	0	6
"3"	0	7	0	11	65	0	0	0	5	22	0	6	1	0	5	0	4	13	0	2	1	12	0	2	0	23	0	16	0	19	0	0	11	0	9	5	14	3	0	1	0	1	11	10	0	0	3	0	0	0	9	39	28	14	29	0	0	21	32	7	3	0	2	4	48	43	0	0	8	0	12	1	6	15	0	31	0	0	0	15	0	2	0	0	13	5	31	0	0	0	0	0	30	62	0	30	0	85	5	0	1	0	11	25	1	0	101	0	21	29	0	2	4	58	48	0	0	32	0	0
"4"	0	0	1	1	31	0	12	0	0	97	0	10	10	0	1	0	2	46	0	1	1	12	0	0	0	17	0	0	3	43	16	0	45	0	0	19	61	9	0	0	1	18	78	1	10	0	0	4	2	0	12	98	52	19	22	0	0	53	50	0	8	0	4	0	117	45	1	0	0	15	15	68	2	0	17	34	23	0	0	0	15	5	0	0	17	14	15	0	0	0	6	0	7	99	0	14	0	119	0	17	3	2	4	33	2	0	105	0	36	16	1	2	1	38	4	0	0	109	0	18
"5"	6	2	4	0	0	0	4	20	0	69	0	21	23	0	3	0	28	1	0	0	4	1	0	0	2	18	0	0	0	28	0	0	35	0	3	0	116	5	0	0	0	1	6	14	0	0	2	6	0	5	8	33	62	4	0	0	0	2	38	0	2	0	8	0	69	18	0	0	9	2	5	61	2	26	6	26	0	0	8	2	0	31	1	0	0	10	36	0	0	7	0	1	9	61	6	5	0	40	5	11	8	0	0	27	0	43	31	7	14	5	0	0	5	56	0	0	0	41	0	3
"6"	0	1	0	5	6	0	0	7	1	108	6	0	0	0	10	0	0	10	0	0	2	2	0	0	0	9	0	16	0	29	19	0	47	0	1	0	45	35	0	2	0	22	77	1	0	0	0	0	0	0	9	5	66	2	3	0	0	10	21	2	5	0	7	0	53	25	0	0	30	10	5	39	0	0	1	17	0	0	0	11	2	0	2	0	2	5	67	0	0	13	3	8	8	26	0	44	0	35	15	15	9	12	0	6	0	0	63	0	35	10	0	5	20	10	0	0	0	6	0	0
"7"	0	0	0	10	13	0	26	42	0	17	1	0	50	0	0	0	30	18	7	0	1	12	0	0	0	61	3	10	8	45	27	0	81	1	0	40	58	9	0	0	0	16	75	14	0	7	0	0	0	0	2	33	129	23	2	0	0	66	14	0	7	0	13	0	131	15	0	0	12	0	2	27	15	12	17	20	0	1	2	6	0	6	12	4	11	34	22	0	4	0	0	6	45	20	0	8	0	73	11	0	0	10	0	36	10	0	62	0	8	26	0	1	0	80	0	0	0	62	0	9
"8"	7	0	0	13	15	0	0	92	0	18	14	11	24	0	3	0	0	2	0	3	0	12	0	0	1	9	2	11	0	8	10	0	153	0	3	12	34	1	0	0	9	15	35	3	1	0	0	0	4	0	9	45	34	89	14	0	0	22	20	0	2	0	0	0	42	54	1	0	22	32	23	28	4	3	14	14	1	4	2	33	0	6	3	0	1	26	58	0	0	8	4	21	33	94	4	7	3	61	15	0	6	0	0	41	61	0	8	6	15	7	0	3	2	46	0	0	17	19	0	2
"9"	20	0	0	1	0	33	10	8	22	0	0	0	0	8	10	0	0	2	0	0	6	48	1	1	3	23	0	0	0	19	3	1	108	0	0	12	41	17	0	1	0	15	35	0	0	8	0	0	26	1	15	25	69	50	0	0	0	8	1	0	7	0	19	0	63	15	10	0	67	5	19	22	16	1	56	48	0	0	0	1	0	4	19	9	34	136	78	0	0	4	20	0	8	32	0	66	4	65	7	2	0	0	4	14	0	23	41	0	70	109	0	24	31	97	0	2	0	7	0	33
"10"	2	0	0	8	32	0	0	23	1	23	0	1	40	11	79	7	2	22	0	6	0	17	0	0	3	35	0	22	0	25	0	0	67	0	3	5	11	11	0	0	0	5	83	4	1	6	0	0	2	0	17	26	123	21	3	0	0	3	3	0	0	6	43	0	21	49	0	0	30	2	1	68	0	3	4	32	13	0	0	5	10	11	9	0	54	12	19	2	17	0	1	0	14	62	0	58	0	47	8	17	0	0	0	24	0	0	94	0	29	12	0	36	6	122	0	0	0	62	0	10
